,code,year,hdi,country,epi,gni_per_capita,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission,population
0,AFG,1990,0.273,,,,,,,,
1,AFG,1991,0.279,,,,,,,,
2,AFG,1992,0.287,,,,,,,,
3,AFG,1993,0.297,,,,,,,,
4,AFG,1994,0.292,,,,,,,,
5,AFG,1995,0.31,,,,,,,,
6,AFG,1996,0.319,,,,,,,,
7,AFG,1997,0.323,,,,,,,,
8,AFG,1998,0.324,,,,,,,,
9,AFG,1999,0.332,,,,,,,,
10,AFG,2000,0.335,Afghanistan,..,,,0.0388886404336861,12084.4,13890.0003433228,19542982.0
11,AFG,2001,0.337,Afghanistan,..,,,0.037077233197309,12084.4,12250.0,19688632.0
12,AFG,2002,0.362,Afghanistan,..,,3854235264.37171,0.0490470197787003,12084.4,14890.0003433228,21000256.0
13,AFG,2003,0.376,Afghanistan,..,,4539500884.0479,0.0538747195803349,12084.4,15529.9997329712,22645130.0
14,AFG,2004,0.392,Afghanistan,..,,5220823684.66085,0.0437301352730113,12084.4,15310.0004196167,23553551.0
15,AFG,2005,0.4,Afghanistan,..,,6226199249.32211,0.063495466170261,12084.4,16229.9995422363,24411191.0
16,AFG,2006,0.409,Afghanistan,..,,6971379033.26327,0.0691743844762328,12084.4,16739.9997711182,25442944.0
17,AFG,2007,0.424,Afghanistan,..,,9715761649.79443,0.0683310586911881,12084.4,17139.9993896484,25903301.0
18,AFG,2008,0.43,Afghanistan,..,,10249767311.213,0.134709695975708,12084.4,20540.0009155273,26427199.0
19,AFG,2009,0.44,Afghanistan,..,460.0,12154835707.8987,0.178197750875713,12084.4,22629.9991607666,27385307.0
20,AFG,2010,0.448,Afghanistan,..,520.0,15633856787.0425,0.252220037661822,12084.4,27120.0008392334,28189672.0
21,AFG,2011,0.456,,,550.0,18190410820.6235,0.305307954864333,12084.4,29409.9998474121,29249157.0
22,AFG,2012,0.466,,,650.0,20203572959.5023,0.265209508578463,12084.4,28799.9992370605,30466479.0
23,AFG,2013,0.474,,,680.0,20564485419.1684,0.189910278046671,12084.4,27020.0004577637,31541209.0
24,AFG,2014,0.479,,"21,57",650.0,20550582746.8448,0.149161535350241,12084.4,26760.0002288818,32716210.0
25,AFG,2015,0.478,,,610.0,19998156214.3988,0.176278015184889,12084.4,27090.0001525879,33753499.0
26,AFG,2016,0.481,,"37,5",570.0,18019558181.9602,0.15301907020982,12084.4,26889.9993896484,34636207.0
27,AFG,2017,0.482,,,540.0,18896352021.94,0.134106112096442,12084.4,26530.0006866455,35643418.0
28,AFG,2018,0.483,,"31,44",520.0,18418848299.5825,0.165454681763912,12084.4,27690.0005340576,36686784.0
29,AFG,2019,0.488,,,530.0,18904490262.913,0.160976451493467,12084.4,28639.9993896484,37769499.0
30,AFG,2020,0.483,,"25,5",500.0,20143442150.971,,12084.4,,38972230.0
31,AFG,2021,0.478,,,390.0,14786861638.4535,,,,40099462.0
32,AGO,1990,0.273,,,,,,,,
33,AGO,1991,0.279,,,,,,,,
34,AGO,1992,0.287,,,,,,,,
35,AGO,1993,0.297,,,,,,,,
36,AGO,1994,0.292,,,,,,,,
37,AGO,1995,0.31,,,370.0,,,,,
38,AGO,1996,0.319,,,360.0,,,,,
39,AGO,1997,0.323,,,450.0,,,,,
40,AGO,1998,0.324,,,410.0,,,,,
41,AGO,1999,0.332,,,330.0,,,,,
42,AGO,2000,0.335,Angola,"42,8",360.0,9129594818.60749,0.988162665238182,777086.1,57639.9993896484,16394062.0
43,AGO,2001,0.337,Angola,"43,3",390.0,8936063723.20121,0.942060504721311,771535.49,57750.0,16941587.0
44,AGO,2002,0.362,Angola,"43,7",590.0,15285594828.418,0.895745322664047,765984.88,60209.9990844727,17516139.0
45,AGO,2003,0.376,Angola,"44,1",710.0,17812704825.1957,0.924723238442631,760434.27,65720.0012207031,18124342.0
46,AGO,2004,0.392,Angola,"45,1",1010.0,23552047248.4301,0.929619336237945,754883.66,67430.0003051758,18771125.0
47,AGO,2005,0.4,Angola,"47,3",1370.0,36970918699.2523,0.812813415503919,749333.05,66959.9990844727,19450959.0
48,AGO,2006,0.409,Angola,"47,5",1810.0,52381006892.038,0.821333211618413,743782.44,65860.0006103516,20162340.0
49,AGO,2007,0.424,Angola,"48,1",2460.0,65266452081.386,0.811585642009439,738231.83,70199.9969482422,20909684.0
50,AGO,2008,0.43,Angola,"48,5",3030.0,88538610805.3214,0.88882655106661,732681.22,72680.0003051758,21691522.0
51,AGO,2009,0.44,Angola,"47,5",3170.0,70307166934.3311,0.939679489694506,727130.61,73800.0030517578,22507674.0
52,AGO,2010,0.448,Angola,"47,6",3220.0,81699526880.8079,0.975852538278588,721580.0,77730.0033569336,23364185.0
53,AGO,2011,0.456,,,3360.0,109436566876.419,0.98396024649186,716029.38,79150.0015258789,24259111.0
54,AGO,2012,0.466,,,4060.0,124998210652.243,0.947662542550856,710478.76,77400.0015258789,25188292.0
55,AGO,2013,0.474,,,4650.0,133401582620.494,1.03109331939749,704928.14,81089.9963378906,26147002.0
56,AGO,2014,0.479,,"28,69",4800.0,137244439121.374,1.0922158317617,699377.52,82389.9993896484,27128337.0
57,AGO,2015,0.478,,,3880.0,87219300384.5072,1.1252244580544,693826.9,87360.0006103516,28127721.0
58,AGO,2016,0.481,,"51,32",2450.0,49840491178.1518,1.02076005837546,688276.2,85910.0036621094,29154746.0
59,AGO,2017,0.482,,,1980.0,68972769395.6274,0.802750790270912,682725.7,81010.0021362305,30208628.0
60,AGO,2018,0.483,,"34,12",1870.0,77792944471.9494,0.766143022103473,677175.1,75239.9978637695,31273533.0
61,AGO,2019,0.488,,,2040.0,69309110145.7687,0.77920257513549,671624.4,79680.0003051758,32353588.0
62,AGO,2020,0.483,,"29,7",1740.0,53619073505.1377,,666073.8,,33428486.0
63,AGO,2021,0.478,,,1710.0,67404287260.3199,,,,34503774.0
64,ALB,1990,0.273,,,,,,,,
65,ALB,1991,0.279,,,,,,,,
66,ALB,1992,0.287,,,,,,,,
67,ALB,1993,0.297,,,,,,,,
68,ALB,1994,0.292,,,,,,,,
69,ALB,1995,0.31,,,640.0,,,,,
70,ALB,1996,0.319,,,890.0,,,,,
71,ALB,1997,0.323,,,800.0,,,,,
72,ALB,1998,0.324,,,860.0,,,,,
73,ALB,1999,0.332,,,950.0,,,,,
74,ALB,2000,0.335,Albania,"59,0",1100.0,3480355258.04122,1.026213108529,7693.0,8140.00034332275,3089027.0
75,ALB,2001,0.337,Albania,"60,1",1280.0,3922100793.5403,1.05549588209555,7705.77,8109.99965667725,3060173.0
76,ALB,2002,0.362,Albania,"61,4",1370.0,4348068242.19512,1.23237878291558,7718.54,8750.0,3051010.0
77,ALB,2003,0.376,Albania,"62,7",1650.0,5611496257.14231,1.3389849808862,7731.31,9090.00015258789,3039616.0
78,ALB,2004,0.392,Albania,"64,5",2100.0,7184685781.51876,1.40405868767094,7744.08,9159.99984741211,3026939.0
79,ALB,2005,0.4,Albania,"65,2",2620.0,8052073539.38058,1.33820939947885,7756.85,8949.99980926514,3011487.0
80,ALB,2006,0.409,Albania,"66,6",3050.0,8896072918.9814,1.33999573904164,7769.62,8850.00038146973,2992547.0
81,ALB,2007,0.424,Albania,"66,9",3460.0,10677324144.4289,1.3939313702533,7782.39,8859.99965667725,2970017.0
82,ALB,2008,0.43,Albania,"67,5",4040.0,12881353507.8539,1.38431124871868,7795.16,8600.00038146973,2947314.0
83,ALB,2009,0.44,Albania,"66,8",4280.0,12044208085.864,1.44149356167856,7807.93,8640.00034332275,2927519.0
84,ALB,2010,0.448,Albania,"65,9",4360.0,11926922828.9911,1.52762366260495,7820.7,8899.99961853027,2913021.0
85,ALB,2011,0.456,,,4410.0,12890764531.3284,1.66942319005525,7834.935,9329.99992370605,2905195.0
86,ALB,2012,0.466,,,4360.0,12319830437.3467,1.50324046003101,7849.17,8880.00011444092,2900401.0
87,ALB,2013,0.474,,,4540.0,12776220507.0162,1.53363003912154,7863.405,8930.00030517578,2895092.0
88,ALB,2014,0.479,,"54,73",4540.0,13228147516.1168,1.66833737091547,7877.64,9359.99965667725,2889104.0
89,ALB,2015,0.478,,,4390.0,11386850129.8411,1.60377514987108,7891.875,9220.00026702881,2880703.0
90,ALB,2016,0.481,,"74,38",4320.0,11861199830.8396,1.55766435847472,7891.8,9090.00015258789,2876101.0
91,ALB,2017,0.482,,,4290.0,13019689336.6919,1.78878607422544,7889.025,9659.99984741211,2873457.0
92,ALB,2018,0.483,,"56,27",4860.0,15156432309.8977,1.78273894754715,7889.0,9449.99980926514,2866376.0
93,ALB,2019,0.488,,,5230.0,15401830754.0773,1.69224831964856,7889.0,9010.00022888184,2854191.0
94,ALB,2020,0.483,,49,5260.0,15131866270.5936,,7889.0,,2837849.0
95,ALB,2021,0.478,,,6110.0,18255787479.1846,,,,2811666.0
96,AND,1990,0.273,,,,,,,,
97,AND,1991,0.279,,,,,,,,
98,AND,1992,0.287,,,,,,,,
99,AND,1993,0.297,,,,,,,,
100,AND,1994,0.292,,,,,,,,
101,AND,1995,0.31,,,,,,,,
102,AND,1996,0.319,,,,,,,,
103,AND,1997,0.323,,,,,,,,
104,AND,1998,0.324,,,,,,,,
105,AND,1999,0.332,,,,,,,,
106,AND,2000,0.335,Andorra,..,,1429049198.45218,7.86722544139674,160.0,589.999973773956,66097.0
107,AND,2001,0.337,Andorra,..,,1546926174.49664,7.6673547626069,160.0,589.999973773956,67820.0
108,AND,2002,0.362,Andorra,..,,1755910031.99699,7.48069798288996,160.0,600.000023841858,70849.0
109,AND,2003,0.376,Andorra,..,,2361726862.30248,7.17117419716361,160.0,610.000014305115,73907.0
110,AND,2004,0.392,Andorra,..,,2894921777.99851,7.27906103212127,160.0,639.999985694885,76933.0
111,AND,2005,0.4,Andorra,..,,3159905484.39249,7.2658029127189,160.0,660.000026226044,79826.0
112,AND,2006,0.409,Andorra,..,,3456442102.622,6.85606028248126,160.0,639.999985694885,80221.0
113,AND,2007,0.424,Andorra,..,,3952600602.24473,6.90819800247764,160.0,639.999985694885,78168.0
114,AND,2008,0.43,Andorra,..,,4085630584.44412,7.10012519173851,160.0,639.999985694885,76055.0
115,AND,2009,0.44,Andorra,..,,3674409558.21061,7.04110898725172,160.0,620.000004768372,73852.0
116,AND,2010,0.448,Andorra,..,,3449966856.68832,7.27079490661942,160.0,629.999995231628,71519.0
117,AND,2011,0.456,,,,3629203786.19154,6.94375571494811,160.0,600.000023841858,70567.0
118,AND,2012,0.466,,,,3188808942.56713,6.90014517816094,160.0,600.000023841858,71013.0
119,AND,2013,0.474,,,,3193704343.20627,6.72579748723029,160.0,589.999973773956,71367.0
120,AND,2014,0.479,,,,3271808157.30038,6.42269737011002,160.0,569.999992847443,71621.0
121,AND,2015,0.478,,,,2789870187.50693,6.55088783775969,160.0,579.999983310699,71746.0
122,AND,2016,0.481,,,,2896679211.86628,6.47918388210514,160.0,589.999973773956,72540.0
123,AND,2017,0.482,,,,3000180750.11297,6.36537235813897,160.0,589.999973773956,73837.0
124,AND,2018,0.483,,,,3218316013.22626,6.53220121227978,160.0,620.000004768372,75013.0
125,AND,2019,0.488,,,46530.0,3155065487.51819,6.54938894201171,160.0,629.999995231628,76343.0
126,AND,2020,0.483,,,,2891022272.98687,,160.0,,77700.0
127,AND,2021,0.478,,,,3330281523.53915,,,,79034.0
128,ARE,1990,0.273,,,,,,,,
129,ARE,1991,0.279,,,,,,,,
130,ARE,1992,0.287,,,,,,,,
131,ARE,1993,0.297,,,,,,,,
132,ARE,1994,0.292,,,,,,,,
133,ARE,1995,0.31,,,,,,,,
134,ARE,1996,0.319,,,,,,,,
135,ARE,1997,0.323,,,,,,,,
136,ARE,1998,0.324,,,,,,,,
137,ARE,1999,0.332,,,,,,,,
138,ARE,2000,0.335,United Arab Emirates,"44,0",30050.0,104337372362.151,25.8691253683213,3094.3,109019.996643066,3275333.0
139,ARE,2001,0.337,United Arab Emirates,"49,2",30570.0,103311640571.818,28.1396723638888,3102.17,123080.001831055,3454198.0
140,ARE,2002,0.362,United Arab Emirates,"48,9",29620.0,109816201497.617,27.2865755075479,3110.04,125400.001525879,3633655.0
141,ARE,2003,0.376,United Arab Emirates,"49,6",31910.0,124346358066.712,27.2247414462007,3117.91,133419.998168945,3813443.0
142,ARE,2004,0.392,United Arab Emirates,"49,8",36840.0,147824370319.946,27.5483754663028,3125.78,141210.006713867,3993339.0
143,ARE,2005,0.4,United Arab Emirates,"50,5",40190.0,180617467964.602,27.2039685849692,3133.65,150100.006103516,4280993.0
144,ARE,2006,0.409,United Arab Emirates,"50,8",42600.0,222116541865.214,24.8134596811062,3141.52,157119.995117188,4898954.0
145,ARE,2007,0.424,United Arab Emirates,"50,8",41580.0,257916133424.098,22.4482278843418,3149.39,168250.0,5872624.0
146,ARE,2008,0.43,United Arab Emirates,"50,7",40490.0,315474615738.598,22.328950732757,3157.26,194020.004272461,6988685.0
147,ARE,2009,0.44,United Arab Emirates,"50,7",34670.0,253547358747.447,19.6455646307356,3165.13,194380.004882813,7992644.0
148,ARE,2010,0.448,United Arab Emirates,"50,9",33670.0,289787452661.675,19.1929248368216,3173.0,201889.999389648,8481771.0
149,ARE,2011,0.456,,,36540.0,350666058379.85,19.3114923903879,3173.0,207490.005493164,8575205.0
150,ARE,2012,0.466,,,41810.0,384610125384.033,20.2643536679578,3173.0,219589.996337891,8664969.0
151,ARE,2013,0.474,,,45850.0,400218529747.597,21.0778366235953,3173.0,230889.999389648,8751847.0
152,ARE,2014,0.479,,"53,61",47420.0,414105366758.911,20.9100293230277,3173.0,231800.003051758,8835951.0
153,ARE,2015,0.478,,,46270.0,370275469560.166,21.8955048714989,3173.0,245220.001220703,8916899.0
154,ARE,2016,0.481,,"87,38",44460.0,369255326235.771,22.3564734354616,3173.0,252919.998168945,8994263.0
155,ARE,2017,0.482,,,42090.0,390516804016.501,21.7284474708515,3173.0,248690.002441406,9068296.0
156,ARE,2018,0.483,,"53,52",44350.0,427049432149.345,19.3781969586326,3173.0,229380.004882813,9140169.0
157,ARE,2019,0.488,,,46210.0,417989721734.494,20.5022832059804,3173.0,243550.003051758,9211657.0
158,ARE,2020,0.483,,"55,6",41770.0,349473015336.939,,3173.0,,9287289.0
159,ARE,2021,0.478,,,,415021590683.006,,,,9365145.0
160,ARG,1990,0.273,,,,,,,,
161,ARG,1991,0.279,,,,,,,,
162,ARG,1992,0.287,,,,,,,,
163,ARG,1993,0.297,,,,,,,,
164,ARG,1994,0.292,,,,,,,,
165,ARG,1995,0.31,,,7340.0,,,,,
166,ARG,1996,0.319,,,7700.0,,,,,
167,ARG,1997,0.323,,,8110.0,,,,,
168,ARG,1998,0.324,,,7990.0,,,,,
169,ARG,1999,0.332,,,7540.0,,,,,
170,ARG,2000,0.335,Argentina,"51,7",7430.0,284203750000.0,3.56803987960974,333780.0,290820.007324219,37070774.0
171,ARG,2001,0.337,Argentina,"52,5",6960.0,268696750000.0,3.34200513317688,330616.0,284140.014648438,37480493.0
172,ARG,2002,0.362,Argentina,"53,0",4020.0,97724004251.8602,3.10069722584613,327452.0,280480.010986328,37885028.0
173,ARG,2003,0.376,Argentina,"53,5",3640.0,127586973492.177,3.33506078457966,324288.0,302570.007324219,38278164.0
174,ARG,2004,0.392,Argentina,"53,1",3360.0,164657930452.787,3.65617809467905,321124.0,318700.012207031,38668796.0
175,ARG,2005,0.4,Argentina,"53,8",4240.0,198737095012.282,3.73657879363165,317960.0,322739.990234375,39070501.0
176,ARG,2006,0.409,Argentina,"55,2",5460.0,232557260817.308,3.92381838907273,314796.0,337250.0,39476851.0
177,ARG,2007,0.424,Argentina,"56,0",6480.0,287530508430.568,4.08289558524386,311632.0,349820.007324219,39876111.0
178,ARG,2008,0.43,Argentina,"56,1",7630.0,361558037110.419,4.15233040959089,308468.0,354269.989013672,40273769.0
179,ARG,2009,0.44,Argentina,"56,3",7760.0,332976484577.619,3.84840985551293,305304.0,333820.007324219,40684338.0
180,ARG,2010,0.448,Argentina,"56,5",9270.0,423627422092.49,4.09968971416256,302140.0,339609.985351563,40788453.0
181,ARG,2011,0.456,,,10710.0,530163281574.658,4.2809893532601,299906.0,350250.0,41261490.0
182,ARG,2012,0.466,,,11890.0,545982375701.128,4.26422378235981,297672.0,355299.987792969,41733271.0
183,ARG,2013,0.474,,,12870.0,552025140252.246,4.34211506853729,295438.0,364480.010986328,42202935.0
184,ARG,2014,0.479,,"49,55",12350.0,526319673731.638,4.20909563279429,293204.0,363149.993896484,42669500.0
185,ARG,2015,0.478,,,12600.0,594749285413.212,4.30191387639872,290970.0,370000.0,43131966.0
186,ARG,2016,0.481,,"79,84",12220.0,557531376217.967,4.20184577616112,290100.0,373329.986572266,43590368.0
187,ARG,2017,0.482,,,13140.0,643628665302.155,4.07130836193664,288990.0,377209.991455078,44044811.0
188,ARG,2018,0.483,,"55,11",12430.0,524819742918.669,3.97577197057929,287910.0,375100.006103516,44494502.0
189,ARG,2019,0.488,,,11220.0,447754609218.678,3.74065029063396,286810.0,369049.987792969,44938712.0
190,ARG,2020,0.483,,"52,2",9010.0,385540224628.292,,285730.0,,45376763.0
191,ARG,2021,0.478,,,9960.0,487227339102.67,,,,45808747.0
192,ARM,1990,0.273,,,,,,,,
193,ARM,1991,0.279,,,,,,,,
194,ARM,1992,0.287,,,,,,,,
195,ARM,1993,0.297,,,,,,,,
196,ARM,1994,0.292,,,,,,,,
197,ARM,1995,0.31,,,450.0,,,,,
198,ARM,1996,0.319,,,500.0,,,,,
199,ARM,1997,0.323,,,530.0,,,,,
200,ARM,1998,0.324,,,560.0,,,,,
201,ARM,1999,0.332,,,590.0,,,,,
202,ARM,2000,0.335,Armenia,"44,6",640.0,1911563668.85006,1.12355188837196,3326.4,5989.99977111816,3168523.0
203,ARM,2001,0.337,Armenia,"44,8",690.0,2118467913.37873,1.14900963348827,3324.32,6099.99990463257,3133133.0
204,ARM,2002,0.362,Armenia,"46,2",780.0,2376335048.39976,1.00481890732995,3322.24,5769.99998092651,3105037.0
205,ARM,2003,0.376,Armenia,"46,6",940.0,2807061008.69084,1.13485221954397,3320.16,6199.99980926514,3084102.0
206,ARM,2004,0.392,Armenia,"46,6",1160.0,3576615240.41616,1.22645555663085,3318.08,6590.00015258789,3065745.0
207,ARM,2005,0.4,Armenia,"46,0",1500.0,4900469950.09033,1.46361666834478,3316.0,7320.00017166138,3047246.0
208,ARM,2006,0.409,Armenia,"46,7",1970.0,6384451606.1421,1.483568657221,3313.92,7719.99979019165,3026486.0
209,ARM,2007,0.424,Armenia,"46,5",2690.0,9206301700.39619,1.73079880337397,3311.84,8369.99988555908,3004393.0
210,ARM,2008,0.43,Armenia,"46,5",3510.0,11662040713.8753,1.90720654484247,3309.76,8890.00034332275,2983421.0
211,ARM,2009,0.44,Armenia,"47,4",3250.0,8647936747.98704,1.52144058113017,3307.68,7739.99977111816,2964296.0
212,ARM,2010,0.448,Armenia,"47,5",3390.0,9260284937.79781,1.47303752633831,3305.6,7559.99994277954,2946293.0
213,ARM,2011,0.456,,,3470.0,10142111334.4961,1.68659629072429,3303.52,8199.99980926514,2928976.0
214,ARM,2012,0.466,,,3840.0,10619320048.5857,1.96265391657267,3301.44,9199.99980926514,2914421.0
215,ARM,2013,0.474,,,4110.0,11121465767.4067,1.89564638956912,3299.36,9140.00034332275,2901385.0
216,ARM,2014,0.479,,"61,67",4170.0,11609512939.7542,1.89623970790763,3297.28,9130.00011444092,2889930.0
217,ARM,2015,0.478,,,4080.0,10553337672.9872,1.85507171122992,3295.2,9159.99984741211,2878595.0
218,ARM,2016,0.481,,"81,6",3850.0,10546135160.031,1.76911796096474,3293.1,9409.99984741211,2865835.0
219,ARM,2017,0.482,,,4070.0,11527458565.7334,1.88293999717351,3291.0,9250.0,2851923.0
220,ARM,2018,0.483,,"64,26",4410.0,12457941907.0333,2.01300380642694,3288.9,9439.9995803833,2836557.0
221,ARM,2019,0.488,,,4880.0,13619291361.2814,2.1874763175712,3286.8,9960.00003814697,2820602.0
222,ARM,2020,0.483,,"52,3",4470.0,12641697523.2966,,3284.7,,2805608.0
223,ARM,2021,0.478,,,4850.0,13861409968.835,,,,2790974.0
224,ATG,1990,0.273,,,,,,,,
225,ATG,1991,0.279,,,,,,,,
226,ATG,1992,0.287,,,,,,,,
227,ATG,1993,0.297,,,,,,,,
228,ATG,1994,0.292,,,,,,,,
229,ATG,1995,0.31,,,8170.0,,,,,
230,ATG,1996,0.319,,,8750.0,,,,,
231,ATG,1997,0.323,,,9140.0,,,,,
232,ATG,1998,0.324,,,9360.0,,,,,
233,ATG,1999,0.332,,,9720.0,,,,,
234,ATG,2000,0.335,Antigua and Barbuda,..,10220.0,826370370.37037,4.3967756978216,94.5,600.000023841858,75055.0
235,ATG,2001,0.337,Antigua and Barbuda,..,9980.0,800481481.481481,4.59227186249426,93.83,639.999985694885,76215.0
236,ATG,2002,0.362,Antigua and Barbuda,..,9800.0,814381481.481481,5.05214049737528,93.16,699.999988079071,77195.0
237,ATG,2003,0.376,Antigua and Barbuda,..,10700.0,856396296.296296,5.25136082515173,92.49,740.000009536743,78075.0
238,ATG,2004,0.392,Antigua and Barbuda,..,11650.0,919729629.62963,5.0670754862551,91.82,750.0,78941.0
239,ATG,2005,0.4,Antigua and Barbuda,..,12670.0,1022962962.96296,5.13340590746999,91.15,779.999971389771,79869.0
240,ATG,2006,0.409,Antigua and Barbuda,..,14120.0,1157662962.96296,5.43914948533054,90.48,850.000023841858,80895.0
241,ATG,2007,0.424,Antigua and Barbuda,..,15460.0,1312759259.25926,5.60866182628572,89.81,910.000026226044,82016.0
242,ATG,2008,0.43,Antigua and Barbuda,..,15650.0,1370070370.37037,5.76569637927669,89.14,959.999978542328,83251.0
243,ATG,2009,0.44,Antigua and Barbuda,..,13960.0,1228329629.62963,16.4430878190419,88.47,1919.99995708466,84534.0
244,ATG,2010,0.448,Antigua and Barbuda,..,13030.0,1148700000.0,5.71795331742509,87.8,1029.99997138977,85695.0
245,ATG,2011,0.456,,,12730.0,1137637037.03704,6.22629133804923,87.14,1090.0000333786,86729.0
246,ATG,2012,0.466,,,13180.0,1199948148.14815,7.98412286514897,86.48,1259.99999046326,87674.0
247,ATG,2013,0.474,,,13040.0,1181448148.14815,5.31091448080621,85.82,1049.99995231628,88497.0
248,ATG,2014,0.479,,"48,89",13230.0,1249733333.33333,5.3789949041997,85.16,1059.99994277954,89236.0
249,ATG,2015,0.478,,,13370.0,1336692592.59259,5.44801602758189,84.5,1090.0000333786,89941.0
250,ATG,2016,0.481,,"62,55",14170.0,1436585185.18519,5.52095755487832,83.8,1120.00000476837,90564.0
251,ATG,2017,0.482,,,15000.0,1467977777.77778,5.48732975559433,83.2,1149.99997615814,91119.0
252,ATG,2018,0.483,,"56,26",16680.0,1605944444.44444,5.56610558644115,82.5,1190.00005722046,91626.0
253,ATG,2019,0.488,,,17310.0,1687533333.33333,5.64499474501464,81.8,1220.00002861023,92117.0
254,ATG,2020,0.483,,"48,5",14530.0,1370281481.48148,,81.2,,92664.0
255,ATG,2021,0.478,,,15780.0,1471125925.92593,,,,93219.0
256,AUS,1990,0.273,,,,,,,,
257,AUS,1991,0.279,,,,,,,,
258,AUS,1992,0.287,,,,,,,,
259,AUS,1993,0.297,,,,,,,,
260,AUS,1994,0.292,,,,,,,,
261,AUS,1995,0.31,,,19370.0,,,,,
262,AUS,1996,0.319,,,20590.0,,,,,
263,AUS,1997,0.323,,,22060.0,,,,,
264,AUS,1998,0.324,,,21920.0,,,,,
265,AUS,1999,0.332,,,21590.0,,,,,
266,AUS,2000,0.335,Australia,"56,3",21280.0,415851284305.721,17.8387478097675,1318141.0,596960.021972656,19028802.0
267,AUS,2001,0.337,Australia,"56,3",20310.0,379358162498.658,17.9323144883026,1315873.0,624780.029296875,19274701.0
268,AUS,2002,0.362,Australia,"56,9",20200.0,395580786940.142,18.1259906980837,1313605.0,619280.029296875,19495210.0
269,AUS,2003,0.376,Australia,"57,2",21370.0,467497961560.862,17.8786414814145,1311337.0,539309.997558594,19720737.0
270,AUS,2004,0.392,Australia,"57,5",25830.0,614326362213.686,18.3522349611154,1309069.0,597429.992675781,19932722.0
271,AUS,2005,0.4,Australia,"56,4",30730.0,695328522026.763,18.3423134132321,1306801.0,560380.004882813,20176844.0
272,AUS,2006,0.409,Australia,"56,6",34580.0,747906558849.955,18.3605014176042,1304533.0,603109.985351563,20450966.0
273,AUS,2007,0.424,Australia,"56,9",37370.0,854427259166.209,18.5210774422543,1302265.0,606469.970703125,20827622.0
274,AUS,2008,0.43,Australia,"56,6",42380.0,1055642793196.06,18.3037488820829,1299997.0,578950.012207031,21249199.0
275,AUS,2009,0.44,Australia,"56,7",44080.0,928626859078.192,18.2231390362423,1297729.0,593599.975585938,21691653.0
276,AUS,2010,0.448,Australia,"56,6",46740.0,1148610059015.24,17.5900692657153,1295461.0,566440.002441406,22031750.0
277,AUS,2011,0.456,,,50400.0,1398405797101.45,17.2954158367427,1302557.8,668340.026855469,22340024.0
278,AUS,2012,0.466,,,60270.0,1546892142709.84,17.0220422280855,1309654.6,667440.002441406,22733465.0
279,AUS,2013,0.474,,,66050.0,1576380424746.08,16.4423157091219,1316751.4,580880.004882813,23128129.0
280,AUS,2014,0.479,,"82,4",65180.0,1467545212521.8,15.8304215213482,1323848.2,597270.01953125,23475686.0
281,AUS,2015,0.478,,,60490.0,1350615691821.28,15.863288004258,1330945.0,596979.98046875,23815995.0
282,AUS,2016,0.481,,"87,22",54080.0,1206535157956.03,15.914657116179,1340372.0,574450.012207031,24190907.0
283,AUS,2017,0.482,,,51490.0,1326516328531.56,15.8232417405578,1340174.0,623270.01953125,24594202.0
284,AUS,2018,0.483,,"70,94",53100.0,1428288504767.07,15.5034862846486,1340051.0,617390.014648438,24966643.0
285,AUS,2019,0.488,,,54900.0,1392227864397.08,15.2536183403361,1340051.0,585979.98046875,25340217.0
286,AUS,2020,0.483,,"74,9",53620.0,1326901059123.21,,1340051.0,,25655289.0
287,AUS,2021,0.478,,,57170.0,1552667363236.06,,,,25688079.0
288,AUT,1990,0.273,,,,,,,,
289,AUT,1991,0.279,,,,,,,,
290,AUT,1992,0.287,,,,,,,,
291,AUT,1993,0.297,,,,,,,,
292,AUT,1994,0.292,,,,,,,,
293,AUT,1995,0.31,,,28190.0,,,,,
294,AUT,1996,0.319,,,30090.0,,,,,
295,AUT,1997,0.323,,,29560.0,,,,,
296,AUT,1998,0.324,,,27970.0,,,,,
297,AUT,1999,0.332,,,27080.0,,,,,
298,AUT,2000,0.335,Austria,"67,9",26810.0,197289625479.906,7.92978551259517,38381.4,78650.0015258789,8011566.0
299,AUT,2001,0.337,Austria,"67,8",25320.0,197508773215.323,8.44410916140459,38406.46,83000.0,8042293.0
300,AUT,2002,0.362,Austria,"67,7",25030.0,214394866675.24,8.58331747454014,38431.52,84330.0018310547,8081957.0
301,AUT,2003,0.376,Austria,"67,0",28100.0,262273631180.054,9.16834390776994,38456.58,89449.9969482422,8121423.0
302,AUT,2004,0.392,Austria,"67,7",33850.0,301457562038.541,9.27561409968639,38481.64,90269.9966430664,8171966.0
303,AUT,2005,0.4,Austria,"68,0",38770.0,316092273276.015,9.26611355969716,38506.7,90349.9984741211,8227829.0
304,AUT,2006,0.409,Austria,"68,4",41500.0,336280064332.411,8.96156919548461,38531.76,88099.9984741211,8268641.0
305,AUT,2007,0.424,Austria,"69,0",44540.0,389185571506.052,8.58780176061628,38556.82,85059.9975585938,8295487.0
306,AUT,2008,0.43,Austria,"69,1",49210.0,432051935642.945,8.49967401978365,38581.88,84620.002746582,8321496.0
307,AUT,2009,0.44,Austria,"69,5",49150.0,401758735822.211,7.72114398171392,38606.94,77709.9990844727,8343323.0
