,code,year,hdi,country,epi,gni_per_capita,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission,population
4415,PER,2021,0.478,,,6460.0,223249497500.387,,,,33715471.0
4416,PHL,1990,0.273,,,,,,,,
4417,PHL,1991,0.279,,,,,,,,
4418,PHL,1992,0.287,,,,,,,,
4419,PHL,1993,0.297,,,,,,,,
4420,PHL,1994,0.292,,,,,,,,
4421,PHL,1995,0.31,,,1170.0,,,,,
4422,PHL,1996,0.319,,,1330.0,,,,,
4423,PHL,1997,0.323,,,1400.0,,,,,
4424,PHL,1998,0.324,,,1320.0,,,,,
4425,PHL,1999,0.332,,,1250.0,,,,,
4426,PHL,2000,0.335,Philippines,"50,4",1180.0,83669693589.1547,0.924854328708852,73092.6,138710.006713867,77958223.0
4427,PHL,2001,0.337,Philippines,"50,6",1170.0,78921234457.5487,0.885137064253039,72623.06,137960.006713867,79626086.0
4428,PHL,2002,0.362,Philippines,"50,9",1130.0,84307291973.8158,0.880476054161546,72153.52,139580.001831055,81285572.0
4429,PHL,2003,0.376,Philippines,"51,3",1170.0,87039145965.2826,0.88771978288394,71683.98,142839.996337891,82942837.0
4430,PHL,2004,0.392,Philippines,"52,0",1290.0,95002028504.6904,0.888100918967556,71214.44,146270.004272461,84607501.0
4431,PHL,2005,0.4,Philippines,"54,6",1380.0,107419961717.693,0.888811583056648,70744.9,147300.003051758,86261250.0
4432,PHL,2006,0.409,Philippines,"56,1",1490.0,127652859201.041,0.790313435671771,70275.36,140610.000610352,87901835.0
4433,PHL,2007,0.424,Philippines,"56,9",1710.0,155980378253.634,0.817539922601939,69805.82,146529.998779297,89561377.0
4434,PHL,2008,0.43,Philippines,"57,2",2000.0,181624577154.679,0.823540668167504,69336.28,149770.004272461,91252326.0
4435,PHL,2009,0.44,Philippines,"57,3",2160.0,175974711592.145,0.820898396675301,68866.74,152479.995727539,92946951.0
4436,PHL,2010,0.448,Philippines,"57,4",2360.0,208368726861.407,0.865731796493071,68397.2,157899.993896484,94636700.0
4437,PHL,2011,0.456,,,2500.0,234216930369.796,0.857710061182434,68746.06,159809.997558594,96337913.0
4438,PHL,2012,0.466,,,2840.0,261920509950.555,0.879097862240426,69094.92,164869.995117188,98032317.0
4439,PHL,2013,0.474,,,3140.0,283902728260.716,0.95787259285489,69443.78,175789.993286133,99700107.0
4440,PHL,2014,0.479,,"69,53",3300.0,297483247101.038,1.0048832737556,69792.64,183369.995117188,101325201.0
4441,PHL,2015,0.478,,,3350.0,306446140628.709,1.07743891519083,70141.5,192300.003051758,103031365.0
4442,PHL,2016,0.481,,"69,94",3410.0,318626761492.867,1.16290526580856,70490.4,204850.006103516,104875266.0
4443,PHL,2017,0.482,,,3480.0,328480867142.69,1.25072020638551,70839.3,221059.997558594,106738501.0
4444,PHL,2018,0.483,,"57,07",3640.0,346842094175.24,1.27633317653161,71188.1,226940.002441406,108568836.0
4445,PHL,2019,0.488,,,3770.0,376823278560.849,1.31743920046954,71537.0,234279.998779297,110380804.0
4446,PHL,2020,0.483,,"38,4",3350.0,361751116292.541,,71885.9,,112190977.0
4447,PHL,2021,0.478,,,3550.0,394086401171.168,,,,113880328.0
4448,PLW,1990,0.273,,,,,,,,
4449,PLW,1991,0.279,,,,,,,,
4450,PLW,1992,0.287,,,,,,,,
4451,PLW,1993,0.297,,,,,,,,
4452,PLW,1994,0.292,,,,,,,,
4453,PLW,1995,0.31,,,,,,,,
4454,PLW,1996,0.319,,,,,,,,
4455,PLW,1997,0.323,,,,,,,,
4456,PLW,1998,0.324,,,,,,,,
4457,PLW,1999,0.332,,,,,,,,
4458,PLW,2000,0.335,Palau,..,,146297500.0,10.6458481192335,395.8,230.000004172325,19726.0
4459,PLW,2001,0.337,Palau,..,,156907900.0,11.0954206173089,396.78,230.000004172325,19828.0
4460,PLW,2002,0.362,Palau,..,9100.0,163184900.0,11.082565050018,397.76,239.999994635582,19851.0
4461,PLW,2003,0.376,Palau,..,8770.0,153963200.0,11.0663983303776,398.74,230.000004172325,19880.0
4462,PLW,2004,0.392,Palau,..,9400.0,165186200.0,11.5537250300058,399.72,250.0,19907.0
4463,PLW,2005,0.4,Palau,..,10320.0,190452900.0,13.1107856620068,400.7,280.000001192093,19831.0
4464,PLW,2006,0.409,Palau,..,10790.0,192382400.0,12.7427493756053,401.68,270.000010728836,19619.0
4465,PLW,2007,0.424,Palau,..,11650.0,198897700.0,12.392853177506,402.66,259.999990463257,19366.0
4466,PLW,2008,0.43,Palau,..,11550.0,198283900.0,10.9936128909794,403.64,230.000004172325,19102.0
4467,PLW,2009,0.44,Palau,..,10780.0,187522800.0,10.6236058100623,404.62,219.999998807907,18826.0
4468,PLW,2010,0.448,Palau,..,11040.0,185943000.0,11.3268604877826,405.6,230.000004172325,18540.0
4469,PLW,2011,0.456,,,11940.0,196911100.0,11.513157535279,406.46,230.000004172325,18240.0
4470,PLW,2012,0.466,,,12540.0,212397800.0,12.2589991534552,407.32,239.999994635582,17946.0
4471,PLW,2013,0.474,,,12720.0,221117200.0,12.3560796859257,408.18,250.0,17805.0
4472,PLW,2014,0.479,,,14020.0,241669800.0,12.3623285461849,409.04,239.999994635582,17796.0
4473,PLW,2015,0.478,,,15750.0,280457700.0,11.8017305520675,409.9,230.000004172325,17794.0
4474,PLW,2016,0.481,,,16620.0,298300000.0,14.0323304894477,410.8,280.000001192093,17816.0
4475,PLW,2017,0.482,,,16430.0,285600000.0,14.5764416921712,411.6,289.99999165535,17837.0
4476,PLW,2018,0.483,,,17410.0,284900000.0,13.9946260635916,412.5,280.000001192093,17864.0
4477,PLW,2019,0.488,,,17150.0,278900000.0,13.9540075909801,413.3,289.99999165535,17916.0
4478,PLW,2020,0.483,,,14640.0,251900000.0,,414.1,,17972.0
4479,PLW,2021,0.478,,,12790.0,217800000.0,,,,18024.0
4480,PNG,1990,0.273,,,,,,,,
4481,PNG,1991,0.279,,,,,,,,
4482,PNG,1992,0.287,,,,,,,,
4483,PNG,1993,0.297,,,,,,,,
4484,PNG,1994,0.292,,,,,,,,
4485,PNG,1995,0.31,,,1060.0,,,,,
4486,PNG,1996,0.319,,,1040.0,,,,,
4487,PNG,1997,0.323,,,930.0,,,,,
4488,PNG,1998,0.324,,,780.0,,,,,
4489,PNG,1999,0.332,,,680.0,,,,,
4490,PNG,2000,0.335,Papua New Guinea,..,600.0,3521339699.07407,0.513770408530985,362779.663,13310.0004196167,5508297.0
4491,PNG,2001,0.337,Papua New Guinea,..,530.0,3081024212.42924,0.594894541342451,362680.582,13819.9996948242,5698489.0
4492,PNG,2002,0.362,Papua New Guinea,..,490.0,2999511040.19764,0.612633191736856,362581.501,14079.9999237061,5892596.0
4493,PNG,2003,0.376,Papua New Guinea,..,480.0,3536411824.2958,0.669842935571296,362482.42,14390.0003433228,6090980.0
4494,PNG,2004,0.392,Papua New Guinea,..,540.0,3927157866.96465,0.786567493891809,362383.339,15310.0004196167,6293166.0
4495,PNG,2005,0.4,Papua New Guinea,..,650.0,4865892972.27595,0.758599460446287,362284.258,14800.0001907349,6498818.0
4496,PNG,2006,0.409,Papua New Guinea,..,790.0,8355006706.57899,0.712558972050002,362185.177,14760.0002288818,6708217.0
4497,PNG,2007,0.424,Papua New Guinea,..,1050.0,9545177014.1301,0.729656412861091,362086.096,14859.9996566772,6921066.0
4498,PNG,2008,0.43,Papua New Guinea,..,1370.0,11670840931.8173,0.666854613496386,361987.015,14560.0004196167,7137988.0
4499,PNG,2009,0.44,Papua New Guinea,..,1470.0,11619637798.991,0.683527027827342,361887.934,14880.0001144409,7358890.0
4500,PNG,2010,0.448,Papua New Guinea,..,1670.0,14250755231.1257,0.661983635411919,361788.853,14899.9996185303,7583269.0
4501,PNG,2011,0.456,,,1740.0,17984910501.8979,0.660976019176005,361479.924,15880.0001144409,7806637.0
4502,PNG,2012,0.466,,,2160.0,21295659243.6168,0.60922848703715,361170.995,16590.0001525879,8026545.0
4503,PNG,2013,0.474,,,2360.0,21261432791.2675,0.635488334740119,360862.066,17829.9999237061,8245627.0
4504,PNG,2014,0.479,,"39,25",2810.0,23210682538.3928,0.695875873993015,360553.138,19510.0002288818,8464153.0
4505,PNG,2015,0.478,,,2670.0,21723531173.2409,0.749812227776343,360244.209,21200.0007629395,8682174.0
4506,PNG,2016,0.481,,"73,7",2520.0,20759069103.0961,0.860754509484213,359898.8,22149.9996185303,8899169.0
4507,PNG,2017,0.482,,,2390.0,22742613553.6879,0.834906248424474,359563.5,22250.0,9114796.0
4508,PNG,2018,0.483,,"34,34",2400.0,24109509852.7402,0.810356521797523,359228.2,22510.0002288818,9329227.0
4509,PNG,2019,0.488,,,2510.0,24751344560.8856,0.794342262981161,358892.9,22409.9998474121,9542486.0
4510,PNG,2020,0.483,,"32,4",2470.0,23848265895.9538,,358557.6,,9749640.0
4511,PNG,2021,0.478,,,2460.0,26594305745.554,,,,9949437.0
4512,POL,1990,0.273,,,,,,,,
4513,POL,1991,0.279,,,,,,,,
4514,POL,1992,0.287,,,,,,,,
4515,POL,1993,0.297,,,,,,,,
4516,POL,1994,0.292,,,,,,,,
4517,POL,1995,0.31,,,3250.0,,,,,
4518,POL,1996,0.319,,,3840.0,,,,,
4519,POL,1997,0.323,,,4240.0,,,,,
4520,POL,1998,0.324,,,4360.0,,,,,
4521,POL,1999,0.332,,,4440.0,,,,,
4522,POL,2000,0.335,Poland,"62,0",4670.0,172219461126.067,7.73080499042451,90590.0,354690.002441406,38258629.0
4523,POL,2001,0.337,Poland,"62,6",4710.0,190905493539.168,7.67698746467665,90860.0,352130.004882813,38248076.0
4524,POL,2002,0.362,Poland,"63,4",4900.0,199072058823.529,7.51549232762259,91130.0,345730.010986328,38230364.0
4525,POL,2003,0.376,Poland,"66,1",5500.0,217827260805.842,7.79304703563809,91400.0,357269.989013672,38204570.0
4526,POL,2004,0.392,Poland,"62,3",6260.0,255110181539.808,7.90551178775075,91670.0,361510.009765625,38182222.0
4527,POL,2005,0.4,Poland,"62,5",7330.0,306144336269.51,7.8958860850048,91940.0,362929.992675781,38165445.0
4528,POL,2006,0.409,Poland,"62,9",8420.0,344622003093.581,8.23491249878749,92210.0,377299.987792969,38141267.0
4529,POL,2007,0.424,Poland,"63,2",9930.0,429028505365.078,8.22076078847774,92480.0,377839.996337891,38120560.0
4530,POL,2008,0.43,Poland,"63,2",11940.0,533609081852.897,8.08718290886395,92750.0,371630.004882813,38125759.0
4531,POL,2009,0.44,Poland,"63,5",12490.0,439737508413.192,7.79154704890447,93020.0,356869.995117188,38151603.0
4532,POL,2010,0.448,Poland,"63,5",12670.0,475696613935.595,8.24702807670685,93290.0,375309.997558594,38042794.0
4533,POL,2011,0.456,,,12820.0,524382678547.32,8.1598380469009,93472.0,371390.014648438,38063255.0
4534,POL,2012,0.466,,,13090.0,495236910793.797,7.96964766522079,93654.0,364420.013427734,38063164.0
4535,POL,2013,0.474,,,13230.0,515764728216.161,7.84170480596286,93836.0,358619.995117188,38040196.0
4536,POL,2014,0.479,,"75,8",13470.0,539087652559.835,7.51688948127014,94018.0,345450.012207031,38011735.0
4537,POL,2015,0.478,,,13250.0,477111287969.227,7.61008927540369,94200.0,348609.985351563,37986412.0
4538,POL,2016,0.481,,"83,24",12660.0,470022572790.91,7.895688724468,94350.0,359420.013427734,37970087.0
4539,POL,2017,0.482,,,12690.0,524645833884.582,8.23861537513202,94470.0,372359.985351563,37974826.0
4540,POL,2018,0.483,,"66,4",14180.0,588782567765.872,8.21361572260802,94590.0,370609.985351563,37974750.0
4541,POL,2019,0.488,,,15330.0,596054591863.312,7.77364183861292,94710.0,353140.014648438,37965475.0
4542,POL,2020,0.483,,"60,9",15300.0,599449188399.108,,94830.0,,37899070.0
4543,POL,2021,0.478,,,16850.0,679444832854.295,,,,37747124.0
4544,PRK,1990,0.273,,,,,,,,
4545,PRK,1991,0.279,,,,,,,,
4546,PRK,1992,0.287,,,,,,,,
4547,PRK,1993,0.297,,,,,,,,
4548,PRK,1994,0.292,,,,,,,,
4549,PRK,1995,0.31,,,,,,,,
4550,PRK,1996,0.319,,,,,,,,
4551,PRK,1997,0.323,,,,,,,,
4552,PRK,1998,0.324,,,,,,,,
4553,PRK,1999,0.332,,,,,,,,
4554,PRK,2000,0.335,North Korea,..,,,3.07355752386297,64546.9,87209.9990844727,23367059.0
4555,PRK,2001,0.337,North Korea,..,,,3.1638460561568,64334.6,90300.0030517578,23512522.0
4556,PRK,2002,0.362,North Korea,..,,,3.01204666202996,64122.3,87419.9981689453,23638411.0
4557,PRK,2003,0.376,North Korea,..,,,3.05865335334295,63910.0,89260.0021362305,23781707.0
4558,PRK,2004,0.392,North Korea,..,,,3.10327015423337,63697.7,91099.9984741211,23948930.0
4559,PRK,2005,0.4,North Korea,..,,,3.21937074339504,63485.4,94690.0024414063,24100982.0
4560,PRK,2006,0.409,North Korea,..,,,3.25717036248238,63273.1,96879.997253418,24235761.0
4561,PRK,2007,0.424,North Korea,..,,,2.69455714433827,63060.8,84250.0,24356506.0
4562,PRK,2008,0.43,North Korea,..,,,2.97641350033186,62848.5,92339.9963378906,24469047.0
4563,PRK,2009,0.44,North Korea,..,,,2.25209935689268,62636.2,75569.9996948242,24581509.0
4564,PRK,2010,0.448,North Korea,..,,,2.09102687090642,62423.9,72650.0015258789,24686435.0
4565,PRK,2011,0.456,,,,,1.49694618825722,62211.6,58330.0018310547,24783789.0
4566,PRK,2012,0.466,,,,,1.54614091749628,61999.3,60060.001373291,24887770.0
4567,PRK,2013,0.474,,,,,1.10511955793163,61787.0,49240.0016784668,25001819.0
4568,PRK,2014,0.479,,,,,1.24292910604646,61574.7,53029.9987792969,25126131.0
4569,PRK,2015,0.478,,,,,0.993743981127167,61362.4,46869.9989318848,25258015.0
4570,PRK,2016,0.481,,,,,1.18158564934295,61150.1,52060.001373291,25389611.0
4571,PRK,2017,0.482,,,,,2.12765785927867,60937.8,77150.0015258789,25516321.0
4572,PRK,2018,0.483,,,,,1.97089106469024,60725.5,73470.0012207031,25638149.0
4573,PRK,2019,0.488,,,,,2.17585095574668,60513.2,79339.9963378906,25755441.0
4574,PRK,2020,0.483,,,,,,60300.9,,25867467.0
4575,PRK,2021,0.478,,,,,,,,25971909.0
4576,PRT,1990,0.273,,,,,,,,
4577,PRT,1991,0.279,,,,,,,,
4578,PRT,1992,0.287,,,,,,,,
4579,PRT,1993,0.297,,,,,,,,
4580,PRT,1994,0.292,,,,,,,,
4581,PRT,1995,0.31,,,11210.0,,,,,
4582,PRT,1996,0.319,,,12100.0,,,,,
4583,PRT,1997,0.323,,,12370.0,,,,,
4584,PRT,1998,0.324,,,12190.0,,,,,
4585,PRT,1999,0.332,,,12260.0,,,,,
4586,PRT,2000,0.335,Portugal,"51,6",12180.0,118605192877.388,5.99228486035527,32810.0,78709.9990844727,10289898.0
4587,PRT,2001,0.337,Portugal,"52,1",11850.0,121604107164.997,5.92315416740891,32781.0,78050.0030517578,10362722.0
4588,PRT,2002,0.362,Portugal,"51,8",11780.0,134795565549.419,6.29580821759629,32752.0,83059.9975585938,10419631.0
4589,PRT,2003,0.376,Portugal,"53,3",13290.0,165226175536.793,5.78650313049279,32723.0,78110.0006103516,10458821.0
4590,PRT,2004,0.392,Portugal,"53,0",16190.0,189382122532.169,5.92625189022586,32694.0,80099.9984741211,10483861.0
4591,PRT,2005,0.4,Portugal,"52,8",18600.0,197253876704.921,6.23326137717306,32665.0,83069.9996948242,10503330.0
4592,PRT,2006,0.409,Portugal,"54,4",19410.0,208756449275.848,5.74494831950423,32636.0,77900.0015258789,10522288.0
4593,PRT,2007,0.424,Portugal,"54,9",20860.0,240496147317.381,5.57717917248513,32607.0,76529.9987792969,10542964.0
4594,PRT,2008,0.43,Portugal,"58,7",22640.0,263416394624.084,5.38350514038436,32578.0,74279.9987792969,10558177.0
4595,PRT,2009,0.44,Portugal,"57,8",22990.0,244667762835.543,5.3272788984834,32549.0,73480.0033569336,10568247.0
4596,PRT,2010,0.448,Portugal,"57,6",23030.0,238113003233.284,4.81788677178018,32520.0,68069.9996948242,10573100.0
4597,PRT,2011,0.456,,,22770.0,245117990242.248,4.72362922227151,32640.0,67190.0024414063,10557560.0
4598,PRT,2012,0.466,,,21170.0,216224240577.957,4.58589791923714,32760.0,65489.9978637695,10514844.0
4599,PRT,2013,0.474,,,21380.0,226433858005.714,4.45239436903052,32880.0,63799.9992370605,10457295.0
4600,PRT,2014,0.479,,"63,03",21200.0,229901964221.884,4.41589525234787,33000.0,63409.9998474121,10401062.0
4601,PRT,2015,0.478,,,20460.0,199394066525.44,4.81266969600543,33120.0,67510.0021362305,10358076.0
4602,PRT,2016,0.481,,"83,52",19940.0,206426152308.931,4.72231126749059,33120.0,66449.9969482422,10325452.0
4603,PRT,2017,0.482,,,20060.0,221357874718.93,5.17751927915252,33120.0,71029.9987792969,10300300.0
4604,PRT,2018,0.483,,"67,27",22060.0,242313116577.967,4.81338552923222,33120.0,66430.0003051758,10283822.0
4605,PRT,2019,0.488,,,23200.0,239986922638.902,4.33976842606964,33120.0,61380.0010681152,10286263.0
4606,PRT,2020,0.483,,67,21850.0,229031860520.777,,33120.0,,10297081.0
4607,PRT,2021,0.478,,,23890.0,253663144586.019,,,,10325147.0
4608,PRY,1990,0.273,,,,,,,,
4609,PRY,1991,0.279,,,,,,,,
4610,PRY,1992,0.287,,,,,,,,
4611,PRY,1993,0.297,,,,,,,,
4612,PRY,1994,0.292,,,,,,,,
4613,PRY,1995,0.31,,,1740.0,,,,,
4614,PRY,1996,0.319,,,1910.0,,,,,
4615,PRY,1997,0.323,,,1910.0,,,,,
4616,PRY,1998,0.324,,,1790.0,,,,,
4617,PRY,1999,0.332,,,1660.0,,,,,
4618,PRY,2000,0.335,Paraguay,"48,9",1500.0,8855705139.55857,0.686987577039704,229916.5,30409.9998474121,5123819.0
4619,PRY,2001,0.337,Paraguay,"49,3",1470.0,8495806432.18467,0.692693389536799,226495.06,32599.9984741211,5211541.0
4620,PRY,2002,0.362,Paraguay,"49,6",1390.0,7196260656.84556,0.715027218587562,223073.62,32020.0004577637,5286512.0
4621,PRY,2003,0.376,Paraguay,"50,8",1290.0,7691367471.17992,0.73600095516119,219652.18,34319.9996948242,5353254.0
4622,PRY,2004,0.392,Paraguay,"51,3",1430.0,9624440836.29309,0.73296945098008,216230.74,32479.9995422363,5416324.0
4623,PRY,2005,0.4,Paraguay,"52,0",1620.0,10737500188.1123,0.675567366606253,212809.3,33479.9995422363,5476878.0
4624,PRY,2006,0.409,Paraguay,"52,1",1970.0,13429430050.261,0.713682383822667,209387.86,33959.9990844727,5534675.0
4625,PRY,2007,0.424,Paraguay,"52,3",2490.0,17856393235.4338,0.6654568045391,205966.42,35979.9995422363,5590145.0
4626,PRY,2008,0.43,Paraguay,"52,5",3300.0,24615267663.5456,0.765258974904003,202544.98,35520.0004577637,5645148.0
4627,PRY,2009,0.44,Paraguay,"52,4",3720.0,22355151161.994,0.801392524088487,199123.54,37590.0001525879,5702574.0
4628,PRY,2010,0.448,Paraguay,"52,4",4390.0,27260886405.2263,0.873693548493031,195702.1,39950.0007629395,5768613.0
4629,PRY,2011,0.456,,,4820.0,33756238766.5,0.893233107017655,191559.56,41159.9998474121,5843939.0
4630,PRY,2012,0.466,,,5160.0,33271921136.315,0.874509241324146,187417.02,42490.0016784668,5923322.0
4631,PRY,2013,0.474,,,5960.0,38501122141.4241,0.882502048193079,183274.48,43950.0007629395,6005652.0
4632,PRY,2014,0.479,,"45,05",6280.0,40377929295.6419,0.92435692169136,179131.94,46009.9983215332,6090721.0
4633,PRY,2015,0.478,,,6100.0,36211447840.0971,1.03108634507548,174989.4,46439.998626709,6177950.0
4634,PRY,2016,0.481,,"81,26",5870.0,36089700222.9461,1.14575409983518,173331.3,47400.0015258789,6266615.0
4635,PRY,2017,0.482,,,5810.0,38997129473.5558,1.2682121261869,169402.7,49900.0015258789,6355404.0
4636,PRY,2018,0.483,,"51,28",6050.0,40225448340.6322,1.31453811865992,166609.3,48490.0016784668,6443328.0
4637,PRY,2019,0.488,,,5950.0,37925338329.1494,1.25726911931851,163816.0,49549.9992370605,6530026.0
4638,PRY,2020,0.483,,"46,4",5550.0,35432178068.1814,,161022.6,,6618695.0
4639,PRY,2021,0.478,,,5740.0,39495431574.1782,,,,6703799.0
4640,PSE,1990,0.273,,,,,,,,
4641,PSE,1991,0.279,,,,,,,,
4642,PSE,1992,0.287,,,,,,,,
4643,PSE,1993,0.297,,,,,,,,
4644,PSE,1994,0.292,,,,,,,,
4645,PSE,1995,0.31,,,,,,,,
4646,PSE,1996,0.319,,,1470.0,,,,,
4647,PSE,1997,0.323,,,1630.0,,,,,
4648,PSE,1998,0.324,,,1780.0,,,,,
4649,PSE,1999,0.332,,,1800.0,,,,,
4650,PSE,2000,0.335,Occupied Palestinian Territory,..,1550.0,4313600000.0,,90.8,,2922153.0
4651,PSE,2001,0.337,Occupied Palestinian Territory,..,1370.0,4003700000.0,,91.67,,2997784.0
4652,PSE,2002,0.362,Occupied Palestinian Territory,..,1190.0,3555800000.0,,92.54,,3075373.0
4653,PSE,2003,0.376,Occupied Palestinian Territory,..,1370.0,3968000000.0,,93.41,,3154969.0
4654,PSE,2004,0.392,Occupied Palestinian Territory,..,1640.0,4603100000.0,,94.28,,3236626.0
4655,PSE,2005,0.4,Occupied Palestinian Territory,..,1780.0,5125700000.0,,95.15,,3320396.0
4656,PSE,2006,0.409,Occupied Palestinian Territory,..,1710.0,5348300000.0,,96.02,,3406334.0
4657,PSE,2007,0.424,Occupied Palestinian Territory,..,1790.0,5815700000.0,,96.89,,3494496.0
4658,PSE,2008,0.43,Occupied Palestinian Territory,..,2040.0,7310400000.0,,97.76,,3591977.0
4659,PSE,2009,0.44,Occupied Palestinian Territory,..,2250.0,8085700000.0,,98.63,,3689099.0
4660,PSE,2010,0.448,Occupied Palestinian Territory,..,2510.0,9681500000.0,,99.5,,3786161.0
4661,PSE,2011,0.456,,,2880.0,11186100000.0,,99.88,,3882986.0
4662,PSE,2012,0.466,,,3210.0,12208400000.0,,100.26,,3979998.0
4663,PSE,2013,0.474,,,3470.0,13515500000.0,,100.64,,4076708.0
4664,PSE,2014,0.479,,,3560.0,13989700000.0,,101.02,,4173398.0
4665,PSE,2015,0.478,,,3670.0,13972400000.0,,101.4,,4270092.0
4666,PSE,2016,0.481,,,3900.0,15405400000.0,,101.4,,4367088.0
4667,PSE,2017,0.482,,,3930.0,16128000000.0,,101.4,,4454805.0
4668,PSE,2018,0.483,,,4190.0,16276600000.0,,101.4,,4569087.0
4669,PSE,2019,0.488,,,4270.0,17133500000.0,,101.4,,4685306.0
4670,PSE,2020,0.483,,,3700.0,15531700000.0,,101.4,,4803269.0
4671,PSE,2021,0.478,,,4220.0,18036800000.0,,,,4922749.0
4672,QAT,1990,0.273,,,,,,,,
4673,QAT,1991,0.279,,,,,,,,
4674,QAT,1992,0.287,,,,,,,,
4675,QAT,1993,0.297,,,,,,,,
4676,QAT,1994,0.292,,,,,,,,
4677,QAT,1995,0.31,,,,,,,,
4678,QAT,1996,0.319,,,,,,,,
4679,QAT,1997,0.323,,,,,,,,
4680,QAT,1998,0.324,,,,,,,,
4681,QAT,1999,0.332,,,,,,,,
4682,QAT,2000,0.335,Qatar,"46,1",,17759890109.8901,44.369652148739,0.0,38000.0,645937.0
4683,QAT,2001,0.337,Qatar,"46,0",,17538461538.4615,42.2049081435586,0.0,37540.0009155273,678831.0
4684,QAT,2002,0.362,Qatar,"45,8",25520.0,19363736263.7363,45.5701598180559,0.0,41400.0015258789,713186.0
4685,QAT,2003,0.376,Qatar,"46,0",27950.0,23533791208.7912,46.4112777508658,0.0,44950.0007629395,748525.0
4686,QAT,2004,0.392,Qatar,"46,4",35010.0,31734065934.0659,47.6513056802673,0.0,48259.9983215332,777943.0
4687,QAT,2005,0.4,Qatar,"46,4",39010.0,44530494505.4945,45.410094043345,0.0,49700.0007629395,848710.0
4688,QAT,2006,0.409,Qatar,"46,4",51190.0,60882142857.1429,43.1206041591272,0.0,55810.001373291,1015060.0
4689,QAT,2007,0.424,Qatar,"46,4",57400.0,79712087912.0879,40.449943161504,0.0,63229.9995422363,1231893.0
4690,QAT,2008,0.43,Qatar,"46,6",65230.0,115270054945.055,36.7242578227911,0.0,67809.9975585938,1444277.0
4691,QAT,2009,0.44,Qatar,"46,6",62950.0,97798351648.3516,33.5781362021769,0.0,69559.9975585938,1610274.0
4692,QAT,2010,0.448,Qatar,"46,6",68920.0,125122306346.154,35.3544560333998,0.0,78529.9987792969,1713504.0
4693,QAT,2011,0.456,,,75540.0,167775268626.374,37.7957535296855,0.0,88220.0012207031,1804171.0
4694,QAT,2012,0.466,,,83990.0,186833502362.637,39.3984246041029,0.0,96610.0006103516,1905660.0
4695,QAT,2013,0.474,,,91130.0,198727642967.033,37.4207618512323,0.0,98529.9987792969,2035501.0
4696,QAT,2014,0.479,,"50,52",89830.0,206224598571.429,36.8757255870422,0.0,103589.996337891,2214465.0
4697,QAT,2015,0.478,,,78040.0,161739955576.923,35.1117977295766,0.0,106790.000915527,2414573.0
4698,QAT,2016,0.481,,"50,34",66030.0,151732181868.132,33.4930398166997,0.0,109370.002746582,2595166.0
4699,QAT,2017,0.482,,,57190.0,161099122225.275,32.2816777015355,0.0,110059.997558594,2711755.0
4700,QAT,2018,0.483,,"55,59",59150.0,183334953818.681,31.2354063093011,0.0,109180.000305176,2766732.0
4701,QAT,2019,0.488,,,61720.0,175837550989.011,32.7617749211246,0.0,114760.00213623,2807235.0
4702,QAT,2020,0.483,,"37,1",58370.0,144411363345.27,,0.0,,2760385.0
4703,QAT,2021,0.478,,,62310.0,179677211793.938,,,,2688235.0
4704,ROU,1990,0.273,,,,,,,,
4705,ROU,1991,0.279,,,,,,,,
4706,ROU,1992,0.287,,,,,,,,
4707,ROU,1993,0.297,,,,,,,,
4708,ROU,1994,0.292,,,,,,,,
4709,ROU,1995,0.31,,,1490.0,,,,,
4710,ROU,1996,0.319,,,1640.0,,,,,
4711,ROU,1997,0.323,,,1590.0,,,,,
4712,ROU,1998,0.324,,,1580.0,,,,,
4713,ROU,1999,0.332,,,1610.0,,,,,
4714,ROU,2000,0.335,Romania,"42,0",1710.0,37253259016.9976,3.96649801846645,63660.0,120910.003662109,22442971.0
4715,ROU,2001,0.337,Romania,"41,4",1760.0,40394824679.1232,4.30282527944869,63809.0,125879.997253418,22131970.0
4716,ROU,2002,0.362,Romania,"42,4",1950.0,46066101951.2933,4.31375325550643,63958.0,122949.996948242,21730496.0
4717,ROU,2003,0.376,Romania,"42,5",2250.0,57806506024.0964,4.54892539352786,64107.0,127879.997253418,21574326.0
4718,ROU,2004,0.392,Romania,"43,2",2960.0,74972669056.5922,4.44485915432724,64256.0,126239.99786377,21451748.0
4719,ROU,2005,0.4,Romania,"45,3",3880.0,98452791982.7024,4.4423732848057,64405.0,125660.003662109,21319685.0
4720,ROU,2006,0.409,Romania,"46,4",4900.0,122022997508.01,4.68345409857574,64554.0,129229.995727539,21193760.0
4721,ROU,2007,0.424,Romania,"47,3",6390.0,174585202805.233,4.63200147167361,64703.0,126879.997253418,20882982.0
4722,ROU,2008,0.43,Romania,"47,7",8800.0,214313628965.024,4.64605019598889,64852.0,124870.002746582,20537875.0
4723,ROU,2009,0.44,Romania,"48,2",9220.0,174103695930.213,3.96268813548145,65001.0,109080.001831055,20367487.0
4724,ROU,2010,0.448,Romania,"48,3",8710.0,170029359010.667,3.83367892977547,65150.0,106230.003356934,20246871.0
4725,ROU,2011,0.456,,,9010.0,192614085153.841,4.17222388565951,65921.92,110819.999694824,20147528.0
4726,ROU,2012,0.466,,,9200.0,179132893143.417,4.08065887182474,66693.84,108529.998779297,20058035.0
