,code,year,hdi,country,epi,population,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission
910,BHS,2001,,Bahamas,..,,,,,
911,BIH,2001,,Bosnia and Herzegovina,"38,5",,,,,
912,BLR,2001,,Belarus,"49,8",,,,,
913,BLZ,2001,,Belize,..,,,,,
914,BMU,2001,,Bermuda,..,,,,,
915,BOL,2001,,Bolivia,"54,0",,,,,
916,BRA,2001,,Brazil,"55,0",,,,,
917,BRB,2001,,Barbados,..,,,,,
918,BRN,2001,,Brunei Darussalam,"62,7",,,,,
919,BTN,2001,,Bhutan,..,,,,,
920,BWA,2001,,Botswana,"49,3",,,,,
921,CAF,2001,,Central African Republic,..,,,,,
922,CAN,2001,,Canada,"56,0",31020902.0,23822.0601178964,16.3315689530885,3477539.94,636840.026855469
923,CHE,2001,,Switzerland,"77,0",,,,,
924,CHL,2001,,Chile,"54,5",,,,,
925,CHN,2001,,China,"42,6",,,,,
926,CIV,2001,,Cote d'Ivoire,"51,6",,,,,
927,CMR,2001,,Cameroon,"42,5",,,,,
928,COD,2001,,Dem. Rep. Congo,"46,0",,,,,
929,COG,2001,,Congo,"48,3",,,,,
930,COK,2001,,Cook Islands,..,,,,,
931,COL,2001,,Colombia,"58,6",,,,,
932,COM,2001,,Comoros,..,,,,,
933,CPV,2001,,Cape Verde,..,,,,,
934,CRI,2001,,Costa Rica,"66,7",,,,,
935,CUB,2001,,Cuba,"53,8",,,,,
936,CYM,2001,,Cayman Islands,..,,,,,
937,CYP,2001,,Cyprus,"56,5",,,,,
938,CZE,2001,,Czech Republic,"60,7",,,,,
939,DEU,2001,,Germany,"66,7",,,,,
940,DJI,2001,,Djibouti,..,,,,,
941,DMA,2001,,Dominica,..,,,,,
942,DNK,2001,,Denmark,"60,9",,,,,
943,DOM,2001,,Dominican Republic,"51,6",,,,,
944,DZA,2001,,Algeria,"47,6",,,,,
945,ECU,2001,,Ecuador,"56,3",,,,,
946,EGY,2001,,Egypt,"50,6",,,,,
947,ERI,2001,,Eritrea,"35,2",,,,,
948,ESH,2001,,Western Sahara,..,,,,,
949,ESP,2001,,Spain,"56,3",,,,,
950,EST,2001,,Estonia,"56,1",,,,,
951,ETH,2001,,Ethiopia,"51,7",,,,,
952,FIN,2001,,Finland,"61,8",,,,,
953,FJI,2001,,Fiji,..,,,,,
954,FLK,2001,,Falkland Islands,..,,,,,
955,FRA,2001,,France,"61,8",,,,,
956,FRO,2001,,Faeroe Islands,..,,,,,
957,FSM,2001,,Micronesia,..,,,,,
958,GAB,2001,,Gabon,"50,5",,,,,
959,GBR,2001,,United Kingdom,"61,5",,,,,
960,GEO,2001,,Georgia,"54,7",,,,,
961,GHA,2001,,Ghana,"43,2",,,,,
962,GIB,2001,,Gibraltar,..,,,,,
963,GIN,2001,,Guinea,..,,,,,
964,GLP,2001,,Guadeloupe,..,,,,,
965,GMB,2001,,Gambia,..,,,,,
966,GNB,2001,,Guinea-Bissau,..,,,,,
967,GNQ,2001,,Equatorial Guinea,..,,,,,
968,GRC,2001,,Greece,"56,7",,,,,
969,GRD,2001,,Grenada,..,,,,,
970,GRL,2001,,Greenland,..,,,,,
971,GTM,2001,,Guatemala,"47,8",,,,,
972,GUF,2001,,French Guiana,..,,,,,
973,GUM,2001,,Guam,..,,,,,
974,GUY,2001,,Guyana,..,,,,,
975,HKG,2001,,Hong Kong,..,,,,,
976,HND,2001,,Honduras,"48,8",,,,,
977,HRV,2001,,Croatia,"60,8",,,,,
978,HTI,2001,,Haiti,"39,1",,,,,
979,HUN,2001,,Hungary,"53,1",,,,,
980,IDN,2001,,Indonesia,"47,9",,,,,
981,IMN,2001,,Isle of Man,..,,,,,
982,IND,2001,,India,"35,1",,,,,
983,IRL,2001,,Ireland,"54,4",,,,,
984,IRN,2001,,Iran,"41,9",,,,,
985,IRQ,2001,,Iraq,"25,3",,,,,
986,ISL,2001,,Iceland,"64,5",,,,,
987,ISR,2001,,Israel,"53,9",,,,,
988,ITA,2001,,Italy,"65,3",,,,,
989,JAM,2001,,Jamaica,"51,1",,,,,
990,JOR,2001,,Jordan,"40,0",,,,,
991,JPN,2001,,Japan,"60,2",,,,,
992,KAZ,2001,,Kazakhstan,"35,2",,,,,
993,KEN,2001,,Kenya,"47,6",,,,,
994,KGZ,2001,,Kyrgyzstan,"47,1",,,,,
995,KHM,2001,,Cambodia,"52,5",,,,,
996,KIR,2001,,Kiribati,..,,,,,
997,KNA,2001,,Saint Kitts and Nevis,..,,,,,
998,KOR,2001,,South Korea,"52,6",,,,,
999,KWT,2001,,Kuwait,"37,0",,,,,
1000,LAO,2001,,Laos,..,,,,,
1001,LBN,2001,,Lebanon,"46,4",,,,,
1002,LBR,2001,,Liberia,..,,,,,
1003,LBY,2001,,Libyan Arab Jamahiriya,"34,9",,,,,
1004,LCA,2001,,Saint Lucia,..,,,,,
1005,LIE,2001,,Liechtenstein,..,,,,,
1006,LKA,2001,,Sri Lanka,"49,5",,,,,
1007,LSO,2001,,Lesotho,..,,,,,
1008,LTU,2001,,Lithuania,"62,2",,,,,
1009,LUX,2001,,Luxembourg,"68,8",,,,,
1010,LVA,2001,,Latvia,"64,4",,,,,
1011,MAC,2001,,Macao,..,,,,,
1012,MAR,2001,,Morocco,"43,6",,,,,
1013,MCO,2001,,Monaco,..,,,,,
1014,MDA,2001,,Moldova,"43,0",,,,,
1015,MDG,2001,,Madagascar,..,,,,,
1016,MDV,2001,,Maldives,..,,,,,
1017,MEX,2001,,Mexico,"44,1",99394288.0,7613.17693215721,3.81138602250463,682375.46,530799.987792969
1018,MHL,2001,,Marshall Islands,..,,,,,
1019,MKD,2001,,Macedonia,"44,3",,,,,
1020,MLI,2001,,Mali,..,,,,,
1021,MLT,2001,,Malta,"46,9",,,,,
1022,MMR,2001,,Myanmar,"52,0",,,,,
1023,MNE,2001,,Montenegro,..,,,,,
1024,MNG,2001,,Mongolia,"42,2",,,,,
1025,MNP,2001,,Northern Mariana Islands,..,,,,,
1026,MOZ,2001,,Mozambique,"47,0",,,,,
1027,MRT,2001,,Mauritania,..,,,,,
1028,MSR,2001,,Montserrat,..,,,,,
1029,MTQ,2001,,Martinique,..,,,,,
1030,MUS,2001,,Mauritius,..,,,,,
1031,MWI,2001,,Malawi,..,,,,,
1032,MYS,2001,,Malaysia,"59,8",,,,,
1033,MYT,2001,,Mayotte,..,,,,,
1034,NAM,2001,,Namibia,"49,3",,,,,
1035,NCL,2001,,New Caledonia,..,,,,,
1036,NER,2001,,Niger,..,,,,,
1037,NFK,2001,,Norfolk Island,..,,,,,
1038,NGA,2001,,Nigeria,"37,4",,,,,
1039,NIC,2001,,Nicaragua,"55,8",,,,,
1040,NIU,2001,,Niue,..,,,,,
1041,NLD,2001,,Netherlands,"64,0",,,,,
1042,NOR,2001,,Norway,"68,0",,,,,
1043,NPL,2001,,Nepal,"51,3",,,,,
1044,NRU,2001,,Nauru,..,,,,,
1045,NZL,2001,,New Zealand,"61,4",,,,,
1046,OMN,2001,,Oman,"43,1",,,,,
1047,PAK,2001,,Pakistan,"36,8",,,,,
1048,PAN,2001,,Panama,"54,4",,,,,
1049,PCN,2001,,Pitcairn,..,,,,,
1050,PER,2001,,Peru,"48,5",,,,,
1051,PHL,2001,,Philippines,"50,6",,,,,
1052,PLW,2001,,Palau,..,,,,,
1053,PNG,2001,,Papua New Guinea,..,,,,,
1054,POL,2001,,Poland,"62,6",,,,,
1055,PRI,2001,,Puerto Rico,..,,,,,
1056,PRK,2001,,North Korea,..,,,,,
1057,PRT,2001,,Portugal,"52,1",,,,,
1058,PRY,2001,,Paraguay,"49,3",,,,,
1059,PSE,2001,,Occupied Palestinian Territory,..,,,,,
1060,PYF,2001,,French Polynesia,..,,,,,
1061,QAT,2001,,Qatar,"46,0",,,,,
1062,REU,2001,,Reunion,..,,,,,
1063,ROU,2001,,Romania,"41,4",,,,,
1064,RUS,2001,,Russia,"48,7",,,,,
1065,RWA,2001,,Rwanda,..,,,,,
1066,SAU,2001,,Saudi Arabia,"51,0",,,,,
1067,SDN,2001,,Sudan,"43,4",,,,,
1068,SEN,2001,,Senegal,"46,6",,,,,
1069,SGP,2001,,Singapore,"53,6",,,,,
1070,SHN,2001,,Saint Helena,..,,,,,
1071,SJM,2001,,Svalbard and Jan Mayen Islands,..,,,,,
1072,SLB,2001,,Solomon Islands,..,,,,,
1073,SLE,2001,,Sierra Leone,..,,,,,
1074,SLV,2001,,El Salvador,"50,8",,,,,
1075,SMR,2001,,San Marino,..,,,,,
1076,SOM,2001,,Somalia,..,,,,,
1077,SPM,2001,,Saint Pierre and Miquelon,..,,,,,
1078,SRB,2001,,Serbia,"45,6",,,,,
1079,STP,2001,,Sao Tome and Principe,..,,,,,
1080,SUR,2001,,Suriname,..,,,,,
1081,SVK,2001,,Slovakia,"60,5",,,,,
1082,SVN,2001,,Slovenia,"56,8",,,,,
1083,SWE,2001,,Sweden,"66,5",,,,,
1084,SWZ,2001,,Swaziland,..,,,,,
1085,SYC,2001,,Seychelles,..,,,,,
1086,SYR,2001,,Syria,"41,0",,,,,
1087,TCA,2001,,Turks and Caicos Islands,..,,,,,
1088,TCD,2001,,Chad,..,,,,,
1089,TGO,2001,,Togo,"46,4",,,,,
1090,THA,2001,,Thailand,"54,7",,,,,
1091,TJK,2001,,Tajikistan,"36,1",,,,,
1092,TKL,2001,,Tokelau,..,,,,,
1093,TKM,2001,,Turkmenistan,"30,4",,,,,
1094,TLS,2001,,Timor-Leste,..,,,,,
1095,TON,2001,,Tonga,..,,,,,
1096,TTO,2001,,Trinidad and Tobago,"43,8",,,,,
1097,TUN,2001,,Tunisia,"43,7",,,,,
1098,TUR,2001,,Turkey,"41,6",,,,,
1099,TUV,2001,,Tuvalu,..,,,,,
1100,TWN,2001,,Taiwan,"56,4",,,,,
1101,TZA,2001,,Tanzania,"52,8",,,,,
1102,UGA,2001,,Uganda,..,,,,,
1103,UKR,2001,,Ukraine,"47,5",,,,,
1104,URY,2001,,Uruguay,"58,6",,,,,
1105,USA,2001,,United States of America,"54,5",,,,,
1106,UZB,2001,,Uzbekistan,"29,2",,,,,
1107,VAT,2001,,Holy See,..,,,,,
1108,VCT,2001,,Saint Vincent and the Grenadines,..,,,,,
1109,VEN,2001,,Venezuela,"53,3",,,,,
1110,VGB,2001,,British Virgin Islands,..,,,,,
1111,VIR,2001,,United States Virgin Islands,..,,,,,
1112,VNM,2001,,Viet Nam,"48,5",,,,,
1113,VUT,2001,,Vanuatu,..,,,,,
1114,WLF,2001,,Wallis and Futuna Islands,..,,,,,
1115,WSM,2001,,Samoa,..,,,,,
1116,YEM,2001,,Yemen,"32,9",,,,,
1117,ZAF,2001,,South Africa,"36,2",,,,,
1118,ZMB,2001,,Zambia,"53,2",,,,,
1119,ZWE,2001,,Zimbabwe,"49,3",,,,,
1120,ABW,2002,,Aruba,..,,,,,
1121,AFG,2002,,Afghanistan,..,,,,,
1122,AGO,2002,,Angola,"43,7",,,,,
1123,AIA,2002,,Anguilla,..,,,,,
1124,ALB,2002,,Albania,"61,4",,,,,
1125,AND,2002,,Andorra,..,,,,,
1126,ANT,2002,,Netherlands Antilles,..,,,,,
1127,ARE,2002,,United Arab Emirates,"48,9",,,,,
1128,ARG,2002,,Argentina,"53,0",,,,,
1129,ARM,2002,,Armenia,"46,2",,,,,
1130,ASM,2002,,American Samoa,..,,,,,
1131,ATG,2002,,Antigua and Barbuda,..,,,,,
1132,AUS,2002,,Australia,"56,9",,,,,
1133,AUT,2002,,Austria,"67,7",,,,,
1134,AZE,2002,,Azerbaijan,"37,3",,,,,
1135,BDI,2002,,Burundi,..,,,,,
1136,BEL,2002,,Belgium,"59,3",,,,,
1137,BEN,2002,,Benin,"50,4",,,,,
1138,BFA,2002,,Burkina Faso,..,,,,,
1139,BGD,2002,,Bangladesh,"39,0",,,,,
1140,BGR,2002,,Bulgaria,"55,4",,,,,
1141,BHR,2002,,Bahrain,..,,,,,
1142,BHS,2002,,Bahamas,..,,,,,
1143,BIH,2002,,Bosnia and Herzegovina,"38,9",,,,,
1144,BLR,2002,,Belarus,"50,0",,,,,
1145,BLZ,2002,,Belize,..,,,,,
1146,BMU,2002,,Bermuda,..,,,,,
1147,BOL,2002,,Bolivia,"54,6",,,,,
1148,BRA,2002,,Brazil,"57,0",,,,,
1149,BRB,2002,,Barbados,..,,,,,
1150,BRN,2002,,Brunei Darussalam,"62,8",,,,,
1151,BTN,2002,,Bhutan,..,,,,,
1152,BWA,2002,,Botswana,"49,4",,,,,
1153,CAF,2002,,Central African Republic,..,,,,,
1154,CAN,2002,,Canada,"56,0",31360079.0,24255.3385818322,16.720301488588,3477060.18,657760.009765625
1155,CHE,2002,,Switzerland,"77,1",,,,,
1156,CHL,2002,,Chile,"55,1",,,,,
1157,CHN,2002,,China,"43,0",,,,,
1158,CIV,2002,,Cote d'Ivoire,"51,6",,,,,
1159,CMR,2002,,Cameroon,"43,3",,,,,
1160,COD,2002,,Dem. Rep. Congo,"46,3",,,,,
1161,COG,2002,,Congo,"49,0",,,,,
1162,COK,2002,,Cook Islands,..,,,,,
1163,COL,2002,,Colombia,"59,2",,,,,
1164,COM,2002,,Comoros,..,,,,,
1165,CPV,2002,,Cape Verde,..,,,,,
1166,CRI,2002,,Costa Rica,"68,4",,,,,
1167,CUB,2002,,Cuba,"53,3",,,,,
1168,CYM,2002,,Cayman Islands,..,,,,,
1169,CYP,2002,,Cyprus,"56,6",,,,,
1170,CZE,2002,,Czech Republic,"60,9",,,,,
1171,DEU,2002,,Germany,"66,9",,,,,
1172,DJI,2002,,Djibouti,..,,,,,
1173,DMA,2002,,Dominica,..,,,,,
1174,DNK,2002,,Denmark,"61,4",,,,,
1175,DOM,2002,,Dominican Republic,"51,8",,,,,
1176,DZA,2002,,Algeria,"47,5",,,,,
1177,ECU,2002,,Ecuador,"56,2",,,,,
1178,EGY,2002,,Egypt,"52,2",,,,,
1179,ERI,2002,,Eritrea,"35,7",,,,,
1180,ESH,2002,,Western Sahara,..,,,,,
1181,ESP,2002,,Spain,"56,0",,,,,
1182,EST,2002,,Estonia,"56,3",,,,,
1183,ETH,2002,,Ethiopia,"51,9",,,,,
1184,FIN,2002,,Finland,"61,8",,,,,
1185,FJI,2002,,Fiji,..,,,,,
1186,FLK,2002,,Falkland Islands,..,,,,,
1187,FRA,2002,,France,"66,7",,,,,
1188,FRO,2002,,Faeroe Islands,..,,,,,
1189,FSM,2002,,Micronesia,..,,,,,
1190,GAB,2002,,Gabon,"56,3",,,,,
1191,GBR,2002,,United Kingdom,"62,0",,,,,
1192,GEO,2002,,Georgia,"55,9",,,,,
1193,GHA,2002,,Ghana,"42,6",,,,,
1194,GIB,2002,,Gibraltar,..,,,,,
1195,GIN,2002,,Guinea,..,,,,,
1196,GLP,2002,,Guadeloupe,..,,,,,
1197,GMB,2002,,Gambia,..,,,,,
1198,GNB,2002,,Guinea-Bissau,..,,,,,
1199,GNQ,2002,,Equatorial Guinea,..,,,,,
1200,GRC,2002,,Greece,"56,9",,,,,
1201,GRD,2002,,Grenada,..,,,,,
1202,GRL,2002,,Greenland,..,,,,,
1203,GTM,2002,,Guatemala,"47,7",,,,,
1204,GUF,2002,,French Guiana,..,,,,,
1205,GUM,2002,,Guam,..,,,,,
1206,GUY,2002,,Guyana,..,,,,,
1207,HKG,2002,,Hong Kong,..,,,,,
1208,HND,2002,,Honduras,"48,6",,,,,
1209,HRV,2002,,Croatia,"60,3",,,,,
1210,HTI,2002,,Haiti,"38,8",,,,,
1211,HUN,2002,,Hungary,"53,4",,,,,
1212,IDN,2002,,Indonesia,"48,4",,,,,
1213,IMN,2002,,Isle of Man,..,,,,,
1214,IND,2002,,India,"35,0",,,,,
1215,IRL,2002,,Ireland,"55,2",,,,,
1216,IRN,2002,,Iran,"42,4",,,,,
1217,IRQ,2002,,Iraq,"25,6",,,,,
1218,ISL,2002,,Iceland,"64,2",,,,,
1219,ISR,2002,,Israel,"53,8",,,,,
1220,ITA,2002,,Italy,"67,5",,,,,
1221,JAM,2002,,Jamaica,"52,3",,,,,
1222,JOR,2002,,Jordan,"40,1",,,,,
1223,JPN,2002,,Japan,"62,1",,,,,
1224,KAZ,2002,,Kazakhstan,"33,0",,,,,
1225,KEN,2002,,Kenya,"48,8",,,,,
1226,KGZ,2002,,Kyrgyzstan,"46,3",,,,,
1227,KHM,2002,,Cambodia,"52,6",,,,,
1228,KIR,2002,,Kiribati,..,,,,,
1229,KNA,2002,,Saint Kitts and Nevis,..,,,,,
1230,KOR,2002,,South Korea,"53,3",,,,,
1231,KWT,2002,,Kuwait,"36,9",,,,,
1232,LAO,2002,,Laos,..,,,,,
1233,LBN,2002,,Lebanon,"46,7",,,,,
1234,LBR,2002,,Liberia,..,,,,,
1235,LBY,2002,,Libyan Arab Jamahiriya,"35,4",,,,,
1236,LCA,2002,,Saint Lucia,..,,,,,
1237,LIE,2002,,Liechtenstein,..,,,,,
1238,LKA,2002,,Sri Lanka,"49,6",,,,,
1239,LSO,2002,,Lesotho,..,,,,,
1240,LTU,2002,,Lithuania,"62,7",,,,,
1241,LUX,2002,,Luxembourg,"68,0",,,,,
1242,LVA,2002,,Latvia,"65,2",,,,,
1243,MAC,2002,,Macao,..,,,,,
1244,MAR,2002,,Morocco,"44,2",,,,,
1245,MCO,2002,,Monaco,..,,,,,
1246,MDA,2002,,Moldova,"43,3",,,,,
1247,MDG,2002,,Madagascar,..,,,,,
1248,MDV,2002,,Maldives,..,,,,,
1249,MEX,2002,,Mexico,"44,8",100917081.0,7650.89884967419,3.82492236373741,680937.42,539090.026855469
1250,MHL,2002,,Marshall Islands,..,,,,,
1251,MKD,2002,,Macedonia,"45,0",,,,,
1252,MLI,2002,,Mali,..,,,,,
1253,MLT,2002,,Malta,"47,3",,,,,
1254,MMR,2002,,Myanmar,"52,7",,,,,
1255,MNE,2002,,Montenegro,..,,,,,
1256,MNG,2002,,Mongolia,"42,3",,,,,
1257,MNP,2002,,Northern Mariana Islands,..,,,,,
1258,MOZ,2002,,Mozambique,"47,8",,,,,
1259,MRT,2002,,Mauritania,..,,,,,
1260,MSR,2002,,Montserrat,..,,,,,
1261,MTQ,2002,,Martinique,..,,,,,
1262,MUS,2002,,Mauritius,..,,,,,
1263,MWI,2002,,Malawi,..,,,,,
1264,MYS,2002,,Malaysia,"60,0",,,,,
1265,MYT,2002,,Mayotte,..,,,,,
1266,NAM,2002,,Namibia,"50,5",,,,,
1267,NCL,2002,,New Caledonia,..,,,,,
1268,NER,2002,,Niger,..,,,,,
1269,NFK,2002,,Norfolk Island,..,,,,,
1270,NGA,2002,,Nigeria,"37,2",,,,,
1271,NIC,2002,,Nicaragua,"56,5",,,,,
1272,NIU,2002,,Niue,..,,,,,
1273,NLD,2002,,Netherlands,"64,2",,,,,
1274,NOR,2002,,Norway,"69,1",,,,,
1275,NPL,2002,,Nepal,"53,6",,,,,
1276,NRU,2002,,Nauru,..,,,,,
1277,NZL,2002,,New Zealand,"61,9",,,,,
1278,OMN,2002,,Oman,"43,6",,,,,
1279,PAK,2002,,Pakistan,"38,4",,,,,
1280,PAN,2002,,Panama,"56,3",,,,,
1281,PCN,2002,,Pitcairn,..,,,,,
1282,PER,2002,,Peru,"49,5",,,,,
1283,PHL,2002,,Philippines,"50,9",,,,,
1284,PLW,2002,,Palau,..,,,,,
1285,PNG,2002,,Papua New Guinea,..,,,,,
1286,POL,2002,,Poland,"63,4",,,,,
1287,PRI,2002,,Puerto Rico,..,,,,,
1288,PRK,2002,,North Korea,..,,,,,
1289,PRT,2002,,Portugal,"51,8",,,,,
1290,PRY,2002,,Paraguay,"49,6",,,,,
1291,PSE,2002,,Occupied Palestinian Territory,..,,,,,
1292,PYF,2002,,French Polynesia,..,,,,,
1293,QAT,2002,,Qatar,"45,8",,,,,
1294,REU,2002,,Reunion,..,,,,,
1295,ROU,2002,,Romania,"42,4",,,,,
1296,RUS,2002,,Russia,"48,5",,,,,
1297,RWA,2002,,Rwanda,..,,,,,
1298,SAU,2002,,Saudi Arabia,"50,7",,,,,
1299,SDN,2002,,Sudan,"43,3",,,,,
1300,SEN,2002,,Senegal,"46,9",,,,,
1301,SGP,2002,,Singapore,"54,4",,,,,
1302,SHN,2002,,Saint Helena,..,,,,,
1303,SJM,2002,,Svalbard and Jan Mayen Islands,..,,,,,
1304,SLB,2002,,Solomon Islands,..,,,,,
1305,SLE,2002,,Sierra Leone,..,,,,,
1306,SLV,2002,,El Salvador,"51,2",,,,,
1307,SMR,2002,,San Marino,..,,,,,
1308,SOM,2002,,Somalia,..,,,,,
1309,SPM,2002,,Saint Pierre and Miquelon,..,,,,,
1310,SRB,2002,,Serbia,"45,3",,,,,
1311,STP,2002,,Sao Tome and Principe,..,,,,,
1312,SUR,2002,,Suriname,..,,,,,
1313,SVK,2002,,Slovakia,"61,8",,,,,
1314,SVN,2002,,Slovenia,"58,2",,,,,
1315,SWE,2002,,Sweden,"66,1",,,,,
1316,SWZ,2002,,Swaziland,..,,,,,
1317,SYC,2002,,Seychelles,..,,,,,
1318,SYR,2002,,Syria,"40,9",,,,,
1319,TCA,2002,,Turks and Caicos Islands,..,,,,,
1320,TCD,2002,,Chad,..,,,,,
1321,TGO,2002,,Togo,"48,1",,,,,
1322,THA,2002,,Thailand,"53,1",,,,,
1323,TJK,2002,,Tajikistan,"36,7",,,,,
1324,TKL,2002,,Tokelau,..,,,,,
1325,TKM,2002,,Turkmenistan,"30,6",,,,,
1326,TLS,2002,,Timor-Leste,..,,,,,
1327,TON,2002,,Tonga,..,,,,,
1328,TTO,2002,,Trinidad and Tobago,"43,7",,,,,
1329,TUN,2002,,Tunisia,"43,9",,,,,
1330,TUR,2002,,Turkey,"41,9",,,,,
1331,TUV,2002,,Tuvalu,..,,,,,
1332,TWN,2002,,Taiwan,"56,7",,,,,
1333,TZA,2002,,Tanzania,"53,4",,,,,
1334,UGA,2002,,Uganda,..,,,,,
1335,UKR,2002,,Ukraine,"47,2",,,,,
1336,URY,2002,,Uruguay,"59,4",,,,,
1337,USA,2002,,United States of America,"54,8",,,,,
1338,UZB,2002,,Uzbekistan,"29,4",,,,,
1339,VAT,2002,,Holy See,..,,,,,
1340,VCT,2002,,Saint Vincent and the Grenadines,..,,,,,
1341,VEN,2002,,Venezuela,"53,3",,,,,
1342,VGB,2002,,British Virgin Islands,..,,,,,
1343,VIR,2002,,United States Virgin Islands,..,,,,,
1344,VNM,2002,,Viet Nam,"49,9",,,,,
1345,VUT,2002,,Vanuatu,..,,,,,
1346,WLF,2002,,Wallis and Futuna Islands,..,,,,,
1347,WSM,2002,,Samoa,..,,,,,
1348,YEM,2002,,Yemen,"33,7",,,,,
1349,ZAF,2002,,South Africa,"36,2",,,,,
1350,ZMB,2002,,Zambia,"53,3",,,,,
1351,ZWE,2002,,Zimbabwe,"49,7",,,,,
1352,ABW,2003,,Aruba,..,,,,,
1353,AFG,2003,,Afghanistan,..,,,,,
1354,AGO,2003,,Angola,"44,1",,,,,
1355,AIA,2003,,Anguilla,..,,,,,
1356,ALB,2003,,Albania,"62,7",,,,,
1357,AND,2003,,Andorra,..,,,,,
1358,ANT,2003,,Netherlands Antilles,..,,,,,
1359,ARE,2003,,United Arab Emirates,"49,6",,,,,
1360,ARG,2003,,Argentina,"53,5",,,,,
1361,ARM,2003,,Armenia,"46,6",,,,,
1362,ASM,2003,,American Samoa,..,,,,,
1363,ATG,2003,,Antigua and Barbuda,..,,,,,
1364,AUS,2003,,Australia,"57,2",,,,,
1365,AUT,2003,,Austria,"67,0",,,,,
1366,AZE,2003,,Azerbaijan,"37,7",,,,,
1367,BDI,2003,,Burundi,..,,,,,
1368,BEL,2003,,Belgium,"61,4",,,,,
1369,BEN,2003,,Benin,"50,9",,,,,
1370,BFA,2003,,Burkina Faso,..,,,,,
1371,BGD,2003,,Bangladesh,"37,5",,,,,
1372,BGR,2003,,Bulgaria,"52,6",,,,,
1373,BHR,2003,,Bahrain,..,,,,,
1374,BHS,2003,,Bahamas,..,,,,,
1375,BIH,2003,,Bosnia and Herzegovina,"38,9",,,,,
1376,BLR,2003,,Belarus,"50,3",,,,,
1377,BLZ,2003,,Belize,..,,,,,
1378,BMU,2003,,Bermuda,..,,,,,
1379,BOL,2003,,Bolivia,"54,6",,,,,
1380,BRA,2003,,Brazil,"56,5",,,,,
1381,BRB,2003,,Barbados,..,,,,,
1382,BRN,2003,,Brunei Darussalam,"62,2",,,,,
1383,BTN,2003,,Bhutan,..,,,,,
1384,BWA,2003,,Botswana,"49,7",,,,,
1385,CAF,2003,,Central African Republic,..,,,,,
1386,CAN,2003,,Canada,"56,1",31644028.0,28300.4630963791,17.2083016115187,3476580.42,679150.024414063
1387,CHE,2003,,Switzerland,"77,1",,,,,
1388,CHL,2003,,Chile,"56,2",,,,,
1389,CHN,2003,,China,"42,5",,,,,
1390,CIV,2003,,Cote d'Ivoire,"52,3",,,,,
1391,CMR,2003,,Cameroon,"43,6",,,,,
1392,COD,2003,,Dem. Rep. Congo,"46,3",,,,,
1393,COG,2003,,Congo,"46,6",,,,,
1394,COK,2003,,Cook Islands,..,,,,,
1395,COL,2003,,Colombia,"59,7",,,,,
1396,COM,2003,,Comoros,..,,,,,
1397,CPV,2003,,Cape Verde,..,,,,,
1398,CRI,2003,,Costa Rica,"68,5",,,,,
1399,CUB,2003,,Cuba,"53,3",,,,,
1400,CYM,2003,,Cayman Islands,..,,,,,
1401,CYP,2003,,Cyprus,"56,7",,,,,
1402,CZE,2003,,Czech Republic,"61,2",,,,,
1403,DEU,2003,,Germany,"66,3",,,,,
1404,DJI,2003,,Djibouti,..,,,,,
1405,DMA,2003,,Dominica,..,,,,,
1406,DNK,2003,,Denmark,"60,6",,,,,
1407,DOM,2003,,Dominican Republic,"54,3",,,,,
1408,DZA,2003,,Algeria,"47,6",,,,,
1409,ECU,2003,,Ecuador,"57,7",,,,,
1410,EGY,2003,,Egypt,"53,3",,,,,
1411,ERI,2003,,Eritrea,"36,0",,,,,
1412,ESH,2003,,Western Sahara,..,,,,,
1413,ESP,2003,,Spain,"56,6",,,,,
1414,EST,2003,,Estonia,"55,6",,,,,
1415,ETH,2003,,Ethiopia,"52,3",,,,,
1416,FIN,2003,,Finland,"60,7",,,,,
1417,FJI,2003,,Fiji,..,,,,,
1418,FLK,2003,,Falkland Islands,..,,,,,
1419,FRA,2003,,France,"66,5",,,,,
1420,FRO,2003,,Faeroe Islands,..,,,,,
1421,FSM,2003,,Micronesia,..,,,,,
1422,GAB,2003,,Gabon,"56,5",,,,,
1423,GBR,2003,,United Kingdom,"67,2",,,,,
1424,GEO,2003,,Georgia,"56,1",,,,,
1425,GHA,2003,,Ghana,"44,6",,,,,
1426,GIB,2003,,Gibraltar,..,,,,,
1427,GIN,2003,,Guinea,..,,,,,
1428,GLP,2003,,Guadeloupe,..,,,,,
1429,GMB,2003,,Gambia,..,,,,,
1430,GNB,2003,,Guinea-Bissau,..,,,,,
1431,GNQ,2003,,Equatorial Guinea,..,,,,,
1432,GRC,2003,,Greece,"57,5",,,,,
1433,GRD,2003,,Grenada,..,,,,,
1434,GRL,2003,,Greenland,..,,,,,
1435,GTM,2003,,Guatemala,"48,1",,,,,
1436,GUF,2003,,French Guiana,..,,,,,
1437,GUM,2003,,Guam,..,,,,,
1438,GUY,2003,,Guyana,..,,,,,
1439,HKG,2003,,Hong Kong,..,,,,,
1440,HND,2003,,Honduras,"49,5",,,,,
1441,HRV,2003,,Croatia,"60,1",,,,,
1442,HTI,2003,,Haiti,"39,3",,,,,
1443,HUN,2003,,Hungary,"53,9",,,,,
1444,IDN,2003,,Indonesia,"48,4",,,,,
1445,IMN,2003,,Isle of Man,..,,,,,
1446,IND,2003,,India,"35,6",,,,,
