<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
USD000UTSTOM;15;240117;183000;88.8175;7161000
USD000UTSTOM;15;240117;184500;88.95;3064000
USD000UTSTOM;15;240118;070000;89;3423000
USD000UTSTOM;15;240118;071500;89.1;4315000
USD000UTSTOM;15;240118;073000;89.3;6095000
USD000UTSTOM;15;240118;074500;89.6475;22549000
USD000UTSTOM;15;240118;080000;89.35;15752000
USD000UTSTOM;15;240118;081500;89.2125;10609000
USD000UTSTOM;15;240118;083000;89.35;3020000
USD000UTSTOM;15;240118;084500;89.1825;6091000
USD000UTSTOM;15;240118;090000;88.78;39474000
USD000UTSTOM;15;240118;091500;88.9875;20902000
USD000UTSTOM;15;240118;093000;88.8675;10596000
USD000UTSTOM;15;240118;094500;88.845;5910000
USD000UTSTOM;15;240118;100000;88.88;17942000
USD000UTSTOM;15;240118;101500;88.6275;32412000
USD000UTSTOM;15;240118;103000;88.6675;29695000
USD000UTSTOM;15;240118;104500;88.6775;35758000
USD000UTSTOM;15;240118;110000;88.7075;22737000
USD000UTSTOM;15;240118;111500;88.695;37349000
USD000UTSTOM;15;240118;113000;88.6275;37982000
USD000UTSTOM;15;240118;114500;88.5675;41720000
USD000UTSTOM;15;240118;120000;88.705;31830000
USD000UTSTOM;15;240118;121500;88.71;19275000
USD000UTSTOM;15;240118;123000;88.58;39166000
USD000UTSTOM;15;240118;124500;88.59;17258000
USD000UTSTOM;15;240118;130000;88.62;19411000
USD000UTSTOM;15;240118;131500;88.6025;12511000
USD000UTSTOM;15;240118;133000;88.6425;11467000
USD000UTSTOM;15;240118;134500;88.6475;15494000
USD000UTSTOM;15;240118;140000;88.6725;7354000
USD000UTSTOM;15;240118;141500;88.745;18041000
USD000UTSTOM;15;240118;143000;88.7;23277000
USD000UTSTOM;15;240118;144500;88.6925;11512000
USD000UTSTOM;15;240118;150000;88.7325;9097000
USD000UTSTOM;15;240118;151500;88.7225;8256000
USD000UTSTOM;15;240118;153000;88.7475;19189000
USD000UTSTOM;15;240118;154500;88.77;12155000
USD000UTSTOM;15;240118;160000;88.73;19387000
USD000UTSTOM;15;240118;161500;88.7;32185000
USD000UTSTOM;15;240118;163000;88.8725;35593000
USD000UTSTOM;15;240118;164500;89.0175;40415000
USD000UTSTOM;15;240118;170000;89.0975;22383000
USD000UTSTOM;15;240118;171500;89.0625;17582000
USD000UTSTOM;15;240118;173000;89.015;14384000
USD000UTSTOM;15;240118;174500;88.9925;6715000
USD000UTSTOM;15;240118;180000;88.995;6492000
USD000UTSTOM;15;240118;181500;89.11;6286000
USD000UTSTOM;15;240118;183000;89.0125;4914000
USD000UTSTOM;15;240118;184500;89.05;1550000
USD000UTSTOM;15;240119;070000;89.1;2890000
USD000UTSTOM;15;240119;071500;89.14;8034000
USD000UTSTOM;15;240119;073000;89.04;4755000
USD000UTSTOM;15;240119;074500;89.0225;3836000
USD000UTSTOM;15;240119;080000;88.95;3194000
USD000UTSTOM;15;240119;081500;88.83;2526000
USD000UTSTOM;15;240119;083000;88.9;6146000
USD000UTSTOM;15;240119;084500;89.0075;5649000
USD000UTSTOM;15;240119;090000;88.8525;9030000
USD000UTSTOM;15;240119;091500;88.805;5966000
USD000UTSTOM;15;240119;093000;88.92;2819000
USD000UTSTOM;15;240119;094500;88.8825;11049000
USD000UTSTOM;15;240119;100000;88.7775;41108000
USD000UTSTOM;15;240119;101500;88.82;32938000
USD000UTSTOM;15;240119;103000;88.6875;38800000
USD000UTSTOM;15;240119;104500;88.68;40228000
USD000UTSTOM;15;240119;110000;88.7;16406000
USD000UTSTOM;15;240119;111500;88.775;27698000
USD000UTSTOM;15;240119;113000;88.76;24542000
USD000UTSTOM;15;240119;114500;88.715;25375000
USD000UTSTOM;15;240119;120000;88.6225;35263000
USD000UTSTOM;15;240119;121500;88.52;45568000
USD000UTSTOM;15;240119;123000;88.545;64278000
USD000UTSTOM;15;240119;124500;88.4825;24783000
USD000UTSTOM;15;240119;130000;88.35;30544000
USD000UTSTOM;15;240119;131500;88.455;25143000
USD000UTSTOM;15;240119;133000;88.5275;15670000
USD000UTSTOM;15;240119;134500;88.545;5132000
USD000UTSTOM;15;240119;140000;88.4525;15420000
USD000UTSTOM;15;240119;141500;88.425;16952000
USD000UTSTOM;15;240119;143000;88.4425;12942000
USD000UTSTOM;15;240119;144500;88.295;23623000
USD000UTSTOM;15;240119;150000;88.2975;19330000
USD000UTSTOM;15;240119;151500;88.33;9510000
USD000UTSTOM;15;240119;153000;88.32;14235000
USD000UTSTOM;15;240119;154500;88.3825;14429000
USD000UTSTOM;15;240119;160000;88.3425;28974000
USD000UTSTOM;15;240119;161500;88.23;21871000
USD000UTSTOM;15;240119;163000;88.27;17324000
USD000UTSTOM;15;240119;164500;88.375;9324000
USD000UTSTOM;15;240119;170000;88.255;13578000
USD000UTSTOM;15;240119;171500;88.3425;4366000
USD000UTSTOM;15;240119;173000;88.335;5113000
USD000UTSTOM;15;240119;174500;88.235;5801000
USD000UTSTOM;15;240119;180000;88.27;6306000
USD000UTSTOM;15;240119;181500;88.2775;1856000
USD000UTSTOM;15;240119;183000;88.2475;6704000
USD000UTSTOM;15;240119;184500;88.2;1523000
USD000UTSTOM;15;240122;070000;88.3825;6330000
USD000UTSTOM;15;240122;071500;88.23;4210000
USD000UTSTOM;15;240122;073000;88.3325;1541000
USD000UTSTOM;15;240122;074500;88.425;4695000
USD000UTSTOM;15;240122;080000;88.475;5600000
USD000UTSTOM;15;240122;081500;88.48;4367000
USD000UTSTOM;15;240122;083000;88.485;1376000
USD000UTSTOM;15;240122;084500;88.4975;1893000
USD000UTSTOM;15;240122;090000;88.3525;7301000
USD000UTSTOM;15;240122;091500;88.2725;4075000
USD000UTSTOM;15;240122;093000;88.355;10680000
USD000UTSTOM;15;240122;094500;88.225;13866000
USD000UTSTOM;15;240122;100000;88.165;37402000
USD000UTSTOM;15;240122;101500;88.095;65608000
USD000UTSTOM;15;240122;103000;88.045;16460000
USD000UTSTOM;15;240122;104500;88.01;24209000
USD000UTSTOM;15;240122;110000;87.9075;31988000
USD000UTSTOM;15;240122;111500;87.9425;34708000
USD000UTSTOM;15;240122;113000;87.98;28237000
USD000UTSTOM;15;240122;114500;88.015;16388000
USD000UTSTOM;15;240122;120000;88.0825;25430000
USD000UTSTOM;15;240122;121500;88.05;17808000
USD000UTSTOM;15;240122;123000;88.0425;25212000
USD000UTSTOM;15;240122;124500;88.0375;24520000
USD000UTSTOM;15;240122;130000;87.9575;29011000
USD000UTSTOM;15;240122;131500;87.9;17967000
USD000UTSTOM;15;240122;133000;87.87;14143000
USD000UTSTOM;15;240122;134500;87.7875;52775000
USD000UTSTOM;15;240122;140000;87.765;34094000
USD000UTSTOM;15;240122;141500;87.9;18662000
USD000UTSTOM;15;240122;143000;87.85;21633000
USD000UTSTOM;15;240122;144500;88.0425;13720000
USD000UTSTOM;15;240122;150000;88.035;16615000
USD000UTSTOM;15;240122;151500;88.0175;14783000
USD000UTSTOM;15;240122;153000;88.0025;11035000
USD000UTSTOM;15;240122;154500;87.9725;18596000
USD000UTSTOM;15;240122;160000;87.9775;23735000
USD000UTSTOM;15;240122;161500;87.965;20531000
USD000UTSTOM;15;240122;163000;87.9;8259000
USD000UTSTOM;15;240122;164500;87.8825;18383000
USD000UTSTOM;15;240122;170000;87.8775;21163000
USD000UTSTOM;15;240122;171500;87.9875;8190000
USD000UTSTOM;15;240122;173000;87.925;11450000
USD000UTSTOM;15;240122;174500;87.8725;22982000
USD000UTSTOM;15;240122;180000;87.9275;4039000
USD000UTSTOM;15;240122;181500;87.905;4040000
USD000UTSTOM;15;240122;183000;87.9;11011000
USD000UTSTOM;15;240122;184500;87.8;2864000
USD000UTSTOM;15;240123;070000;87.84;3476000
USD000UTSTOM;15;240123;071500;87.9575;1500000
USD000UTSTOM;15;240123;073000;87.865;8000
USD000UTSTOM;15;240123;074500;87.9;50000
USD000UTSTOM;15;240123;080000;87.9;3019000
USD000UTSTOM;15;240123;081500;87.84;914000
USD000UTSTOM;15;240123;083000;87.78;2745000
USD000UTSTOM;15;240123;084500;87.7875;1692000
USD000UTSTOM;15;240123;090000;87.8475;9017000
USD000UTSTOM;15;240123;091500;87.8825;4083000
USD000UTSTOM;15;240123;093000;87.9325;8801000
USD000UTSTOM;15;240123;094500;87.78;14895000
USD000UTSTOM;15;240123;100000;87.73;38144000
USD000UTSTOM;15;240123;101500;87.67;38740000
USD000UTSTOM;15;240123;103000;87.725;33245000
USD000UTSTOM;15;240123;104500;87.745;28499000
USD000UTSTOM;15;240123;110000;87.735;47935000
USD000UTSTOM;15;240123;111500;87.74;39099000
USD000UTSTOM;15;240123;113000;87.805;34949000
USD000UTSTOM;15;240123;114500;87.84;39208000
USD000UTSTOM;15;240123;120000;87.8425;27820000
USD000UTSTOM;15;240123;121500;87.8425;96728000
USD000UTSTOM;15;240123;123000;87.8875;23914000
USD000UTSTOM;15;240123;124500;87.9525;25987000
USD000UTSTOM;15;240123;130000;88.0025;32224000
USD000UTSTOM;15;240123;131500;88;41061000
USD000UTSTOM;15;240123;133000;87.99;13882000
USD000UTSTOM;15;240123;134500;88.115;15950000
USD000UTSTOM;15;240123;140000;88.1075;19203000
USD000UTSTOM;15;240123;141500;88.215;42458000
USD000UTSTOM;15;240123;143000;88.3675;46327000
USD000UTSTOM;15;240123;144500;88.285;41552000
USD000UTSTOM;15;240123;150000;88.3025;16410000
USD000UTSTOM;15;240123;151500;88.365;15569000
USD000UTSTOM;15;240123;153000;88.3175;19429000
USD000UTSTOM;15;240123;154500;88.2325;16612000
USD000UTSTOM;15;240123;160000;88.26;17074000
USD000UTSTOM;15;240123;161500;88.2675;7202000
USD000UTSTOM;15;240123;163000;88.2;16020000
USD000UTSTOM;15;240123;164500;88.255;17113000
USD000UTSTOM;15;240123;170000;88.2375;16531000
USD000UTSTOM;15;240123;171500;88.2625;17848000
USD000UTSTOM;15;240123;173000;88.325;34019000
USD000UTSTOM;15;240123;174500;88.41;16476000
USD000UTSTOM;15;240123;180000;88.52;28743000
USD000UTSTOM;15;240123;181500;88.515;4848000
USD000UTSTOM;15;240123;183000;88.5025;6557000
USD000UTSTOM;15;240123;184500;88.7;1664000
USD000UTSTOM;15;240124;070000;88.5675;6787000
USD000UTSTOM;15;240124;071500;88.4075;10988000
USD000UTSTOM;15;240124;073000;88.3525;2959000
USD000UTSTOM;15;240124;074500;88.4;5162000
USD000UTSTOM;15;240124;080000;88.4375;3231000
USD000UTSTOM;15;240124;081500;88.29;8048000
USD000UTSTOM;15;240124;083000;88.33;1893000
USD000UTSTOM;15;240124;084500;88.34;817000
USD000UTSTOM;15;240124;090000;88.29;15836000
USD000UTSTOM;15;240124;091500;88.245;5527000
USD000UTSTOM;15;240124;093000;88.14;9742000
USD000UTSTOM;15;240124;094500;88.18;16032000
USD000UTSTOM;15;240124;100000;88.12;42508000
USD000UTSTOM;15;240124;101500;88.21;45692000
USD000UTSTOM;15;240124;103000;88.205;18949000
USD000UTSTOM;15;240124;104500;88.2325;34243000
USD000UTSTOM;15;240124;110000;88.1875;29267000
USD000UTSTOM;15;240124;111500;88.2;15249000
USD000UTSTOM;15;240124;113000;88.27;23751000
USD000UTSTOM;15;240124;114500;88.4775;28088000
USD000UTSTOM;15;240124;120000;88.48;25471000
USD000UTSTOM;15;240124;121500;88.235;45298000
USD000UTSTOM;15;240124;123000;88.3075;25859000
USD000UTSTOM;15;240124;124500;88.355;26487000
USD000UTSTOM;15;240124;130000;88.255;32317000
USD000UTSTOM;15;240124;131500;88.2925;17074000
USD000UTSTOM;15;240124;133000;88.27;14042000
USD000UTSTOM;15;240124;134500;88.27;13787000
USD000UTSTOM;15;240124;140000;88.3075;17137000
USD000UTSTOM;15;240124;141500;88.345;22925000
USD000UTSTOM;15;240124;143000;88.38;11374000
USD000UTSTOM;15;240124;144500;88.375;8538000
USD000UTSTOM;15;240124;150000;88.47;12076000
USD000UTSTOM;15;240124;151500;88.4475;18636000
USD000UTSTOM;15;240124;153000;88.415;15592000
USD000UTSTOM;15;240124;154500;88.38;20769000
USD000UTSTOM;15;240124;160000;88.31;19834000
USD000UTSTOM;15;240124;161500;88.3925;28636000
USD000UTSTOM;15;240124;163000;88.4675;22306000
USD000UTSTOM;15;240124;164500;88.4675;23780000
USD000UTSTOM;15;240124;170000;88.305;52829000
USD000UTSTOM;15;240124;171500;88.3925;11623000
USD000UTSTOM;15;240124;173000;88.305;10720000
USD000UTSTOM;15;240124;174500;88.5475;13180000
USD000UTSTOM;15;240124;180000;88.52;11856000
USD000UTSTOM;15;240124;181500;88.51;4904000
USD000UTSTOM;15;240124;183000;88.5525;4648000
USD000UTSTOM;15;240124;184500;88.6075;3052000
USD000UTSTOM;15;240125;070000;88.56;2594000
USD000UTSTOM;15;240125;071500;88.575;1218000
USD000UTSTOM;15;240125;073000;88.6025;1253000
USD000UTSTOM;15;240125;074500;88.5375;1217000
USD000UTSTOM;15;240125;080000;88.4525;2389000
USD000UTSTOM;15;240125;081500;88.5375;3348000
USD000UTSTOM;15;240125;083000;88.5175;174000
USD000UTSTOM;15;240125;084500;88.55;2630000
USD000UTSTOM;15;240125;090000;88.45;15818000
USD000UTSTOM;15;240125;091500;88.5225;10699000
USD000UTSTOM;15;240125;093000;88.6625;12370000
USD000UTSTOM;15;240125;094500;88.4975;14341000
USD000UTSTOM;15;240125;100000;88.615;19961000
USD000UTSTOM;15;240125;101500;88.575;28189000
USD000UTSTOM;15;240125;103000;88.5675;24764000
USD000UTSTOM;15;240125;104500;88.56;37720000
USD000UTSTOM;15;240125;110000;88.5425;22004000
USD000UTSTOM;15;240125;111500;88.5625;9906000
USD000UTSTOM;15;240125;113000;88.55;34085000
USD000UTSTOM;15;240125;114500;88.63;56858000
USD000UTSTOM;15;240125;120000;88.645;64529000
USD000UTSTOM;15;240125;121500;88.6525;31357000
USD000UTSTOM;15;240125;123000;88.6525;12806000
USD000UTSTOM;15;240125;124500;88.725;40676000
USD000UTSTOM;15;240125;130000;88.7625;32976000
USD000UTSTOM;15;240125;131500;88.79;28315000
USD000UTSTOM;15;240125;133000;88.67;22532000
USD000UTSTOM;15;240125;134500;88.715;25486000
USD000UTSTOM;15;240125;140000;88.71;24670000
USD000UTSTOM;15;240125;141500;88.72;20615000
USD000UTSTOM;15;240125;143000;88.7125;18987000
USD000UTSTOM;15;240125;144500;88.6625;45628000
USD000UTSTOM;15;240125;150000;88.6875;32638000
USD000UTSTOM;15;240125;151500;88.7275;38598000
USD000UTSTOM;15;240125;153000;88.75;29039000
USD000UTSTOM;15;240125;154500;88.99;42909000
USD000UTSTOM;15;240125;160000;88.9975;48647000
USD000UTSTOM;15;240125;161500;88.975;31739000
USD000UTSTOM;15;240125;163000;89.1525;38290000
USD000UTSTOM;15;240125;164500;89.1675;22930000
USD000UTSTOM;15;240125;170000;89.145;13002000
USD000UTSTOM;15;240125;171500;89.175;7104000
USD000UTSTOM;15;240125;173000;89.0675;12889000
USD000UTSTOM;15;240125;174500;89.0675;12433000
USD000UTSTOM;15;240125;180000;88.9975;26450000
USD000UTSTOM;15;240125;181500;88.8975;16594000
USD000UTSTOM;15;240125;183000;88.84;11471000
USD000UTSTOM;15;240125;184500;88.8925;5283000
USD000UTSTOM;15;240126;070000;89.06;3876000
USD000UTSTOM;15;240126;071500;89.025;3563000
USD000UTSTOM;15;240126;073000;89.05;994000
USD000UTSTOM;15;240126;074500;89.095;281000
USD000UTSTOM;15;240126;080000;89.16;56000
USD000UTSTOM;15;240126;081500;89.235;1297000
USD000UTSTOM;15;240126;083000;89.15;772000
USD000UTSTOM;15;240126;084500;89.1775;568000
USD000UTSTOM;15;240126;090000;89.1425;6902000
USD000UTSTOM;15;240126;091500;89.265;4770000
USD000UTSTOM;15;240126;093000;89.27;3505000
USD000UTSTOM;15;240126;094500;89.1975;11682000
USD000UTSTOM;15;240126;100000;89.2375;26044000
USD000UTSTOM;15;240126;101500;89.1225;29912000
USD000UTSTOM;15;240126;103000;89.14;25647000
USD000UTSTOM;15;240126;104500;89.12;27176000
USD000UTSTOM;15;240126;110000;89.1825;26180000
USD000UTSTOM;15;240126;111500;89.35;26153000
USD000UTSTOM;15;240126;113000;89.35;36487000
USD000UTSTOM;15;240126;114500;89.615;41349000
USD000UTSTOM;15;240126;120000;89.745;59631000
USD000UTSTOM;15;240126;121500;89.7325;92533000
USD000UTSTOM;15;240126;123000;89.54;43207000
USD000UTSTOM;15;240126;124500;89.5;47593000
USD000UTSTOM;15;240126;130000;89.4975;47302000
USD000UTSTOM;15;240126;131500;89.5575;26015000
USD000UTSTOM;15;240126;133000;89.7475;33636000
USD000UTSTOM;15;240126;134500;89.7075;26603000
USD000UTSTOM;15;240126;140000;89.63;29382000
USD000UTSTOM;15;240126;141500;89.64;47319000
USD000UTSTOM;15;240126;143000;89.695;39119000
USD000UTSTOM;15;240126;144500;89.7025;26047000
USD000UTSTOM;15;240126;150000;89.6675;20173000
USD000UTSTOM;15;240126;151500;89.635;19326000
USD000UTSTOM;15;240126;153000;89.6425;12161000
USD000UTSTOM;15;240126;154500;89.7325;19611000
USD000UTSTOM;15;240126;160000;89.7525;36124000
USD000UTSTOM;15;240126;161500;89.755;29247000
USD000UTSTOM;15;240126;163000;89.7275;32188000
USD000UTSTOM;15;240126;164500;89.7625;12036000
USD000UTSTOM;15;240126;170000;89.665;19730000
USD000UTSTOM;15;240126;171500;89.69;7480000
USD000UTSTOM;15;240126;173000;89.65;25871000
USD000UTSTOM;15;240126;174500;89.7075;24454000
USD000UTSTOM;15;240126;180000;89.7375;10141000
USD000UTSTOM;15;240126;181500;89.79;4277000
USD000UTSTOM;15;240126;183000;89.775;4663000
USD000UTSTOM;15;240126;184500;89.7375;3379000
USD000UTSTOM;15;240129;070000;90.05;2534000
USD000UTSTOM;15;240129;071500;90.0425;440000
USD000UTSTOM;15;240129;073000;90.145;486000
USD000UTSTOM;15;240129;074500;90.165;667000
USD000UTSTOM;15;240129;080000;90.155;1989000
USD000UTSTOM;15;240129;081500;90.1675;2570000
USD000UTSTOM;15;240129;083000;90.17;2911000
USD000UTSTOM;15;240129;084500;90.1675;1775000
USD000UTSTOM;15;240129;090000;90.09;8748000
USD000UTSTOM;15;240129;091500;90.02;13873000
USD000UTSTOM;15;240129;093000;89.9625;6563000
USD000UTSTOM;15;240129;094500;89.9675;7035000
USD000UTSTOM;15;240129;100000;89.72;27380000
USD000UTSTOM;15;240129;101500;89.79;17120000
USD000UTSTOM;15;240129;103000;89.84;16959000
USD000UTSTOM;15;240129;104500;89.7325;44178000
USD000UTSTOM;15;240129;110000;89.715;28074000
USD000UTSTOM;15;240129;111500;89.67;20847000
USD000UTSTOM;15;240129;113000;89.61;36830000
USD000UTSTOM;15;240129;114500;89.565;20436000
USD000UTSTOM;15;240129;120000;89.57;23210000
USD000UTSTOM;15;240129;121500;89.5125;34443000
USD000UTSTOM;15;240129;123000;89.4;49045000
USD000UTSTOM;15;240129;124500;89.5675;33564000
USD000UTSTOM;15;240129;130000;89.535;21129000
USD000UTSTOM;15;240129;131500;89.5325;17353000
USD000UTSTOM;15;240129;133000;89.5875;18954000
USD000UTSTOM;15;240129;134500;89.5575;26637000
USD000UTSTOM;15;240129;140000;89.535;21142000
USD000UTSTOM;15;240129;141500;89.545;14633000
USD000UTSTOM;15;240129;143000;89.5275;14008000
USD000UTSTOM;15;240129;144500;89.515;7557000
USD000UTSTOM;15;240129;150000;89.55;12104000
USD000UTSTOM;15;240129;151500;89.52;16476000
USD000UTSTOM;15;240129;153000;89.62;22309000
USD000UTSTOM;15;240129;154500;89.52;18857000
USD000UTSTOM;15;240129;160000;89.47;24405000
USD000UTSTOM;15;240129;161500;89.435;16887000
USD000UTSTOM;15;240129;163000;89.4275;9681000
USD000UTSTOM;15;240129;164500;89.3725;14073000
USD000UTSTOM;15;240129;170000;89.15;17487000
USD000UTSTOM;15;240129;171500;89.055;39408000
USD000UTSTOM;15;240129;173000;88.955;38216000
USD000UTSTOM;15;240129;174500;89.05;42175000
USD000UTSTOM;15;240129;180000;89.0725;28149000
USD000UTSTOM;15;240129;181500;88.905;8553000
USD000UTSTOM;15;240129;183000;88.935;5927000
USD000UTSTOM;15;240129;184500;88.975;1738000
USD000UTSTOM;15;240130;070000;88.95;1974000
USD000UTSTOM;15;240130;071500;89.06;5576000
USD000UTSTOM;15;240130;073000;89.1425;1154000
USD000UTSTOM;15;240130;074500;89.14;800000
USD000UTSTOM;15;240130;080000;89.12;321000
USD000UTSTOM;15;240130;081500;89.095;5226000
USD000UTSTOM;15;240130;083000;89.04;4255000
USD000UTSTOM;15;240130;084500;89.0125;671000
USD000UTSTOM;15;240130;090000;88.8225;6502000
USD000UTSTOM;15;240130;091500;88.735;12629000
USD000UTSTOM;15;240130;093000;88.84;8681000
USD000UTSTOM;15;240130;094500;88.8875;5489000
USD000UTSTOM;15;240130;100000;88.9975;21240000
USD000UTSTOM;15;240130;101500;89.25;41964000
USD000UTSTOM;15;240130;103000;89.28;30847000
USD000UTSTOM;15;240130;104500;89.32;15738000
USD000UTSTOM;15;240130;110000;89.275;37475000
USD000UTSTOM;15;240130;111500;89.3175;12507000
USD000UTSTOM;15;240130;113000;89.2375;23413000
USD000UTSTOM;15;240130;114500;89.28;15359000
USD000UTSTOM;15;240130;120000;89.27;15465000
USD000UTSTOM;15;240130;121500;89.3025;17666000
USD000UTSTOM;15;240130;123000;89.325;25559000
USD000UTSTOM;15;240130;124500;89.3025;21287000
USD000UTSTOM;15;240130;130000;89.285;19032000
USD000UTSTOM;15;240130;131500;89.2875;19881000
USD000UTSTOM;15;240130;133000;89.305;14833000
USD000UTSTOM;15;240130;134500;89.34;9585000
USD000UTSTOM;15;240130;140000;89.4275;12231000
USD000UTSTOM;15;240130;141500;89.4475;8100000
USD000UTSTOM;15;240130;143000;89.425;7043000
USD000UTSTOM;15;240130;144500;89.38;4816000
USD000UTSTOM;15;240130;150000;89.4375;17893000
USD000UTSTOM;15;240130;151500;89.385;17822000
USD000UTSTOM;15;240130;153000;89.395;15425000
USD000UTSTOM;15;240130;154500;89.46;21488000
USD000UTSTOM;15;240130;160000;89.485;28359000
USD000UTSTOM;15;240130;161500;89.6225;13258000
USD000UTSTOM;15;240130;163000;89.5425;16075000
USD000UTSTOM;15;240130;164500;89.5175;5047000
USD000UTSTOM;15;240130;170000;89.57;9408000
USD000UTSTOM;15;240130;171500;89.58;11958000
USD000UTSTOM;15;240130;173000;89.6275;30035000
USD000UTSTOM;15;240130;174500;89.7325;13022000
USD000UTSTOM;15;240130;180000;89.715;8673000
USD000UTSTOM;15;240130;181500;89.745;4052000
USD000UTSTOM;15;240130;183000;89.6875;16639000
USD000UTSTOM;15;240130;184500;89.72;3516000
USD000UTSTOM;15;240131;070000;89.78;4250000
USD000UTSTOM;15;240131;071500;89.735;327000
USD000UTSTOM;15;240131;073000;89.6975;3391000
USD000UTSTOM;15;240131;074500;89.7475;4219000
USD000UTSTOM;15;240131;080000;89.7975;6686000
USD000UTSTOM;15;240131;081500;89.7725;2107000
USD000UTSTOM;15;240131;083000;89.765;5231000
USD000UTSTOM;15;240131;084500;89.7025;2253000
USD000UTSTOM;15;240131;090000;89.755;10250000
USD000UTSTOM;15;240131;091500;89.85;5283000
USD000UTSTOM;15;240131;093000;89.8;11960000
USD000UTSTOM;15;240131;094500;89.8175;837000
USD000UTSTOM;15;240131;100000;89.735;28209000
USD000UTSTOM;15;240131;101500;89.83;27585000
USD000UTSTOM;15;240131;103000;89.7375;31378000
USD000UTSTOM;15;240131;104500;89.7;27380000
USD000UTSTOM;15;240131;110000;89.6975;20436000
USD000UTSTOM;15;240131;111500;89.5775;73687000
USD000UTSTOM;15;240131;113000;89.5125;39713000
USD000UTSTOM;15;240131;114500;89.625;33455000
USD000UTSTOM;15;240131;120000;89.6175;41860000
USD000UTSTOM;15;240131;121500;89.8;34486000
USD000UTSTOM;15;240131;123000;89.7325;15386000
USD000UTSTOM;15;240131;124500;89.8;29903000
USD000UTSTOM;15;240131;130000;89.6675;31285000
USD000UTSTOM;15;240131;131500;89.6325;33631000
USD000UTSTOM;15;240131;133000;89.68;27719000
USD000UTSTOM;15;240131;134500;89.6725;20459000
USD000UTSTOM;15;240131;140000;89.685;30635000
USD000UTSTOM;15;240131;141500;89.7125;40220000
USD000UTSTOM;15;240131;143000;89.665;30188000
USD000UTSTOM;15;240131;144500;89.7175;8530000
USD000UTSTOM;15;240131;150000;89.73;14181000
USD000UTSTOM;15;240131;151500;89.715;6863000
USD000UTSTOM;15;240131;153000;89.6825;5474000
USD000UTSTOM;15;240131;154500;89.7175;15448000
USD000UTSTOM;15;240131;160000;89.7325;7596000
USD000UTSTOM;15;240131;161500;89.705;13635000
USD000UTSTOM;15;240131;163000;89.6525;17061000
USD000UTSTOM;15;240131;164500;89.75;23595000
USD000UTSTOM;15;240131;170000;89.7;17499000
USD000UTSTOM;15;240131;171500;89.8225;18097000
USD000UTSTOM;15;240131;173000;89.9125;23055000
USD000UTSTOM;15;240131;174500;89.9225;17120000
USD000UTSTOM;15;240131;180000;89.9;7846000
USD000UTSTOM;15;240131;181500;89.9525;11373000
USD000UTSTOM;15;240131;183000;89.965;3643000
USD000UTSTOM;15;240131;184500;90.0175;10496000
USD000UTSTOM;15;240201;070000;90.16;563000
USD000UTSTOM;15;240201;071500;90.2;480000
USD000UTSTOM;15;240201;073000;90.215;255000
USD000UTSTOM;15;240201;074500;90.1975;175000
USD000UTSTOM;15;240201;080000;90.19;1606000
USD000UTSTOM;15;240201;081500;90.195;1892000
USD000UTSTOM;15;240201;083000;90.1575;635000
USD000UTSTOM;15;240201;084500;90.2;1289000
USD000UTSTOM;15;240201;090000;90.035;8231000
USD000UTSTOM;15;240201;091500;90.035;6178000
USD000UTSTOM;15;240201;093000;90.0275;4423000
USD000UTSTOM;15;240201;094500;90.1325;23432000
USD000UTSTOM;15;240201;100000;90.0775;21750000
USD000UTSTOM;15;240201;101500;89.9925;50983000
USD000UTSTOM;15;240201;103000;90.07;52505000
USD000UTSTOM;15;240201;104500;90.05;54521000
USD000UTSTOM;15;240201;110000;90.26;31909000
USD000UTSTOM;15;240201;111500;90.4525;39959000
USD000UTSTOM;15;240201;113000;90.4;19638000
USD000UTSTOM;15;240201;114500;90.3125;13340000
USD000UTSTOM;15;240201;120000;90.3625;21941000
USD000UTSTOM;15;240201;121500;90.37;23271000
USD000UTSTOM;15;240201;123000;90.3075;16409000
USD000UTSTOM;15;240201;124500;90.2925;24007000
USD000UTSTOM;15;240201;130000;90.285;33927000
USD000UTSTOM;15;240201;131500;90.32;26879000
USD000UTSTOM;15;240201;133000;90.205;42093000
USD000UTSTOM;15;240201;134500;90.2725;32869000
USD000UTSTOM;15;240201;140000;90.27;24127000
USD000UTSTOM;15;240201;141500;90.25;23722000
USD000UTSTOM;15;240201;143000;90.3325;28405000
USD000UTSTOM;15;240201;144500;90.285;39753000
USD000UTSTOM;15;240201;150000;90.2325;18853000
USD000UTSTOM;15;240201;151500;90.315;19461000
USD000UTSTOM;15;240201;153000;90.355;21948000
USD000UTSTOM;15;240201;154500;90.4275;24001000
USD000UTSTOM;15;240201;160000;90.3975;25151000
USD000UTSTOM;15;240201;161500;90.4775;19963000
USD000UTSTOM;15;240201;163000;90.36;13773000
USD000UTSTOM;15;240201;164500;90.3;10889000
USD000UTSTOM;15;240201;170000;90.335;17664000
USD000UTSTOM;15;240201;171500;90.3975;8126000
USD000UTSTOM;15;240201;173000;90.44;6814000
USD000UTSTOM;15;240201;174500;90.45;4486000
USD000UTSTOM;15;240201;180000;90.4775;7153000
USD000UTSTOM;15;240201;181500;90.4325;11360000
USD000UTSTOM;15;240201;183000;90.4525;3705000
