<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZA;10;231103;161000;1023.0000000;1024.0000000;1023.0000000;1024.0000000;30
GAZA;10;231103;170000;1022.5000000;1023.5000000;1022.5000000;1023.5000000;30
GAZA;10;231103;180000;1023.5000000;1023.5000000;1023.5000000;1023.5000000;10
GAZA;10;231106;101000;1020.5000000;1028.0000000;985.0000000;1015.0000000;920
GAZA;10;231106;104000;1011.5000000;1011.5000000;1011.5000000;1011.5000000;30
GAZA;10;231106;105000;1008.5000000;1008.5000000;1008.5000000;1008.5000000;10
GAZA;10;231106;110000;1008.0000000;1008.5000000;1008.0000000;1008.5000000;20
GAZA;10;231106;112000;1005.0000000;1015.0000000;970.0000000;982.5000000;2980
GAZA;10;231106;113000;989.0000000;1060.0000000;988.0000000;1030.0000000;2450
GAZA;10;231106;114000;1027.0000000;1027.0000000;1021.5000000;1026.0000000;220
GAZA;10;231106;120000;1027.0000000;1027.0000000;1024.5000000;1024.5000000;100
GAZA;10;231106;122000;1023.0000000;1023.0000000;1021.5000000;1021.5000000;50
GAZA;10;231106;123000;1025.5000000;1026.0000000;1025.5000000;1026.0000000;20
GAZA;10;231106;131000;1029.5000000;1030.0000000;1026.5000000;1026.5000000;30
GAZA;10;231106;134000;1026.0000000;1026.0000000;1026.0000000;1026.0000000;20
GAZA;10;231106;135000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231106;140000;1025.0000000;1026.0000000;1025.0000000;1026.0000000;40
GAZA;10;231106;141000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231106;145000;1025.5000000;1025.5000000;1025.0000000;1025.0000000;90
GAZA;10;231106;150000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231106;170000;1028.5000000;1028.5000000;1025.5000000;1025.5000000;20
GAZA;10;231106;180000;1025.0000000;1025.0000000;1022.5000000;1022.5000000;30
GAZA;10;231106;184000;1022.5000000;1022.5000000;1022.5000000;1022.5000000;10
GAZA;10;231107;100000;1032.0000000;1032.0000000;1026.5000000;1026.5000000;150
GAZA;10;231107;101000;1030.5000000;1030.5000000;1030.0000000;1030.0000000;20
GAZA;10;231107;102000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;50
GAZA;10;231107;105000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231107;110000;1025.0000000;1025.0000000;1024.0000000;1024.0000000;300
GAZA;10;231107;111000;1024.0000000;1024.0000000;1021.0000000;1021.0000000;80
GAZA;10;231107;112000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231107;120000;1020.0000000;1020.0000000;1020.0000000;1020.0000000;70
GAZA;10;231107;124000;1020.0000000;1020.0000000;1020.0000000;1020.0000000;10
GAZA;10;231107;131000;1020.0000000;1020.0000000;1020.0000000;1020.0000000;10
GAZA;10;231107;134000;1020.0000000;1020.0000000;1010.5000000;1010.5000000;80
GAZA;10;231107;135000;1011.0000000;1011.0000000;1011.0000000;1011.0000000;10
GAZA;10;231107;140000;1016.5000000;1016.5000000;1016.5000000;1016.5000000;10
GAZA;10;231107;143000;1016.0000000;1016.0000000;1016.0000000;1016.0000000;20
GAZA;10;231107;152000;1013.0000000;1013.0000000;1013.0000000;1013.0000000;10
GAZA;10;231107;155000;1016.5000000;1016.5000000;1016.5000000;1016.5000000;10
GAZA;10;231107;160000;1017.0000000;1031.0000000;1017.0000000;1031.0000000;700
GAZA;10;231107;161000;1020.0000000;1020.0000000;1020.0000000;1020.0000000;10
GAZA;10;231107;162000;1027.5000000;1027.5000000;1027.5000000;1027.5000000;10
GAZA;10;231107;171000;1024.5000000;1024.5000000;1024.5000000;1024.5000000;10
GAZA;10;231107;173000;1022.5000000;1022.5000000;1022.5000000;1022.5000000;20
GAZA;10;231107;180000;1023.0000000;1023.0000000;1023.0000000;1023.0000000;10
GAZA;10;231107;183000;1023.0000000;1023.0000000;1020.5000000;1020.5000000;20
GAZA;10;231108;102000;1020.5000000;1020.5000000;1015.5000000;1016.0000000;60
GAZA;10;231108;103000;1016.0000000;1021.5000000;1016.0000000;1021.5000000;70
GAZA;10;231108;104000;1020.5000000;1020.5000000;1019.5000000;1019.5000000;30
GAZA;10;231108;105000;1018.0000000;1018.0000000;1018.0000000;1018.0000000;30
GAZA;10;231108;110000;1017.0000000;1017.0000000;1017.0000000;1017.0000000;20
GAZA;10;231108;112000;1019.5000000;1019.5000000;1019.5000000;1019.5000000;20
GAZA;10;231108;114000;1017.0000000;1017.0000000;1017.0000000;1017.0000000;10
GAZA;10;231108;115000;1019.5000000;1019.5000000;1019.5000000;1019.5000000;20
GAZA;10;231108;120000;1019.5000000;1019.5000000;1019.5000000;1019.5000000;10
GAZA;10;231108;122000;1019.5000000;1019.5000000;1017.5000000;1017.5000000;40
GAZA;10;231108;123000;1017.0000000;1017.0000000;1017.0000000;1017.0000000;20
GAZA;10;231108;131000;1019.5000000;1024.0000000;1019.0000000;1024.0000000;280
GAZA;10;231108;141000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231108;154000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231108;155000;1025.0000000;1025.0000000;1025.0000000;1025.0000000;10
GAZA;10;231108;160000;1021.5000000;1024.5000000;1017.5000000;1024.5000000;130
GAZA;10;231108;161000;1026.0000000;1040.0000000;1026.0000000;1040.0000000;290
GAZA;10;231108;162000;1040.0000000;1044.5000000;1040.0000000;1044.0000000;120
GAZA;10;231108;165000;1033.5000000;1033.5000000;1029.5000000;1029.5000000;30
GAZA;10;231108;170000;1029.5000000;1029.5000000;1025.0000000;1025.0000000;180
GAZA;10;231108;172000;1021.0000000;1021.0000000;1017.5000000;1017.5000000;90
GAZA;10;231108;173000;1018.0000000;1018.0000000;1018.0000000;1018.0000000;20
GAZA;10;231108;175000;1026.5000000;1027.0000000;1018.5000000;1018.5000000;30
GAZA;10;231108;181000;1026.5000000;1026.5000000;1026.5000000;1026.5000000;10
GAZA;10;231108;183000;1020.5000000;1020.5000000;1020.0000000;1020.0000000;20
GAZA;10;231108;184000;1020.0000000;1020.0000000;1020.0000000;1020.0000000;30
GAZA;10;231109;102000;1027.5000000;1027.5000000;1027.5000000;1027.5000000;10
GAZA;10;231109;103000;1028.0000000;1028.0000000;1021.0000000;1027.0000000;40
GAZA;10;231109;110000;1021.0000000;1021.0000000;1021.0000000;1021.0000000;10
GAZA;10;231109;115000;1021.0000000;1021.5000000;1021.0000000;1021.5000000;20
GAZA;10;231109;121000;1021.5000000;1021.5000000;1021.5000000;1021.5000000;10
GAZA;10;231109;124000;1021.5000000;1021.5000000;1021.5000000;1021.5000000;10
GAZA;10;231109;133000;1021.5000000;1021.5000000;1021.5000000;1021.5000000;30
GAZA;10;231109;145000;1021.5000000;1021.5000000;1021.5000000;1021.5000000;10
GAZA;10;231109;152000;1021.5000000;1025.0000000;1017.5000000;1025.0000000;190
GAZA;10;231109;164000;1023.0000000;1023.0000000;1023.0000000;1023.0000000;10
GAZA;10;231109;173000;1024.0000000;1024.0000000;1024.0000000;1024.0000000;10
GAZA;10;231110;100000;1019.5000000;1019.5000000;1019.5000000;1019.5000000;10
GAZA;10;231110;101000;1017.5000000;1017.5000000;1017.5000000;1017.5000000;10
GAZA;10;231110;103000;1017.5000000;1017.5000000;1017.5000000;1017.5000000;10
GAZA;10;231110;104000;1018.0000000;1026.0000000;1018.0000000;1026.0000000;20
GAZA;10;231110;105000;1026.5000000;1026.5000000;1026.5000000;1026.5000000;70
GAZA;10;231110;110000;1026.5000000;1027.0000000;1026.5000000;1027.0000000;100
GAZA;10;231110;112000;1027.0000000;1027.0000000;1026.5000000;1026.5000000;40
GAZA;10;231110;113000;1029.5000000;1039.0000000;1029.5000000;1029.5000000;160
GAZA;10;231110;114000;1038.0000000;1038.5000000;1038.0000000;1038.5000000;90
GAZA;10;231110;115000;1029.0000000;1035.5000000;1027.5000000;1035.5000000;70
GAZA;10;231110;120000;1027.0000000;1030.0000000;1018.5000000;1030.0000000;150
GAZA;10;231110;121000;1022.5000000;1022.5000000;1018.5000000;1018.5000000;50
GAZA;10;231110;123000;1019.0000000;1019.0000000;1019.0000000;1019.0000000;20
GAZA;10;231110;124000;1018.5000000;1018.5000000;1018.0000000;1018.0000000;80
GAZA;10;231110;125000;1023.0000000;1023.0000000;1023.0000000;1023.0000000;10
GAZA;10;231110;130000;1017.5000000;1017.5000000;1017.5000000;1017.5000000;10
GAZA;10;231110;131000;1017.5000000;1017.5000000;1015.0000000;1015.0000000;110
GAZA;10;231110;133000;1017.5000000;1020.0000000;1017.5000000;1020.0000000;50
GAZA;10;231110;134000;1019.0000000;1019.0000000;1010.0000000;1010.0000000;70
GAZA;10;231110;135000;1010.0000000;1010.0000000;895.0000000;980.0000000;1800
GAZA;10;231110;140000;980.0000000;986.0000000;974.0000000;986.0000000;90
GAZA;10;231110;141000;979.5000000;996.5000000;979.5000000;990.0000000;310
GAZA;10;231110;142000;998.0000000;1007.0000000;998.0000000;1007.0000000;160
GAZA;10;231110;144000;1004.0000000;1006.5000000;1004.0000000;1006.5000000;20
GAZA;10;231110;145000;992.5000000;992.5000000;991.5000000;991.5000000;70
GAZA;10;231110;150000;990.5000000;998.0000000;990.0000000;996.5000000;100
GAZA;10;231110;151000;988.0000000;988.0000000;987.0000000;987.0000000;130
GAZA;10;231110;152000;981.0000000;981.0000000;979.0000000;979.0000000;100
GAZA;10;231110;153000;980.0000000;980.0000000;979.0000000;979.5000000;40
GAZA;10;231110;155000;979.5000000;979.5000000;935.5000000;959.5000000;840
GAZA;10;231110;160000;953.5000000;1009.0000000;925.0000000;991.0000000;1490
GAZA;10;231110;161000;1010.0000000;1010.0000000;989.5000000;989.5000000;50
GAZA;10;231110;162000;988.5000000;1024.0000000;972.5000000;1003.0000000;1320
GAZA;10;231110;163000;1005.5000000;1005.5000000;1003.0000000;1003.0000000;90
GAZA;10;231110;164000;1003.0000000;1003.0000000;1003.0000000;1003.0000000;10
GAZA;10;231110;170000;1002.5000000;1002.5000000;1000.5000000;1000.5000000;100
GAZA;10;231110;171000;1001.5000000;1001.5000000;932.0000000;972.0000000;1070
GAZA;10;231110;172000;956.0000000;966.5000000;956.0000000;966.5000000;110
GAZA;10;231110;173000;975.5000000;976.5000000;975.5000000;976.5000000;30
GAZA;10;231110;174000;977.5000000;979.0000000;976.5000000;977.5000000;200
GAZA;10;231110;175000;982.5000000;982.5000000;982.0000000;982.0000000;30
GAZA;10;231110;180000;976.5000000;976.5000000;975.0000000;975.0000000;170
GAZA;10;231110;181000;975.0000000;978.0000000;975.0000000;978.0000000;60
GAZA;10;231110;182000;981.5000000;981.5000000;981.5000000;981.5000000;20
GAZA;10;231110;183000;981.0000000;992.0000000;981.0000000;992.0000000;100
GAZA;10;231110;184000;992.5000000;992.5000000;992.5000000;992.5000000;90
GAZA;10;231113;100000;970.0000000;986.5000000;951.0000000;986.5000000;360
GAZA;10;231113;101000;986.5000000;988.0000000;969.5000000;988.0000000;140
GAZA;10;231113;102000;988.0000000;988.0000000;988.0000000;988.0000000;10
GAZA;10;231113;103000;988.0000000;988.0000000;988.0000000;988.0000000;10
GAZA;10;231113;104000;980.5000000;980.5000000;973.5000000;974.0000000;80
GAZA;10;231113;110000;979.0000000;979.0000000;979.0000000;979.0000000;20
GAZA;10;231113;111000;971.5000000;971.5000000;971.5000000;971.5000000;10
GAZA;10;231113;112000;972.0000000;972.0000000;972.0000000;972.0000000;10
GAZA;10;231113;113000;970.0000000;976.0000000;969.0000000;969.0000000;120
GAZA;10;231113;114000;969.0000000;969.0000000;915.0000000;915.0000000;740
GAZA;10;231113;115000;931.0000000;931.0000000;906.0000000;926.0000000;430
GAZA;10;231113;120000;926.0000000;926.0000000;926.0000000;926.0000000;10
GAZA;10;231113;121000;926.0000000;926.0000000;913.0000000;913.0000000;140
GAZA;10;231113;122000;913.0000000;946.5000000;909.0000000;921.5000000;390
GAZA;10;231113;123000;945.5000000;955.0000000;935.0000000;935.0000000;130
GAZA;10;231113;124000;934.0000000;934.0000000;921.5000000;921.5000000;90
GAZA;10;231113;125000;920.5000000;920.5000000;913.5000000;918.0000000;150
GAZA;10;231113;130000;918.0000000;918.0000000;918.0000000;918.0000000;40
GAZA;10;231113;131000;918.0000000;927.0000000;915.5000000;927.0000000;70
GAZA;10;231113;132000;923.5000000;924.0000000;923.5000000;924.0000000;20
GAZA;10;231113;133000;926.5000000;958.5000000;924.0000000;938.5000000;530
GAZA;10;231113;134000;935.5000000;935.5000000;935.5000000;935.5000000;10
GAZA;10;231113;140000;935.5000000;935.5000000;935.5000000;935.5000000;60
GAZA;10;231113;141000;930.0000000;935.5000000;930.0000000;930.0000000;90
GAZA;10;231113;142000;940.5000000;940.5000000;937.0000000;940.0000000;90
GAZA;10;231113;145000;940.0000000;940.0000000;940.0000000;940.0000000;20
GAZA;10;231113;150000;930.0000000;930.0000000;928.5000000;928.5000000;80
GAZA;10;231113;152000;928.0000000;932.5000000;909.0000000;932.5000000;680
GAZA;10;231113;154000;928.5000000;930.5000000;928.5000000;929.5000000;40
GAZA;10;231113;155000;928.5000000;928.5000000;917.5000000;927.0000000;90
GAZA;10;231113;161000;926.5000000;926.5000000;918.0000000;918.0000000;20
GAZA;10;231113;163000;920.0000000;920.0000000;920.0000000;920.0000000;10
GAZA;10;231113;164000;925.0000000;925.0000000;925.0000000;925.0000000;80
GAZA;10;231113;165000;917.5000000;917.5000000;917.5000000;917.5000000;10
GAZA;10;231113;170000;920.0000000;920.0000000;920.0000000;920.0000000;30
GAZA;10;231113;171000;914.5000000;920.0000000;914.0000000;920.0000000;60
GAZA;10;231113;172000;914.5000000;914.5000000;910.5000000;910.5000000;80
GAZA;10;231113;173000;910.5000000;910.5000000;909.0000000;910.5000000;90
GAZA;10;231113;174000;909.0000000;909.0000000;907.0000000;907.0000000;160
GAZA;10;231113;175000;911.0000000;912.0000000;907.0000000;912.0000000;250
GAZA;10;231113;180000;912.0000000;916.0000000;912.0000000;916.0000000;170
GAZA;10;231113;181000;915.0000000;915.0000000;915.0000000;915.0000000;10
GAZA;10;231113;182000;912.0000000;915.0000000;906.5000000;915.0000000;110
GAZA;10;231113;183000;912.0000000;913.5000000;907.0000000;913.5000000;60
GAZA;10;231114;100000;907.0000000;907.0000000;867.0000000;878.0000000;840
GAZA;10;231114;101000;870.5000000;870.5000000;816.0000000;830.0000000;920
GAZA;10;231114;102000;823.0000000;830.0000000;816.5000000;829.0000000;460
GAZA;10;231114;103000;817.5000000;829.0000000;772.0000000;800.0000000;990
GAZA;10;231114;104000;810.0000000;820.5000000;784.0000000;814.0000000;470
GAZA;10;231114;105000;814.5000000;820.0000000;814.5000000;820.0000000;120
GAZA;10;231114;110000;821.0000000;846.5000000;821.0000000;826.5000000;650
GAZA;10;231114;111000;824.5000000;846.5000000;800.0000000;818.5000000;2650
GAZA;10;231114;112000;829.0000000;829.0000000;814.0000000;826.5000000;370
GAZA;10;231114;113000;817.0000000;826.5000000;810.0000000;810.0000000;440
GAZA;10;231114;114000;823.5000000;848.0000000;822.5000000;841.5000000;260
GAZA;10;231114;115000;828.0000000;841.5000000;817.0000000;841.5000000;210
GAZA;10;231114;120000;823.0000000;839.0000000;822.5000000;839.0000000;220
GAZA;10;231114;121000;839.0000000;850.0000000;839.0000000;849.0000000;500
GAZA;10;231114;122000;836.0000000;852.0000000;836.0000000;851.5000000;290
GAZA;10;231114;123000;851.0000000;851.0000000;840.0000000;850.5000000;80
GAZA;10;231114;125000;849.5000000;851.5000000;849.5000000;851.5000000;40
GAZA;10;231114;130000;850.0000000;850.0000000;839.0000000;839.0000000;80
GAZA;10;231114;131000;839.0000000;849.0000000;833.5000000;849.0000000;80
GAZA;10;231114;132000;829.5000000;829.5000000;825.5000000;825.5000000;30
GAZA;10;231114;133000;839.0000000;839.0000000;828.0000000;828.0000000;110
GAZA;10;231114;134000;824.5000000;827.0000000;818.5000000;827.0000000;80
GAZA;10;231114;135000;820.0000000;820.0000000;818.0000000;818.0000000;20
GAZA;10;231114;140000;826.5000000;826.5000000;817.0000000;817.0000000;60
GAZA;10;231114;141000;822.5000000;822.5000000;822.5000000;822.5000000;10
GAZA;10;231114;142000;817.0000000;817.0000000;810.5000000;817.0000000;60
GAZA;10;231114;143000;818.5000000;818.5000000;756.0000000;795.5000000;970
GAZA;10;231114;144000;795.5000000;798.5000000;792.5000000;798.5000000;150
GAZA;10;231114;145000;798.0000000;798.0000000;797.5000000;797.5000000;70
GAZA;10;231114;150000;797.5000000;798.5000000;797.5000000;798.5000000;40
GAZA;10;231114;151000;798.5000000;799.0000000;798.5000000;799.0000000;30
GAZA;10;231114;152000;793.0000000;793.0000000;780.5000000;791.0000000;330
GAZA;10;231114;153000;791.0000000;814.0000000;782.0000000;814.0000000;470
GAZA;10;231114;154000;813.0000000;813.0000000;813.0000000;813.0000000;10
GAZA;10;231114;155000;810.5000000;827.5000000;805.0000000;827.5000000;280
GAZA;10;231114;160000;820.0000000;820.0000000;820.0000000;820.0000000;50
GAZA;10;231114;161000;827.0000000;827.0000000;827.0000000;827.0000000;10
GAZA;10;231114;163000;825.0000000;825.0000000;825.0000000;825.0000000;80
GAZA;10;231114;164000;826.5000000;828.0000000;817.5000000;817.5000000;110
GAZA;10;231114;165000;827.5000000;833.0000000;827.5000000;833.0000000;550
GAZA;10;231114;170000;828.0000000;828.0000000;828.0000000;828.0000000;40
GAZA;10;231114;171000;827.5000000;827.5000000;822.5000000;822.5000000;80
GAZA;10;231114;172000;833.0000000;833.5000000;833.0000000;833.5000000;20
GAZA;10;231114;173000;833.0000000;833.0000000;830.0000000;830.0000000;30
GAZA;10;231114;175000;834.0000000;834.5000000;816.5000000;829.0000000;290
GAZA;10;231114;181000;826.0000000;834.0000000;821.0000000;821.0000000;130
GAZA;10;231114;182000;829.5000000;834.0000000;829.5000000;834.0000000;60
GAZA;10;231114;183000;822.5000000;836.5000000;800.0000000;809.5000000;1150
GAZA;10;231114;184000;809.0000000;809.0000000;809.0000000;809.0000000;30
GAZA;10;231115;100000;809.0000000;809.0000000;772.5000000;793.0000000;840
GAZA;10;231115;101000;796.5000000;806.5000000;786.0000000;801.0000000;510
GAZA;10;231115;102000;801.0000000;807.5000000;800.0000000;807.5000000;70
GAZA;10;231115;103000;807.0000000;824.5000000;807.0000000;814.0000000;210
GAZA;10;231115;104000;825.5000000;826.5000000;825.5000000;826.5000000;20
GAZA;10;231115;105000;821.5000000;827.0000000;821.0000000;821.5000000;210
GAZA;10;231115;110000;821.5000000;821.5000000;821.0000000;821.0000000;20
GAZA;10;231115;111000;825.0000000;825.5000000;825.0000000;825.5000000;20
GAZA;10;231115;112000;825.5000000;828.0000000;820.0000000;820.0000000;130
GAZA;10;231115;113000;820.0000000;820.0000000;820.0000000;820.0000000;10
GAZA;10;231115;114000;829.5000000;830.5000000;819.5000000;819.5000000;30
GAZA;10;231115;115000;834.0000000;834.5000000;834.0000000;834.5000000;20
GAZA;10;231115;120000;835.0000000;835.0000000;835.0000000;835.0000000;10
GAZA;10;231115;122000;829.5000000;829.5000000;819.5000000;819.5000000;80
GAZA;10;231115;123000;819.5000000;819.5000000;819.0000000;819.5000000;80
GAZA;10;231115;124000;830.0000000;836.5000000;830.0000000;836.5000000;120
GAZA;10;231115;125000;835.5000000;835.5000000;835.5000000;835.5000000;10
GAZA;10;231115;130000;834.0000000;836.0000000;834.0000000;836.0000000;30
GAZA;10;231115;131000;829.5000000;829.5000000;829.5000000;829.5000000;10
GAZA;10;231115;132000;830.0000000;837.0000000;829.5000000;837.0000000;90
GAZA;10;231115;133000;836.5000000;839.0000000;836.5000000;839.0000000;140
GAZA;10;231115;134000;830.0000000;830.0000000;829.5000000;829.5000000;30
GAZA;10;231115;140000;837.0000000;843.5000000;837.0000000;843.5000000;90
GAZA;10;231115;142000;839.5000000;839.5000000;839.5000000;839.5000000;20
GAZA;10;231115;143000;838.5000000;838.5000000;838.5000000;838.5000000;10
GAZA;10;231115;144000;839.0000000;846.5000000;839.0000000;846.5000000;290
GAZA;10;231115;145000;846.5000000;860.0000000;846.5000000;860.0000000;310
GAZA;10;231115;150000;847.0000000;860.0000000;837.5000000;860.0000000;420
GAZA;10;231115;151000;860.5000000;860.5000000;842.0000000;842.0000000;250
GAZA;10;231115;153000;850.0000000;850.0000000;842.5000000;850.0000000;90
GAZA;10;231115;154000;856.0000000;856.0000000;856.0000000;856.0000000;10
GAZA;10;231115;155000;856.0000000;856.0000000;856.0000000;856.0000000;10
GAZA;10;231115;162000;860.0000000;860.0000000;860.0000000;860.0000000;10
GAZA;10;231115;163000;860.0000000;862.5000000;860.0000000;862.5000000;30
