<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZA;10;231128;143000;845.0000000;845.0000000;845.0000000;845.0000000;10
GAZA;10;231128;153000;846.0000000;846.0000000;846.0000000;846.0000000;20
GAZA;10;231128;154000;846.0000000;846.0000000;840.5000000;840.5000000;30
GAZA;10;231128;160000;844.5000000;850.0000000;842.0000000;849.5000000;80
GAZA;10;231128;164000;849.5000000;849.5000000;849.5000000;849.5000000;10
GAZA;10;231128;171000;850.0000000;850.0000000;850.0000000;850.0000000;10
GAZA;10;231128;174000;845.0000000;845.0000000;840.5000000;840.5000000;110
GAZA;10;231128;180000;840.0000000;840.0000000;840.0000000;840.0000000;10
GAZA;10;231128;181000;840.5000000;840.5000000;840.5000000;840.5000000;70
GAZA;10;231128;182000;848.0000000;854.0000000;848.0000000;854.0000000;60
GAZA;10;231128;184000;853.0000000;853.0000000;853.0000000;853.0000000;10
GAZA;10;231129;100000;854.0000000;854.0000000;802.5000000;821.0000000;340
GAZA;10;231129;101000;820.5000000;836.0000000;820.5000000;836.0000000;120
GAZA;10;231129;102000;837.0000000;852.5000000;837.0000000;852.5000000;120
GAZA;10;231129;103000;839.0000000;839.0000000;839.0000000;839.0000000;10
GAZA;10;231129;104000;848.5000000;848.5000000;848.5000000;848.5000000;140
GAZA;10;231129;111000;839.5000000;839.5000000;839.5000000;839.5000000;20
GAZA;10;231129;113000;840.0000000;840.0000000;840.0000000;840.0000000;20
GAZA;10;231129;115000;845.0000000;847.5000000;845.0000000;847.5000000;30
GAZA;10;231129;121000;840.0000000;840.0000000;833.0000000;833.0000000;200
GAZA;10;231129;124000;837.5000000;837.5000000;833.0000000;833.0000000;120
GAZA;10;231129;134000;840.5000000;840.5000000;840.5000000;840.5000000;20
GAZA;10;231129;135000;840.5000000;840.5000000;840.5000000;840.5000000;10
GAZA;10;231129;140000;840.5000000;840.5000000;840.5000000;840.5000000;10
GAZA;10;231129;141000;840.5000000;840.5000000;840.5000000;840.5000000;10
GAZA;10;231129;142000;835.0000000;835.0000000;810.5000000;818.0000000;520
GAZA;10;231129;143000;825.0000000;825.0000000;825.0000000;825.0000000;10
GAZA;10;231129;144000;825.0000000;829.5000000;825.0000000;829.5000000;20
GAZA;10;231129;151000;821.5000000;821.5000000;821.5000000;821.5000000;10
GAZA;10;231129;152000;822.0000000;822.0000000;805.5000000;808.5000000;330
GAZA;10;231129;153000;812.0000000;822.5000000;812.0000000;821.0000000;170
GAZA;10;231129;154000;822.0000000;822.0000000;822.0000000;822.0000000;50
GAZA;10;231129;155000;822.5000000;824.0000000;822.0000000;822.0000000;70
GAZA;10;231129;160000;819.0000000;824.5000000;819.0000000;824.5000000;20
GAZA;10;231129;162000;819.0000000;819.0000000;819.0000000;819.0000000;10
GAZA;10;231129;164000;815.5000000;815.5000000;813.5000000;813.5000000;170
GAZA;10;231129;165000;815.5000000;815.5000000;813.0000000;813.0000000;50
GAZA;10;231129;170000;815.0000000;815.0000000;815.0000000;815.0000000;20
GAZA;10;231129;171000;815.0000000;815.5000000;815.0000000;815.5000000;180
GAZA;10;231129;172000;815.0000000;829.0000000;815.0000000;829.0000000;210
GAZA;10;231129;173000;829.0000000;829.0000000;829.0000000;829.0000000;10
GAZA;10;231129;174000;825.0000000;826.5000000;818.5000000;824.5000000;80
GAZA;10;231129;181000;818.0000000;823.5000000;818.0000000;818.5000000;40
GAZA;10;231129;183000;819.5000000;819.5000000;819.0000000;819.0000000;20
GAZA;10;231129;184000;818.5000000;818.5000000;818.5000000;818.5000000;10
GAZA;10;231130;100000;816.0000000;816.0000000;808.5000000;808.5000000;260
GAZA;10;231130;101000;806.0000000;806.0000000;806.0000000;806.0000000;10
GAZA;10;231130;102000;803.5000000;803.5000000;800.0000000;800.0000000;120
GAZA;10;231130;103000;808.0000000;808.5000000;808.0000000;808.5000000;50
GAZA;10;231130;105000;810.0000000;815.0000000;809.5000000;815.0000000;110
GAZA;10;231130;110000;814.0000000;814.0000000;814.0000000;814.0000000;20
GAZA;10;231130;111000;815.0000000;826.0000000;810.5000000;814.0000000;370
GAZA;10;231130;112000;813.0000000;813.0000000;809.5000000;809.5000000;160
GAZA;10;231130;113000;809.5000000;809.5000000;798.0000000;802.5000000;160
GAZA;10;231130;115000;802.5000000;802.5000000;802.0000000;802.0000000;20
GAZA;10;231130;123000;802.0000000;802.5000000;790.0000000;802.5000000;270
GAZA;10;231130;124000;792.0000000;792.0000000;790.0000000;790.0000000;50
GAZA;10;231130;131000;797.0000000;797.0000000;797.0000000;797.0000000;10
GAZA;10;231130;133000;797.0000000;800.0000000;797.0000000;800.0000000;20
GAZA;10;231130;135000;797.0000000;806.0000000;797.0000000;806.0000000;60
GAZA;10;231130;140000;797.5000000;797.5000000;797.5000000;797.5000000;10
GAZA;10;231130;142000;797.0000000;805.0000000;797.0000000;805.0000000;40
GAZA;10;231130;143000;806.0000000;840.0000000;806.0000000;840.0000000;700
GAZA;10;231130;144000;835.0000000;860.0000000;829.5000000;857.5000000;600
GAZA;10;231130;145000;853.0000000;884.0000000;850.0000000;880.0000000;690
GAZA;10;231130;150000;880.0000000;884.5000000;849.5000000;860.0000000;440
GAZA;10;231130;151000;850.5000000;880.0000000;841.0000000;861.5000000;540
GAZA;10;231130;152000;861.0000000;861.0000000;861.0000000;861.0000000;10
GAZA;10;231130;153000;861.0000000;876.0000000;857.5000000;868.0000000;140
GAZA;10;231130;154000;865.0000000;867.5000000;857.0000000;858.0000000;120
GAZA;10;231130;155000;858.0000000;860.0000000;841.0000000;841.0000000;320
GAZA;10;231130;162000;848.5000000;848.5000000;848.5000000;848.5000000;20
GAZA;10;231130;163000;843.5000000;850.0000000;842.0000000;850.0000000;50
GAZA;10;231130;164000;840.5000000;840.5000000;840.0000000;840.0000000;40
GAZA;10;231130;170000;839.5000000;839.5000000;836.0000000;836.0000000;20
GAZA;10;231130;171000;835.5000000;835.5000000;835.5000000;835.5000000;20
GAZA;10;231130;173000;835.0000000;835.0000000;831.0000000;831.0000000;110
GAZA;10;231130;174000;832.0000000;832.0000000;832.0000000;832.0000000;10
GAZA;10;231130;175000;839.5000000;843.0000000;839.5000000;843.0000000;50
GAZA;10;231130;181000;831.5000000;831.5000000;831.5000000;831.5000000;20
GAZA;10;231130;182000;831.5000000;831.5000000;831.0000000;831.0000000;20
GAZA;10;231130;183000;831.0000000;831.0000000;831.0000000;831.0000000;40
GAZA;10;231130;184000;831.0000000;831.0000000;831.0000000;831.0000000;70
GAZA;10;231201;101000;835.5000000;835.5000000;834.0000000;834.0000000;20
GAZA;10;231201;102000;835.5000000;853.0000000;835.5000000;841.0000000;270
GAZA;10;231201;103000;834.0000000;843.5000000;805.0000000;818.5000000;570
GAZA;10;231201;104000;820.5000000;821.5000000;817.5000000;817.5000000;40
GAZA;10;231201;105000;818.0000000;818.0000000;818.0000000;818.0000000;10
GAZA;10;231201;110000;817.5000000;817.5000000;810.0000000;810.0000000;60
GAZA;10;231201;111000;804.5000000;816.5000000;804.5000000;807.5000000;40
GAZA;10;231201;112000;816.0000000;816.0000000;803.0000000;803.0000000;180
GAZA;10;231201;113000;816.0000000;816.0000000;816.0000000;816.0000000;10
GAZA;10;231201;114000;804.5000000;804.5000000;804.0000000;804.0000000;20
GAZA;10;231201;122000;810.5000000;810.5000000;810.5000000;810.5000000;10
GAZA;10;231201;123000;807.0000000;807.0000000;807.0000000;807.0000000;10
GAZA;10;231201;125000;808.0000000;811.5000000;807.5000000;807.5000000;30
GAZA;10;231201;130000;811.5000000;811.5000000;811.5000000;811.5000000;10
GAZA;10;231201;133000;810.0000000;810.0000000;810.0000000;810.0000000;30
GAZA;10;231201;140000;812.0000000;812.0000000;812.0000000;812.0000000;10
GAZA;10;231201;141000;815.0000000;815.0000000;815.0000000;815.0000000;10
GAZA;10;231201;145000;815.5000000;815.5000000;815.5000000;815.5000000;10
GAZA;10;231201;151000;818.5000000;818.5000000;818.5000000;818.5000000;10
GAZA;10;231201;152000;815.5000000;815.5000000;815.5000000;815.5000000;10
GAZA;10;231201;153000;815.0000000;815.0000000;815.0000000;815.0000000;20
GAZA;10;231201;160000;815.0000000;815.0000000;815.0000000;815.0000000;10
GAZA;10;231201;163000;807.5000000;807.5000000;805.5000000;805.5000000;30
GAZA;10;231201;164000;811.0000000;811.0000000;811.0000000;811.0000000;10
GAZA;10;231201;165000;810.5000000;810.5000000;810.5000000;810.5000000;10
GAZA;10;231201;170000;805.5000000;805.5000000;803.5000000;803.5000000;90
GAZA;10;231201;171000;804.0000000;804.0000000;804.0000000;804.0000000;10
GAZA;10;231201;172000;808.5000000;808.5000000;808.5000000;808.5000000;10
GAZA;10;231201;173000;808.5000000;808.5000000;808.5000000;808.5000000;10
GAZA;10;231201;175000;808.5000000;810.0000000;808.5000000;810.0000000;30
GAZA;10;231201;181000;805.5000000;805.5000000;804.0000000;804.0000000;40
GAZA;10;231201;182000;804.0000000;804.0000000;776.0000000;787.0000000;970
GAZA;10;231201;183000;794.0000000;794.0000000;791.5000000;791.5000000;20
GAZA;10;231201;184000;791.5000000;791.5000000;791.5000000;791.5000000;130
GAZA;10;231204;100000;776.5000000;837.5000000;776.0000000;819.5000000;1120
GAZA;10;231204;101000;829.5000000;829.5000000;796.5000000;796.5000000;530
GAZA;10;231204;102000;795.5000000;795.5000000;778.0000000;778.0000000;330
GAZA;10;231204;103000;779.0000000;786.0000000;777.0000000;786.0000000;90
GAZA;10;231204;104000;788.0000000;794.0000000;788.0000000;794.0000000;30
GAZA;10;231204;105000;793.5000000;793.5000000;788.0000000;788.0000000;40
GAZA;10;231204;110000;780.5000000;783.5000000;780.0000000;780.0000000;70
GAZA;10;231204;111000;784.5000000;784.5000000;779.5000000;779.5000000;80
GAZA;10;231204;112000;784.0000000;784.0000000;782.0000000;782.0000000;40
GAZA;10;231204;113000;782.0000000;782.0000000;782.0000000;782.0000000;10
GAZA;10;231204;115000;780.0000000;780.0000000;779.0000000;779.0000000;30
GAZA;10;231204;120000;777.0000000;778.5000000;777.0000000;778.5000000;20
GAZA;10;231204;122000;778.5000000;779.0000000;777.5000000;777.5000000;90
GAZA;10;231204;124000;780.0000000;780.0000000;780.0000000;780.0000000;10
GAZA;10;231204;125000;785.5000000;785.5000000;782.0000000;782.0000000;30
GAZA;10;231204;132000;786.0000000;786.0000000;786.0000000;786.0000000;10
GAZA;10;231204;133000;786.5000000;793.5000000;786.5000000;793.5000000;130
GAZA;10;231204;143000;793.0000000;793.0000000;793.0000000;793.0000000;10
GAZA;10;231204;144000;793.0000000;793.0000000;793.0000000;793.0000000;50
GAZA;10;231204;153000;793.0000000;793.0000000;788.5000000;788.5000000;20
GAZA;10;231204;155000;785.5000000;793.0000000;780.0000000;793.0000000;210
GAZA;10;231204;164000;792.5000000;792.5000000;792.5000000;792.5000000;10
GAZA;10;231204;170000;793.0000000;793.0000000;793.0000000;793.0000000;10
GAZA;10;231204;172000;792.0000000;793.0000000;792.0000000;793.0000000;30
GAZA;10;231204;173000;793.0000000;793.0000000;793.0000000;793.0000000;10
GAZA;10;231204;174000;785.5000000;785.5000000;779.0000000;785.0000000;40
GAZA;10;231204;175000;785.0000000;791.5000000;785.0000000;785.5000000;90
GAZA;10;231204;180000;781.5000000;781.5000000;781.5000000;781.5000000;20
GAZA;10;231204;181000;780.0000000;780.0000000;777.5000000;777.5000000;340
GAZA;10;231204;182000;779.5000000;780.0000000;776.0000000;776.0000000;1130
GAZA;10;231204;183000;774.5000000;774.5000000;774.5000000;774.5000000;20
GAZA;10;231204;184000;774.0000000;774.0000000;774.0000000;774.0000000;10
GAZA;10;231205;100000;774.0000000;774.0000000;770.5000000;770.5000000;20
GAZA;10;231205;101000;777.5000000;785.0000000;777.5000000;785.0000000;30
GAZA;10;231205;102000;784.0000000;787.5000000;784.0000000;787.5000000;260
GAZA;10;231205;103000;793.5000000;819.5000000;793.5000000;819.5000000;220
GAZA;10;231205;104000;804.5000000;804.5000000;795.0000000;795.0000000;70
GAZA;10;231205;105000;795.0000000;810.0000000;795.0000000;809.5000000;160
GAZA;10;231205;110000;800.0000000;800.0000000;795.0000000;795.0000000;40
GAZA;10;231205;111000;790.0000000;790.0000000;786.5000000;786.5000000;60
GAZA;10;231205;112000;781.0000000;781.0000000;777.5000000;777.5000000;50
GAZA;10;231205;114000;778.0000000;778.0000000;771.5000000;771.5000000;100
GAZA;10;231205;115000;786.5000000;786.5000000;771.5000000;779.0000000;160
GAZA;10;231205;120000;772.5000000;772.5000000;771.0000000;771.0000000;60
GAZA;10;231205;121000;767.0000000;767.0000000;750.0000000;752.5000000;460
GAZA;10;231205;122000;757.0000000;757.0000000;751.5000000;751.5000000;120
GAZA;10;231205;123000;755.5000000;765.5000000;755.5000000;765.5000000;80
GAZA;10;231205;124000;752.5000000;756.5000000;750.0000000;756.5000000;100
GAZA;10;231205;125000;755.0000000;755.0000000;755.0000000;755.0000000;10
GAZA;10;231205;130000;755.0000000;755.5000000;755.0000000;755.0000000;30
GAZA;10;231205;131000;753.5000000;753.5000000;750.0000000;750.0000000;30
GAZA;10;231205;132000;757.0000000;767.5000000;757.0000000;767.5000000;80
GAZA;10;231205;133000;767.5000000;771.0000000;767.5000000;771.0000000;30
GAZA;10;231205;134000;771.5000000;771.5000000;770.0000000;770.0000000;50
GAZA;10;231205;135000;766.5000000;766.5000000;766.0000000;766.0000000;50
GAZA;10;231205;140000;769.0000000;769.0000000;769.0000000;769.0000000;90
GAZA;10;231205;144000;762.0000000;762.0000000;762.0000000;762.0000000;10
GAZA;10;231205;150000;764.0000000;765.0000000;757.0000000;765.0000000;80
GAZA;10;231205;151000;763.0000000;764.5000000;763.0000000;764.5000000;70
GAZA;10;231205;152000;764.5000000;764.5000000;764.5000000;764.5000000;10
GAZA;10;231205;153000;765.0000000;771.5000000;765.0000000;771.5000000;120
GAZA;10;231205;155000;765.0000000;765.0000000;765.0000000;765.0000000;10
GAZA;10;231205;160000;766.0000000;766.0000000;764.5000000;764.5000000;170
GAZA;10;231205;161000;764.5000000;764.5000000;764.5000000;764.5000000;10
GAZA;10;231205;162000;764.5000000;765.5000000;764.5000000;765.5000000;40
GAZA;10;231205;164000;765.5000000;765.5000000;765.5000000;765.5000000;10
GAZA;10;231205;173000;760.0000000;760.0000000;760.0000000;760.0000000;10
GAZA;10;231205;175000;756.5000000;766.0000000;751.0000000;765.5000000;320
GAZA;10;231205;180000;766.0000000;768.0000000;766.0000000;768.0000000;40
GAZA;10;231205;181000;758.5000000;765.0000000;751.0000000;763.5000000;100
GAZA;10;231205;182000;763.0000000;763.0000000;763.0000000;763.0000000;10
GAZA;10;231205;183000;763.0000000;763.0000000;763.0000000;763.0000000;20
GAZA;10;231205;184000;763.0000000;763.0000000;763.0000000;763.0000000;30
GAZA;10;231206;100000;773.5000000;784.5000000;768.0000000;783.5000000;180
GAZA;10;231206;101000;774.5000000;780.5000000;771.0000000;780.0000000;190
GAZA;10;231206;102000;780.5000000;780.5000000;780.0000000;780.0000000;30
GAZA;10;231206;103000;778.5000000;778.5000000;762.5000000;768.5000000;180
GAZA;10;231206;110000;765.5000000;765.5000000;750.5000000;752.0000000;270
GAZA;10;231206;113000;755.0000000;756.5000000;755.0000000;756.5000000;30
GAZA;10;231206;114000;754.0000000;754.0000000;753.0000000;754.0000000;80
GAZA;10;231206;115000;754.0000000;755.0000000;754.0000000;755.0000000;150
GAZA;10;231206;120000;752.0000000;752.0000000;752.0000000;752.0000000;20
GAZA;10;231206;122000;752.0000000;752.0000000;752.0000000;752.0000000;10
GAZA;10;231206;123000;752.0000000;752.0000000;752.0000000;752.0000000;20
GAZA;10;231206;125000;754.5000000;754.5000000;754.5000000;754.5000000;10
GAZA;10;231206;130000;754.5000000;754.5000000;754.5000000;754.5000000;10
GAZA;10;231206;131000;752.5000000;752.5000000;752.0000000;752.0000000;70
GAZA;10;231206;132000;755.0000000;755.0000000;755.0000000;755.0000000;10
GAZA;10;231206;133000;752.0000000;752.0000000;751.5000000;751.5000000;40
GAZA;10;231206;140000;755.5000000;757.0000000;755.5000000;757.0000000;20
GAZA;10;231206;142000;751.5000000;751.5000000;751.5000000;751.5000000;10
GAZA;10;231206;143000;750.5000000;769.5000000;742.0000000;750.0000000;460
GAZA;10;231206;152000;757.0000000;757.0000000;757.0000000;757.0000000;20
GAZA;10;231206;153000;761.5000000;761.5000000;761.5000000;761.5000000;20
GAZA;10;231206;155000;760.5000000;760.5000000;757.5000000;757.5000000;140
GAZA;10;231206;184000;750.0000000;750.0000000;750.0000000;750.0000000;50
GAZA;10;231207;100000;741.0000000;779.5000000;741.0000000;759.5000000;370
GAZA;10;231207;101000;755.5000000;755.5000000;750.0000000;754.0000000;110
GAZA;10;231207;102000;758.5000000;759.5000000;758.5000000;759.5000000;80
GAZA;10;231207;103000;758.5000000;758.5000000;758.5000000;758.5000000;30
GAZA;10;231207;105000;752.0000000;752.0000000;751.5000000;751.5000000;30
GAZA;10;231207;110000;750.5000000;750.5000000;744.5000000;744.5000000;190
GAZA;10;231207;111000;745.5000000;745.5000000;745.5000000;745.5000000;10
GAZA;10;231207;113000;744.0000000;744.0000000;744.0000000;744.0000000;10
GAZA;10;231207;114000;741.5000000;744.0000000;740.0000000;744.0000000;200
GAZA;10;231207;120000;741.5000000;741.5000000;741.0000000;741.0000000;30
GAZA;10;231207;121000;745.0000000;745.0000000;745.0000000;745.0000000;10
GAZA;10;231207;124000;748.0000000;748.0000000;742.0000000;742.0000000;30
GAZA;10;231207;132000;748.0000000;748.0000000;747.5000000;747.5000000;50
GAZA;10;231207;133000;747.5000000;748.0000000;747.5000000;748.0000000;70
GAZA;10;231207;135000;749.0000000;749.0000000;749.0000000;749.0000000;10
GAZA;10;231207;140000;754.5000000;764.0000000;754.0000000;754.0000000;210
GAZA;10;231207;150000;752.5000000;752.5000000;752.5000000;752.5000000;20
GAZA;10;231207;153000;751.0000000;751.0000000;748.0000000;748.0000000;60
GAZA;10;231207;155000;747.5000000;747.5000000;747.5000000;747.5000000;20
GAZA;10;231207;161000;752.5000000;752.5000000;752.5000000;752.5000000;10
GAZA;10;231207;162000;754.5000000;754.5000000;754.5000000;754.5000000;20
GAZA;10;231207;163000;754.5000000;754.5000000;754.5000000;754.5000000;50
GAZA;10;231207;164000;754.0000000;754.0000000;754.0000000;754.0000000;10
GAZA;10;231207;172000;754.5000000;754.5000000;754.5000000;754.5000000;10
GAZA;10;231207;175000;754.5000000;755.0000000;754.5000000;755.0000000;30
GAZA;10;231208;101000;763.5000000;770.5000000;763.5000000;770.5000000;130
GAZA;10;231208;102000;770.0000000;770.0000000;770.0000000;770.0000000;30
GAZA;10;231208;103000;768.5000000;769.0000000;768.5000000;769.0000000;170
GAZA;10;231208;104000;760.5000000;765.5000000;760.5000000;765.5000000;50
GAZA;10;231208;105000;764.5000000;764.5000000;760.0000000;760.0000000;40
GAZA;10;231208;110000;760.0000000;805.0000000;760.0000000;805.0000000;1720
GAZA;10;231208;111000;810.0000000;810.0000000;781.5000000;781.5000000;50
GAZA;10;231208;112000;792.0000000;803.5000000;786.0000000;803.5000000;130
GAZA;10;231208;113000;794.5000000;804.0000000;794.5000000;804.0000000;400
GAZA;10;231208;114000;806.0000000;810.0000000;805.0000000;805.5000000;450
GAZA;10;231208;115000;805.0000000;808.0000000;800.0000000;800.0000000;300
GAZA;10;231208;120000;807.0000000;808.0000000;800.5000000;808.0000000;130
GAZA;10;231208;121000;807.5000000;807.5000000;807.5000000;807.5000000;20
GAZA;10;231208;122000;800.5000000;807.5000000;800.5000000;807.5000000;70
GAZA;10;231208;123000;800.5000000;803.0000000;793.0000000;803.0000000;310
GAZA;10;231208;124000;795.5000000;803.5000000;794.5000000;803.5000000;120
GAZA;10;231208;125000;803.5000000;803.5000000;776.0000000;776.0000000;330
GAZA;10;231208;130000;791.5000000;791.5000000;781.5000000;781.5000000;30
GAZA;10;231208;135000;781.5000000;781.5000000;781.5000000;781.5000000;10
GAZA;10;231208;140000;781.5000000;781.5000000;781.0000000;781.0000000;30
GAZA;10;231208;142000;788.0000000;788.0000000;788.0000000;788.0000000;10
GAZA;10;231208;144000;787.5000000;788.0000000;787.5000000;788.0000000;20
GAZA;10;231208;150000;789.0000000;789.0000000;789.0000000;789.0000000;20
GAZA;10;231208;151000;780.5000000;788.0000000;780.5000000;788.0000000;30
GAZA;10;231208;152000;780.5000000;789.0000000;780.5000000;789.0000000;20
GAZA;10;231208;153000;780.5000000;780.5000000;780.0000000;780.0000000;20
GAZA;10;231208;171000;780.5000000;780.5000000;776.5000000;776.5000000;50
GAZA;10;231208;175000;784.5000000;784.5000000;784.5000000;784.5000000;10
GAZA;10;231208;181000;784.5000000;784.5000000;784.5000000;784.5000000;20
GAZA;10;231208;183000;785.0000000;785.0000000;785.0000000;785.0000000;20
GAZA;10;231208;184000;785.0000000;785.0000000;785.0000000;785.0000000;50
GAZA;10;231211;100000;793.0000000;804.0000000;783.5000000;784.0000000;70
GAZA;10;231211;101000;788.5000000;788.5000000;784.5000000;784.5000000;50
GAZA;10;231211;102000;785.5000000;785.5000000;785.5000000;785.5000000;10
GAZA;10;231211;105000;792.0000000;793.5000000;792.0000000;793.5000000;20
GAZA;10;231211;111000;783.0000000;783.0000000;783.0000000;783.0000000;10
GAZA;10;231211;112000;782.5000000;782.5000000;776.5000000;776.5000000;130
GAZA;10;231211;113000;777.0000000;777.0000000;775.0000000;775.0000000;60
GAZA;10;231211;114000;772.0000000;773.0000000;763.5000000;773.0000000;70
GAZA;10;231211;121000;769.5000000;769.5000000;769.5000000;769.5000000;10
GAZA;10;231211;122000;766.0000000;769.5000000;765.0000000;769.5000000;90
GAZA;10;231211;131000;769.0000000;769.0000000;769.0000000;769.0000000;50
GAZA;10;231211;134000;769.0000000;769.0000000;763.5000000;763.5000000;70
GAZA;10;231211;140000;771.0000000;772.0000000;771.0000000;772.0000000;20
GAZA;10;231211;142000;763.0000000;763.0000000;763.0000000;763.0000000;10
GAZA;10;231211;145000;764.0000000;764.0000000;761.0000000;761.0000000;100
GAZA;10;231211;150000;760.5000000;760.5000000;760.0000000;760.0000000;90
GAZA;10;231211;151000;763.0000000;763.0000000;763.0000000;763.0000000;10
GAZA;10;231211;153000;760.5000000;760.5000000;760.5000000;760.5000000;10
GAZA;10;231211;154000;760.0000000;760.0000000;754.0000000;754.0000000;170
GAZA;10;231211;155000;752.0000000;752.0000000;752.0000000;752.0000000;10
GAZA;10;231211;162000;753.0000000;753.0000000;753.0000000;753.0000000;30
GAZA;10;231211;164000;753.0000000;753.0000000;750.0000000;750.0000000;100
GAZA;10;231211;165000;752.0000000;752.0000000;752.0000000;752.0000000;10
GAZA;10;231211;170000;747.0000000;747.0000000;718.0000000;727.5000000;1410
GAZA;10;231211;171000;723.5000000;770.0000000;723.0000000;756.0000000;800
GAZA;10;231211;172000;750.5000000;750.5000000;727.5000000;736.0000000;590
GAZA;10;231211;173000;738.0000000;738.0000000;735.0000000;738.0000000;90
GAZA;10;231211;174000;737.5000000;740.0000000;737.5000000;740.0000000;60
GAZA;10;231211;175000;741.5000000;743.0000000;741.5000000;743.0000000;30
GAZA;10;231211;180000;746.5000000;746.5000000;733.5000000;733.5000000;160
GAZA;10;231211;181000;745.0000000;745.5000000;735.0000000;735.0000000;70
GAZA;10;231211;182000;735.0000000;747.5000000;735.0000000;747.5000000;70
GAZA;10;231211;183000;747.5000000;747.5000000;747.5000000;747.5000000;20
GAZA;10;231212;100000;730.0000000;737.5000000;715.0000000;728.5000000;200
GAZA;10;231212;101000;728.5000000;728.5000000;721.0000000;723.5000000;190
GAZA;10;231212;102000;723.5000000;737.0000000;723.0000000;727.5000000;380
GAZA;10;231212;103000;725.0000000;725.0000000;718.0000000;718.0000000;230
GAZA;10;231212;105000;722.5000000;722.5000000;719.0000000;719.0000000;50
GAZA;10;231212;111000;722.5000000;743.5000000;719.0000000;743.5000000;300
GAZA;10;231212;112000;722.0000000;723.0000000;722.0000000;723.0000000;20
GAZA;10;231212;113000;723.5000000;723.5000000;723.0000000;723.0000000;20
GAZA;10;231212;114000;722.0000000;722.0000000;722.0000000;722.0000000;20
GAZA;10;231212;115000;722.0000000;722.0000000;722.0000000;722.0000000;10
GAZA;10;231212;123000;728.5000000;750.0000000;728.5000000;750.0000000;510
GAZA;10;231212;124000;752.0000000;752.0000000;752.0000000;752.0000000;10
GAZA;10;231212;125000;741.5000000;741.5000000;738.0000000;738.0000000;20
GAZA;10;231212;130000;738.0000000;760.0000000;738.0000000;743.0000000;220
GAZA;10;231212;131000;742.5000000;742.5000000;742.5000000;742.5000000;10
GAZA;10;231212;134000;744.5000000;744.5000000;744.5000000;744.5000000;10
GAZA;10;231212;135000;754.0000000;754.0000000;754.0000000;754.0000000;10
GAZA;10;231212;140000;741.5000000;752.5000000;737.5000000;752.5000000;330
GAZA;10;231212;142000;746.5000000;746.5000000;746.5000000;746.5000000;10
GAZA;10;231212;162000;755.5000000;755.5000000;755.5000000;755.5000000;10
GAZA;10;231212;170000;756.0000000;756.0000000;756.0000000;756.0000000;10
GAZA;10;231212;174000;743.5000000;743.5000000;734.0000000;735.5000000;80
GAZA;10;231212;181000;744.5000000;744.5000000;744.5000000;744.5000000;10
GAZA;10;231212;182000;744.5000000;744.5000000;744.5000000;744.5000000;10
GAZA;10;231213;102000;739.0000000;739.0000000;725.0000000;737.0000000;70
GAZA;10;231213;104000;737.5000000;752.0000000;734.5000000;734.5000000;80
GAZA;10;231213;105000;744.0000000;752.0000000;738.5000000;738.5000000;80
GAZA;10;231213;110000;736.0000000;751.0000000;736.0000000;751.0000000;30
GAZA;10;231213;111000;752.0000000;752.0000000;752.0000000;752.0000000;20
GAZA;10;231213;112000;747.0000000;758.5000000;737.5000000;744.0000000;300
GAZA;10;231213;114000;743.0000000;743.0000000;722.0000000;730.5000000;260
GAZA;10;231213;120000;739.0000000;739.0000000;739.0000000;739.0000000;40
GAZA;10;231213;121000;746.0000000;746.0000000;746.0000000;746.0000000;10
GAZA;10;231213;122000;740.0000000;740.0000000;740.0000000;740.0000000;20
GAZA;10;231213;123000;734.5000000;749.0000000;734.0000000;749.0000000;70
GAZA;10;231213;124000;735.5000000;739.5000000;735.5000000;739.5000000;20
GAZA;10;231213;125000;740.0000000;753.0000000;740.0000000;753.0000000;80
GAZA;10;231213;130000;753.0000000;753.0000000;753.0000000;753.0000000;70
GAZA;10;231213;132000;753.0000000;753.0000000;731.0000000;738.0000000;490
GAZA;10;231213;134000;740.5000000;740.5000000;740.5000000;740.5000000;10
GAZA;10;231213;140000;740.5000000;740.5000000;740.5000000;740.5000000;10
GAZA;10;231213;141000;740.5000000;740.5000000;740.5000000;740.5000000;10
GAZA;10;231213;142000;750.5000000;750.5000000;734.5000000;734.5000000;180
GAZA;10;231213;144000;734.5000000;734.5000000;734.5000000;734.5000000;20
GAZA;10;231213;145000;734.5000000;734.5000000;734.5000000;734.5000000;10
GAZA;10;231213;150000;734.0000000;742.5000000;734.0000000;742.5000000;20
GAZA;10;231213;152000;742.0000000;742.0000000;736.0000000;736.0000000;120
GAZA;10;231213;155000;737.0000000;737.0000000;737.0000000;737.0000000;10
GAZA;10;231213;162000;742.5000000;742.5000000;742.5000000;742.5000000;10
GAZA;10;231213;171000;742.5000000;742.5000000;742.5000000;742.5000000;10
GAZA;10;231213;174000;743.0000000;743.0000000;743.0000000;743.0000000;20
GAZA;10;231213;175000;743.5000000;743.5000000;743.5000000;743.5000000;60
GAZA;10;231213;180000;743.5000000;743.5000000;743.5000000;743.5000000;10
GAZA;10;231213;181000;737.0000000;737.0000000;737.0000000;737.0000000;10
GAZA;10;231213;182000;737.0000000;737.0000000;737.0000000;737.0000000;30
