,code,year,hdi,country,epi,population,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission
1876,CIV,1929,0.04,,,,,,,
1877,CUB,1929,0.19,,,,,,,
1878,CYP,1929,0.19,,,,,,,
1879,CZE,1929,0.3,,,,,,,
1880,COD,1929,0.03,,,,,,,
1881,DNK,1929,0.38,,,,,,,
1882,ECU,1929,0.1,,,,,,,
1883,EGY,1929,0.08,,,,,,,
1884,SLV,1929,0.08,,,,,,,
1885,SWZ,1929,0.06,,,,,,,
1886,ETH,1929,0.03,,,,,,,
1887,FIN,1929,0.27,,,,,,,
1888,FRA,1929,0.33,,,,,,,
1889,GAB,1929,0.04,,,,,,,
1890,GMB,1929,0.03,,,,,,,
1891,DEU,1929,0.37,,,,,,,
1892,GHA,1929,0.06,,,,,,,
1893,GRC,1929,0.22,,,,,,,
1894,GTM,1929,0.07,,,,,,,
1895,GIN,1929,0.03,,,,,,,
1896,GNB,1929,0.02,,,,,,,
1897,HND,1929,0.11,,,,,,,
1898,HUN,1929,0.26,,,,,,,
1899,IND,1929,0.07,,,,,,,
1900,IDN,1929,0.07,,,,,,,
1901,IRL,1929,0.33,,,,,,,
1902,ITA,1929,0.25,,,,,,,
1903,JAM,1929,0.17,,,,,,,
1904,JPN,1929,0.26,,,,,,,
1905,KEN,1929,0.05,,,,,,,
1906,LSO,1929,0.07,,,,,,,
1907,LBR,1929,0.04,,,,,,,
1908,LBY,1929,0.07,,,,,,,
1909,MDG,1929,0.09,,,,,,,
1910,MWI,1929,0.05,,,,,,,
1911,MYS,1929,0.09,,,,,,,
1912,MLI,1929,0.03,,,,,,,
1913,MRT,1929,0.02,,,,,,,
1914,MUS,1929,0.12,,,,,,,
1915,MEX,1929,0.12,,,,,,,
1916,MAR,1929,0.05,,,,,,,
1917,MOZ,1929,0.04,,,,,,,
1918,MMR,1929,0.09,,,,,,,
1919,NAM,1929,0.09,,,,,,,
1920,NLD,1929,0.4,,,,,,,
1921,NZL,1929,0.42,,,,,,,
1922,NIC,1929,0.09,,,,,,,
1923,NER,1929,0.02,,,,,,,
1924,NGA,1929,0.04,,,,,,,
1925,NOR,1929,0.37,,,,,,,
1926,PER,1929,0.12,,,,,,,
1927,PHL,1929,0.15,,,,,,,
1928,POL,1929,0.23,,,,,,,
1929,PRT,1929,0.16,,,,,,,
1930,PRI,1929,0.17,,,,,,,
1931,ROU,1929,0.17,,,,,,,
1932,RUS,1929,0.18,,,,,,,
1933,RWA,1929,0.04,,,,,,,
1934,SEN,1929,0.04,,,,,,,
1935,SRB,1929,0.17,,,,,,,
1936,SLE,1929,0.03,,,,,,,
1937,ZAF,1929,0.13,,,,,,,
1938,KOR,1929,0.1,,,,,,,
1939,ESP,1929,0.23,,,,,,,
1940,LKA,1929,0.13,,,,,,,
1941,SDN,1929,0.04,,,,,,,
1942,SWE,1929,0.36,,,,,,,
1943,CHE,1929,0.38,,,,,,,
1944,TWN,1929,0.12,,,,,,,
1945,TZA,1929,0.05,,,,,,,
1946,THA,1929,0.09,,,,,,,
1947,TGO,1929,0.03,,,,,,,
1948,TUN,1929,0.08,,,,,,,
1949,TUR,1929,0.09,,,,,,,
1950,UGA,1929,0.07,,,,,,,
1951,GBR,1929,0.37,,,,,,,
1952,USA,1929,0.38,,,,,,,
1953,URY,1929,0.26,,,,,,,
1954,VEN,1929,0.1,,,,,,,
1955,ZMB,1929,0.07,,,,,,,
1956,ZWE,1929,0.07,,,,,,,
1957,ALB,1933,0.09,,,,,,,
1958,DZA,1933,0.08,,,,,,,
1959,AGO,1933,0.03,,,,,,,
1960,ARG,1933,0.26,,,,,,,
1961,AUS,1933,0.4,,,,,,,
1962,AUT,1933,0.35,,,,,,,
1963,BEL,1933,0.34,,,,,,,
1964,BEN,1933,0.04,,,,,,,
1965,BOL,1933,0.1,,,,,,,
1966,BWA,1933,0.06,,,,,,,
1967,BRA,1933,0.12,,,,,,,
1968,BGR,1933,0.23,,,,,,,
1969,BFA,1933,0.03,,,,,,,
1970,BDI,1933,0.04,,,,,,,
1971,KHM,1933,0.05,,,,,,,
1972,CMR,1933,0.05,,,,,,,
1973,CAN,1933,0.38,,,,,,,
1974,CAF,1933,0.02,,,,,,,
1975,TCD,1933,0.03,,,,,,,
1976,CHL,1933,0.18,,,,,,,
1977,CHN,1933,0.08,,,,,,,
1978,COL,1933,0.13,,,,,,,
1979,COG,1933,0.04,,,,,,,
1980,CRI,1933,0.19,,,,,,,
1981,CIV,1933,0.04,,,,,,,
1982,CUB,1933,0.19,,,,,,,
1983,CYP,1933,0.2,,,,,,,
1984,CZE,1933,0.32,,,,,,,
1985,COD,1933,0.04,,,,,,,
1986,DNK,1933,0.39,,,,,,,
1987,ECU,1933,0.11,,,,,,,
1988,EGY,1933,0.08,,,,,,,
1989,SLV,1933,0.09,,,,,,,
1990,SWZ,1933,0.07,,,,,,,
1991,ETH,1933,0.03,,,,,,,
1992,FIN,1933,0.29,,,,,,,
1993,FRA,1933,0.35,,,,,,,
1994,GAB,1933,0.04,,,,,,,
1995,GMB,1933,0.03,,,,,,,
1996,DEU,1933,0.38,,,,,,,
1997,GHA,1933,0.06,,,,,,,
1998,GRC,1933,0.24,,,,,,,
1999,GTM,1933,0.07,,,,,,,
2000,GIN,1933,0.03,,,,,,,
2001,GNB,1933,0.02,,,,,,,
2002,HND,1933,0.1,,,,,,,
2003,HUN,1933,0.28,,,,,,,
2004,IND,1933,0.07,,,,,,,
2005,IDN,1933,0.07,,,,,,,
2006,IRL,1933,0.33,,,,,,,
2007,ITA,1933,0.26,,,,,,,
2008,JAM,1933,0.17,,,,,,,
2009,JPN,1933,0.28,,,,,,,
2010,KEN,1933,0.05,,,,,,,
2011,LSO,1933,0.09,,,,,,,
2012,LBR,1933,0.04,,,,,,,
2013,LBY,1933,0.07,,,,,,,
2014,MDG,1933,0.09,,,,,,,
2015,MWI,1933,0.06,,,,,,,
2016,MYS,1933,0.1,,,,,,,
2017,MLI,1933,0.03,,,,,,,
2018,MRT,1933,0.03,,,,,,,
2019,MUS,1933,0.12,,,,,,,
2020,MEX,1933,0.13,,,,,,,
2021,MAR,1933,0.06,,,,,,,
2022,MOZ,1933,0.05,,,,,,,
2023,MMR,1933,0.09,,,,,,,
2024,NAM,1933,0.08,,,,,,,
2025,NLD,1933,0.4,,,,,,,
2026,NZL,1933,0.41,,,,,,,
2027,NIC,1933,0.1,,,,,,,
2028,NER,1933,0.03,,,,,,,
2029,NGA,1933,0.05,,,,,,,
2030,NOR,1933,0.38,,,,,,,
2031,PER,1933,0.12,,,,,,,
2032,PHL,1933,0.15,,,,,,,
2033,POL,1933,0.24,,,,,,,
2034,PRT,1933,0.17,,,,,,,
2035,PRI,1933,0.18,,,,,,,
2036,ROU,1933,0.19,,,,,,,
2037,RUS,1933,0.21,,,,,,,
2038,RWA,1933,0.05,,,,,,,
2039,SEN,1933,0.04,,,,,,,
2040,SRB,1933,0.18,,,,,,,
2041,SLE,1933,0.03,,,,,,,
2042,ZAF,1933,0.14,,,,,,,
2043,KOR,1933,0.11,,,,,,,
2044,ESP,1933,0.25,,,,,,,
2045,LKA,1933,0.14,,,,,,,
2046,SDN,1933,0.04,,,,,,,
2047,SWE,1933,0.37,,,,,,,
2048,CHE,1933,0.39,,,,,,,
2049,TWN,1933,0.14,,,,,,,
2050,TZA,1933,0.05,,,,,,,
2051,THA,1933,0.11,,,,,,,
2052,TGO,1933,0.04,,,,,,,
2053,TUN,1933,0.08,,,,,,,
2054,TUR,1933,0.1,,,,,,,
2055,UGA,1933,0.07,,,,,,,
2056,GBR,1933,0.37,,,,,,,
2057,USA,1933,0.38,,,,,,,
2058,URY,1933,0.26,,,,,,,
2059,VEN,1933,0.11,,,,,,,
2060,ZMB,1933,0.09,,,,,,,
2061,ZWE,1933,0.07,,,,,,,
2062,ALB,1938,0.12,,,,,,,
2063,DZA,1938,0.08,,,,,,,
2064,AGO,1938,0.03,,,,,,,
2065,ARG,1938,0.28,,,,,,,
2066,AUS,1938,0.42,,,,,,,
2067,AUT,1938,0.37,,,,,,,
2068,BEL,1938,0.36,,,,,,,
2069,BEN,1938,0.05,,,,,,,
2070,BOL,1938,0.11,,,,,,,
2071,BWA,1938,0.07,,,,,,,
2072,BRA,1938,0.13,,,,,,,
2073,BGR,1938,0.26,,,,,,,
2074,BFA,1938,0.03,,,,,,,
2075,BDI,1938,0.05,,,,,,,
2076,KHM,1938,0.06,,,,,,,
2077,CMR,1938,0.06,,,,,,,
2078,CAN,1938,0.41,,,,,,,
2079,CAF,1938,0.03,,,,,,,
2080,TCD,1938,0.03,,,,,,,
2081,CHL,1938,0.2,,,,,,,
2082,CHN,1938,0.09,,,,,,,
2083,COL,1938,0.14,,,,,,,
2084,COG,1938,0.05,,,,,,,
2085,CRI,1938,0.21,,,,,,,
2086,CIV,1938,0.04,,,,,,,
2087,CUB,1938,0.21,,,,,,,
2088,CYP,1938,0.23,,,,,,,
2089,CZE,1938,0.35,,,,,,,
2090,COD,1938,0.06,,,,,,,
2091,DNK,1938,0.4,,,,,,,
2092,ECU,1938,0.12,,,,,,,
2093,EGY,1938,0.09,,,,,,,
2094,SLV,1938,0.11,,,,,,,
2095,SWZ,1938,0.08,,,,,,,
2096,ETH,1938,0.03,,,,,,,
2097,FIN,1938,0.32,,,,,,,
2098,FRA,1938,0.36,,,,,,,
2099,GAB,1938,0.05,,,,,,,
2100,GMB,1938,0.04,,,,,,,
2101,DEU,1938,0.41,,,,,,,
2102,GHA,1938,0.07,,,,,,,
2103,GRC,1938,0.26,,,,,,,
2104,GTM,1938,0.09,,,,,,,
2105,GIN,1938,0.04,,,,,,,
2106,GNB,1938,0.02,,,,,,,
2107,HND,1938,0.11,,,,,,,
2108,HUN,1938,0.3,,,,,,,
2109,IND,1938,0.08,,,,,,,
2110,IDN,1938,0.08,,,,,,,
2111,IRL,1938,0.34,,,,,,,
2112,ITA,1938,0.29,,,,,,,
2113,JAM,1938,0.2,,,,,,,
2114,JPN,1938,0.3,,,,,,,
2115,KEN,1938,0.06,,,,,,,
2116,LSO,1938,0.1,,,,,,,
2117,LBR,1938,0.05,,,,,,,
2118,LBY,1938,0.08,,,,,,,
2119,MDG,1938,0.1,,,,,,,
2120,MWI,1938,0.07,,,,,,,
2121,MYS,1938,0.12,,,,,,,
2122,MLI,1938,0.03,,,,,,,
2123,MRT,1938,0.03,,,,,,,
2124,MUS,1938,0.12,,,,,,,
2125,MEX,1938,0.15,,,,,,,
2126,MAR,1938,0.06,,,,,,,
2127,MOZ,1938,0.06,,,,,,,
2128,MMR,1938,0.1,,,,,,,
2129,NAM,1938,0.08,,,,,,,
2130,NLD,1938,0.42,,,,,,,
2131,NZL,1938,0.43,,,,,,,
2132,NIC,1938,0.11,,,,,,,
2133,NER,1938,0.03,,,,,,,
2134,NGA,1938,0.06,,,,,,,
2135,NOR,1938,0.41,,,,,,,
2136,PER,1938,0.14,,,,,,,
2137,PHL,1938,0.18,,,,,,,
2138,POL,1938,0.27,,,,,,,
2139,PRT,1938,0.18,,,,,,,
2140,PRI,1938,0.2,,,,,,,
2141,ROU,1938,0.22,,,,,,,
2142,RUS,1938,0.27,,,,,,,
2143,RWA,1938,0.04,,,,,,,
2144,SEN,1938,0.06,,,,,,,
2145,SRB,1938,0.2,,,,,,,
2146,SLE,1938,0.04,,,,,,,
2147,ZAF,1938,0.15,,,,,,,
2148,KOR,1938,0.16,,,,,,,
2149,ESP,1938,0.24,,,,,,,
2150,LKA,1938,0.18,,,,,,,
2151,SDN,1938,0.04,,,,,,,
2152,SWE,1938,0.38,,,,,,,
2153,CHE,1938,0.41,,,,,,,
2154,TWN,1938,0.16,,,,,,,
2155,TZA,1938,0.05,,,,,,,
2156,THA,1938,0.13,,,,,,,
2157,TGO,1938,0.04,,,,,,,
2158,TUN,1938,0.08,,,,,,,
2159,TUR,1938,0.12,,,,,,,
2160,UGA,1938,0.08,,,,,,,
2161,GBR,1938,0.39,,,,,,,
2162,USA,1938,0.42,,,,,,,
2163,URY,1938,0.29,,,,,,,
2164,VEN,1938,0.13,,,,,,,
2165,ZMB,1938,0.1,,,,,,,
2166,ZWE,1938,0.09,,,,,,,
2167,ALB,2000,0.42,Albania,"59,0",,,,,
2168,ALB,2005,0.46,Albania,"65,2",,,,,
2169,ALB,2007,0.51,Albania,"66,9",,,,,
2170,ALB,2010,0.53,Albania,"65,9",,,,,
2171,DZA,1870,0.05,,,,,,,
2172,AGO,1870,0.03,,,,,,,
2173,ARG,1870,0.09,,,,,,,
2174,AUS,1870,0.23,,,,,,,
2175,AUT,1870,0.15,,,,,,,
2176,BEL,1870,0.2,,,,,,,
2177,BEN,1870,0.02,,,,,,,
2178,BOL,1870,0.04,,,,,,,
2179,BWA,1870,0.02,,,,,,,
2180,BRA,1870,0.05,,,,,,,
2181,BGR,1870,0.09,,,,,,,
2182,BFA,1870,0.02,,,,,,,
2183,BDI,1870,0.02,,,,,,,
2184,KHM,1870,0.02,,,,,,,
2185,CMR,1870,0.03,,,,,,,
2186,CAN,1870,0.21,,,,,,,
2187,CAF,1870,0.02,,,,,,,
2188,TCD,1870,0.02,,,,,,,
2189,CHL,1870,0.07,,,,,,,
2190,CHN,1870,0.04,,,,,,,
2191,COL,1870,0.06,,,,,,,
2192,COG,1870,0.02,,,,,,,
2193,CIV,1870,0.03,,,,,,,
2194,CUB,1870,0.08,,,,,,,
2195,CZE,1870,0.15,,,,,,,
2196,COD,1870,0.02,,,,,,,
2197,DNK,1870,0.24,,,,,,,
2198,ECU,1870,0.04,,,,,,,
2199,EGY,1870,0.04,,,,,,,
2200,SWZ,1870,0.02,,,,,,,
2201,ETH,1870,0.02,,,,,,,
2202,FIN,1870,0.08,,,,,,,
2203,FRA,1870,0.19,,,,,,,
2204,GAB,1870,0.03,,,,,,,
2205,DEU,1870,0.22,,,,,,,
2206,GHA,1870,0.02,,,,,,,
2207,GRC,1870,0.11,,,,,,,
2208,GIN,1870,0.02,,,,,,,
2209,GNB,1870,0.02,,,,,,,
2210,HKG,1870,0.05,,,,,,,
2211,HUN,1870,0.1,,,,,,,
2212,IND,1870,0.03,,,,,,,
2213,IDN,1870,0.02,,,,,,,
2214,IRN,1870,0.03,,,,,,,
2215,IRQ,1870,0.03,,,,,,,
2216,IRL,1870,0.17,,,,,,,
2217,ITA,1870,0.12,,,,,,,
2218,JAM,1870,0.08,,,,,,,
2219,JPN,1870,0.09,,,,,,,
2220,KEN,1870,0.04,,,,,,,
2221,LSO,1870,0.03,,,,,,,
2222,LBR,1870,0.02,,,,,,,
2223,LBY,1870,0.03,,,,,,,
2224,MDG,1870,0.04,,,,,,,
2225,MWI,1870,0.02,,,,,,,
2226,MYS,1870,0.03,,,,,,,
2227,MLI,1870,0.02,,,,,,,
2228,MRT,1870,0.02,,,,,,,
2229,MUS,1870,0.05,,,,,,,
2230,MEX,1870,0.05,,,,,,,
2231,MAR,1870,0.03,,,,,,,
2232,MOZ,1870,0.03,,,,,,,
2233,MMR,1870,0.04,,,,,,,
2234,NAM,1870,0.04,,,,,,,
2235,NPL,1870,0.02,,,,,,,
2236,NLD,1870,0.21,,,,,,,
2237,NZL,1870,0.24,,,,,,,
2238,NER,1870,0.02,,,,,,,
2239,NGA,1870,0.02,,,,,,,
2240,NOR,1870,0.25,,,,,,,
2241,PER,1870,0.05,,,,,,,
2242,PHL,1870,0.05,,,,,,,
2243,POL,1870,0.1,,,,,,,
2244,PRT,1870,0.1,,,,,,,
2245,ROU,1870,0.07,,,,,,,
2246,RUS,1870,0.06,,,,,,,
2247,RWA,1870,0.02,,,,,,,
2248,SAU,1870,0.02,,,,,,,
2249,SEN,1870,0.03,,,,,,,
2250,SRB,1870,0.06,,,,,,,
2251,SLE,1870,0.04,,,,,,,
2252,SGP,1870,0.03,,,,,,,
2253,ZAF,1870,0.06,,,,,,,
2254,KOR,1870,0.02,,,,,,,
2255,ESP,1870,0.11,,,,,,,
2256,LKA,1870,0.05,,,,,,,
2257,SDN,1870,0.02,,,,,,,
2258,SWE,1870,0.22,,,,,,,
2259,CHE,1870,0.24,,,,,,,
2260,SYR,1870,0.04,,,,,,,
2261,TWN,1870,0.02,,,,,,,
2262,TZA,1870,0.02,,,,,,,
2263,THA,1870,0.02,,,,,,,
2264,TGO,1870,0.02,,,,,,,
2265,TUN,1870,0.03,,,,,,,
2266,TUR,1870,0.04,,,,,,,
2267,UGA,1870,0.02,,,,,,,
2268,GBR,1870,0.21,,,,,,,
2269,USA,1870,0.23,,,,,,,
2270,VEN,1870,0.04,,,,,,,
2271,VNM,1870,0.02,,,,,,,
2272,ZMB,1870,0.02,,,,,,,
2273,ZWE,1870,0.02,,,,,,,
2274,DZA,1880,0.05,,,,,,,
2275,AGO,1880,0.03,,,,,,,
2276,ARG,1880,0.1,,,,,,,
2277,AUS,1880,0.27,,,,,,,
2278,AUT,1880,0.18,,,,,,,
2279,BEL,1880,0.22,,,,,,,
2280,BEN,1880,0.02,,,,,,,
2281,BOL,1880,0.04,,,,,,,
2282,BWA,1880,0.02,,,,,,,
2283,BRA,1880,0.06,,,,,,,
2284,BGR,1880,0.1,,,,,,,
2285,BFA,1880,0.02,,,,,,,
2286,BDI,1880,0.02,,,,,,,
2287,KHM,1880,0.02,,,,,,,
2288,CMR,1880,0.03,,,,,,,
2289,CAN,1880,0.23,,,,,,,
2290,CAF,1880,0.02,,,,,,,
2291,TCD,1880,0.02,,,,,,,
2292,CHL,1880,0.07,,,,,,,
2293,CHN,1880,0.04,,,,,,,
2294,COL,1880,0.06,,,,,,,
2295,COG,1880,0.02,,,,,,,
2296,CIV,1880,0.03,,,,,,,
2297,CUB,1880,0.1,,,,,,,
2298,CZE,1880,0.16,,,,,,,
2299,COD,1880,0.02,,,,,,,
2300,DNK,1880,0.24,,,,,,,
2301,ECU,1880,0.05,,,,,,,
2302,EGY,1880,0.04,,,,,,,
2303,SWZ,1880,0.03,,,,,,,
2304,ETH,1880,0.02,,,,,,,
2305,FIN,1880,0.09,,,,,,,
2306,FRA,1880,0.21,,,,,,,
2307,GAB,1880,0.03,,,,,,,
2308,DEU,1880,0.23,,,,,,,
2309,GHA,1880,0.03,,,,,,,
2310,GRC,1880,0.12,,,,,,,
2311,GIN,1880,0.02,,,,,,,
2312,GNB,1880,0.02,,,,,,,
2313,HUN,1880,0.13,,,,,,,
2314,IND,1880,0.03,,,,,,,
2315,IDN,1880,0.02,,,,,,,
2316,IRL,1880,0.2,,,,,,,
2317,ITA,1880,0.13,,,,,,,
2318,JAM,1880,0.1,,,,,,,
2319,JPN,1880,0.13,,,,,,,
2320,KEN,1880,0.04,,,,,,,
2321,LSO,1880,0.04,,,,,,,
2322,LBR,1880,0.02,,,,,,,
2323,LBY,1880,0.04,,,,,,,
2324,MDG,1880,0.05,,,,,,,
2325,MWI,1880,0.02,,,,,,,
2326,MYS,1880,0.04,,,,,,,
2327,MLI,1880,0.02,,,,,,,
2328,MRT,1880,0.02,,,,,,,
2329,MUS,1880,0.06,,,,,,,
2330,MEX,1880,0.06,,,,,,,
2331,MAR,1880,0.03,,,,,,,
2332,MOZ,1880,0.03,,,,,,,
2333,MMR,1880,0.04,,,,,,,
2334,NAM,1880,0.04,,,,,,,
2335,NLD,1880,0.23,,,,,,,
2336,NZL,1880,0.29,,,,,,,
2337,NER,1880,0.02,,,,,,,
2338,NGA,1880,0.02,,,,,,,
2339,NOR,1880,0.26,,,,,,,
2340,PER,1880,0.05,,,,,,,
2341,PHL,1880,0.05,,,,,,,
2342,POL,1880,0.12,,,,,,,
2343,PRT,1880,0.11,,,,,,,
2344,ROU,1880,0.08,,,,,,,
2345,RUS,1880,0.07,,,,,,,
2346,RWA,1880,0.02,,,,,,,
2347,SEN,1880,0.03,,,,,,,
2348,SRB,1880,0.08,,,,,,,
2349,SLE,1880,0.03,,,,,,,
2350,ZAF,1880,0.08,,,,,,,
2351,KOR,1880,0.03,,,,,,,
2352,ESP,1880,0.11,,,,,,,
2353,LKA,1880,0.07,,,,,,,
2354,SDN,1880,0.02,,,,,,,
2355,SWE,1880,0.25,,,,,,,
2356,CHE,1880,0.26,,,,,,,
2357,TWN,1880,0.02,,,,,,,
2358,TZA,1880,0.02,,,,,,,
2359,THA,1880,0.03,,,,,,,
2360,TGO,1880,0.02,,,,,,,
2361,TUN,1880,0.03,,,,,,,
2362,TUR,1880,0.04,,,,,,,
2363,UGA,1880,0.02,,,,,,,
2364,GBR,1880,0.23,,,,,,,
2365,USA,1880,0.22,,,,,,,
2366,URY,1880,0.14,,,,,,,
2367,VEN,1880,0.06,,,,,,,
2368,ZMB,1880,0.02,,,,,,,
2369,ZWE,1880,0.02,,,,,,,
2370,DZA,1890,0.05,,,,,,,
2371,AGO,1890,0.03,,,,,,,
2372,ARG,1890,0.14,,,,,,,
2373,AUS,1890,0.28,,,,,,,
2374,AUT,1890,0.21,,,,,,,
2375,BEL,1890,0.23,,,,,,,
2376,BEN,1890,0.02,,,,,,,
2377,BOL,1890,0.05,,,,,,,
2378,BWA,1890,0.03,,,,,,,
2379,BRA,1890,0.07,,,,,,,
2380,BGR,1890,0.11,,,,,,,
2381,BFA,1890,0.02,,,,,,,
2382,BDI,1890,0.02,,,,,,,
2383,KHM,1890,0.02,,,,,,,
2384,CMR,1890,0.03,,,,,,,
2385,CAN,1890,0.25,,,,,,,
2386,CAF,1890,0.02,,,,,,,
2387,TCD,1890,0.02,,,,,,,
2388,CHL,1890,0.09,,,,,,,
2389,CHN,1890,0.05,,,,,,,
2390,COL,1890,0.06,,,,,,,
2391,COG,1890,0.02,,,,,,,
2392,CIV,1890,0.03,,,,,,,
2393,CUB,1890,0.12,,,,,,,
2394,CZE,1890,0.19,,,,,,,
2395,COD,1890,0.02,,,,,,,
2396,DNK,1890,0.27,,,,,,,
2397,ECU,1890,0.05,,,,,,,
2398,EGY,1890,0.04,,,,,,,
2399,SWZ,1890,0.04,,,,,,,
2400,ETH,1890,0.02,,,,,,,
2401,FIN,1890,0.12,,,,,,,
2402,FRA,1890,0.24,,,,,,,
2403,GAB,1890,0.03,,,,,,,
2404,DEU,1890,0.27,,,,,,,
2405,GHA,1890,0.03,,,,,,,
2406,GRC,1890,0.13,,,,,,,
2407,GIN,1890,0.02,,,,,,,
2408,GNB,1890,0.02,,,,,,,
2409,HUN,1890,0.15,,,,,,,
2410,IND,1890,0.04,,,,,,,
2411,IDN,1890,0.02,,,,,,,
2412,IRL,1890,0.22,,,,,,,
2413,ITA,1890,0.15,,,,,,,
2414,JAM,1890,0.12,,,,,,,
2415,JPN,1890,0.14,,,,,,,
2416,KEN,1890,0.04,,,,,,,
2417,LSO,1890,0.05,,,,,,,
2418,LBR,1890,0.02,,,,,,,
2419,LBY,1890,0.04,,,,,,,
2420,MDG,1890,0.05,,,,,,,
2421,MWI,1890,0.03,,,,,,,
2422,MYS,1890,0.04,,,,,,,
2423,MLI,1890,0.02,,,,,,,
2424,MRT,1890,0.02,,,,,,,
2425,MUS,1890,0.07,,,,,,,
2426,MEX,1890,0.06,,,,,,,
2427,MAR,1890,0.03,,,,,,,
2428,MOZ,1890,0.03,,,,,,,
2429,MMR,1890,0.06,,,,,,,
2430,NAM,1890,0.06,,,,,,,
2431,NLD,1890,0.26,,,,,,,
2432,NZL,1890,0.3,,,,,,,
2433,NER,1890,0.02,,,,,,,
2434,NGA,1890,0.02,,,,,,,
2435,NOR,1890,0.28,,,,,,,
2436,PER,1890,0.05,,,,,,,
2437,PHL,1890,0.06,,,,,,,
2438,POL,1890,0.13,,,,,,,
2439,PRT,1890,0.13,,,,,,,
2440,ROU,1890,0.09,,,,,,,
2441,RUS,1890,0.08,,,,,,,
2442,RWA,1890,0.02,,,,,,,
2443,SEN,1890,0.03,,,,,,,
2444,SRB,1890,0.1,,,,,,,
2445,SLE,1890,0.04,,,,,,,
2446,ZAF,1890,0.09,,,,,,,
2447,KOR,1890,0.03,,,,,,,
2448,ESP,1890,0.13,,,,,,,
2449,LKA,1890,0.09,,,,,,,
2450,SDN,1890,0.02,,,,,,,
2451,SWE,1890,0.27,,,,,,,
2452,CHE,1890,0.29,,,,,,,
2453,TWN,1890,0.02,,,,,,,
2454,TZA,1890,0.02,,,,,,,
2455,THA,1890,0.03,,,,,,,
2456,TGO,1890,0.02,,,,,,,
2457,TUN,1890,0.03,,,,,,,
2458,TUR,1890,0.05,,,,,,,
2459,UGA,1890,0.02,,,,,,,
2460,GBR,1890,0.26,,,,,,,
2461,USA,1890,0.26,,,,,,,
2462,URY,1890,0.16,,,,,,,
2463,VEN,1890,0.07,,,,,,,
2464,ZMB,1890,0.02,,,,,,,
2465,ZWE,1890,0.02,,,,,,,
2466,DZA,1900,0.06,,,,,,,
2467,AGO,1900,0.03,,,,,,,
2468,ARG,1900,0.16,,,,,,,
2469,AUS,1900,0.31,,,,,,,
2470,AUT,1900,0.24,,,,,,,
2471,BEL,1900,0.25,,,,,,,
2472,BEN,1900,0.03,,,,,,,
2473,BOL,1900,0.06,,,,,,,
2474,BWA,1900,0.04,,,,,,,
2475,BRA,1900,0.08,,,,,,,
2476,BGR,1900,0.13,,,,,,,
2477,BFA,1900,0.02,,,,,,,
2478,BDI,1900,0.02,,,,,,,
2479,KHM,1900,0.02,,,,,,,
2480,CMR,1900,0.03,,,,,,,
2481,CAN,1900,0.27,,,,,,,
2482,CAF,1900,0.02,,,,,,,
2483,TCD,1900,0.02,,,,,,,
2484,CHL,1900,0.11,,,,,,,
2485,CHN,1900,0.04,,,,,,,
2486,COL,1900,0.08,,,,,,,
2487,COG,1900,0.02,,,,,,,
2488,CIV,1900,0.03,,,,,,,
2489,CUB,1900,0.13,,,,,,,
2490,CZE,1900,0.22,,,,,,,
2491,COD,1900,0.02,,,,,,,
2492,DNK,1900,0.31,,,,,,,
2493,ECU,1900,0.07,,,,,,,
2494,EGY,1900,0.05,,,,,,,
2495,SWZ,1900,0.04,,,,,,,
2496,ETH,1900,0.02,,,,,,,
2497,FIN,1900,0.15,,,,,,,
2498,FRA,1900,0.26,,,,,,,
2499,GAB,1900,0.03,,,,,,,
2500,DEU,1900,0.29,,,,,,,
2501,GHA,1900,0.04,,,,,,,
2502,GRC,1900,0.15,,,,,,,
2503,GIN,1900,0.02,,,,,,,
2504,GNB,1900,0.02,,,,,,,
2505,HUN,1900,0.17,,,,,,,
2506,IND,1900,0.04,,,,,,,
2507,IDN,1900,0.02,,,,,,,
2508,IRL,1900,0.24,,,,,,,
2509,ITA,1900,0.17,,,,,,,
2510,JAM,1900,0.13,,,,,,,
2511,JPN,1900,0.18,,,,,,,
2512,KEN,1900,0.04,,,,,,,
2513,LSO,1900,0.06,,,,,,,
2514,LBR,1900,0.03,,,,,,,
2515,LBY,1900,0.04,,,,,,,
2516,MDG,1900,0.06,,,,,,,
2517,MWI,1900,0.03,,,,,,,
2518,MYS,1900,0.05,,,,,,,
2519,MLI,1900,0.02,,,,,,,
2520,MRT,1900,0.02,,,,,,,
2521,MUS,1900,0.08,,,,,,,
2522,MEX,1900,0.07,,,,,,,
2523,MAR,1900,0.04,,,,,,,
2524,MOZ,1900,0.03,,,,,,,
2525,MMR,1900,0.06,,,,,,,
2526,NAM,1900,0.07,,,,,,,
2527,NLD,1900,0.29,,,,,,,
2528,NZL,1900,0.33,,,,,,,
2529,NER,1900,0.02,,,,,,,
2530,NGA,1900,0.02,,,,,,,
2531,NOR,1900,0.3,,,,,,,
2532,PER,1900,0.06,,,,,,,
2533,PHL,1900,0.06,,,,,,,
2534,POL,1900,0.15,,,,,,,
2535,PRT,1900,0.13,,,,,,,
2536,ROU,1900,0.11,,,,,,,
2537,RUS,1900,0.1,,,,,,,
2538,RWA,1900,0.02,,,,,,,
2539,SEN,1900,0.03,,,,,,,
