,code,year,hdi,country,epi,population,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission
3299,BHR,2001,,Bahrain,..,,,,,
3300,BHS,2001,,Bahamas,..,,,,,
3301,BIH,2001,,Bosnia and Herzegovina,"38,5",,,,,
3302,BLR,2001,,Belarus,"49,8",,,,,
3303,BLZ,2001,,Belize,..,,,,,
3304,BMU,2001,,Bermuda,..,,,,,
3305,BOL,2001,,Bolivia,"54,0",,,,,
3306,BRA,2001,,Brazil,"55,0",,,,,
3307,BRB,2001,,Barbados,..,,,,,
3308,BRN,2001,,Brunei Darussalam,"62,7",,,,,
3309,BTN,2001,,Bhutan,..,,,,,
3310,BWA,2001,,Botswana,"49,3",,,,,
3311,CAF,2001,,Central African Republic,..,,,,,
3312,CAN,2001,,Canada,"56,0",31020902.0,23822.0601178964,16.3315689530885,3477539.94,636840.026855469
3313,CHE,2001,,Switzerland,"77,0",,,,,
3314,CHL,2001,,Chile,"54,5",,,,,
3315,CHN,2001,,China,"42,6",,,,,
3316,CIV,2001,,Cote d'Ivoire,"51,6",,,,,
3317,CMR,2001,,Cameroon,"42,5",,,,,
3318,COD,2001,,Dem. Rep. Congo,"46,0",,,,,
3319,COG,2001,,Congo,"48,3",,,,,
3320,COK,2001,,Cook Islands,..,,,,,
3321,COL,2001,,Colombia,"58,6",,,,,
3322,COM,2001,,Comoros,..,,,,,
3323,CPV,2001,,Cape Verde,..,,,,,
3324,CRI,2001,,Costa Rica,"66,7",,,,,
3325,CUB,2001,,Cuba,"53,8",,,,,
3326,CYM,2001,,Cayman Islands,..,,,,,
3327,CYP,2001,,Cyprus,"56,5",,,,,
3328,CZE,2001,,Czech Republic,"60,7",,,,,
3329,DEU,2001,,Germany,"66,7",,,,,
3330,DJI,2001,,Djibouti,..,,,,,
3331,DMA,2001,,Dominica,..,,,,,
3332,DNK,2001,,Denmark,"60,9",,,,,
3333,DOM,2001,,Dominican Republic,"51,6",,,,,
3334,DZA,2001,,Algeria,"47,6",,,,,
3335,ECU,2001,,Ecuador,"56,3",,,,,
3336,EGY,2001,,Egypt,"50,6",,,,,
3337,ERI,2001,,Eritrea,"35,2",,,,,
3338,ESH,2001,,Western Sahara,..,,,,,
3339,ESP,2001,,Spain,"56,3",,,,,
3340,EST,2001,,Estonia,"56,1",,,,,
3341,ETH,2001,,Ethiopia,"51,7",,,,,
3342,FIN,2001,,Finland,"61,8",,,,,
3343,FJI,2001,,Fiji,..,,,,,
3344,FLK,2001,,Falkland Islands,..,,,,,
3345,FRA,2001,,France,"61,8",,,,,
3346,FRO,2001,,Faeroe Islands,..,,,,,
3347,FSM,2001,,Micronesia,..,,,,,
3348,GAB,2001,,Gabon,"50,5",,,,,
3349,GBR,2001,,United Kingdom,"61,5",,,,,
3350,GEO,2001,,Georgia,"54,7",,,,,
3351,GHA,2001,,Ghana,"43,2",,,,,
3352,GIB,2001,,Gibraltar,..,,,,,
3353,GIN,2001,,Guinea,..,,,,,
3354,GLP,2001,,Guadeloupe,..,,,,,
3355,GMB,2001,,Gambia,..,,,,,
3356,GNB,2001,,Guinea-Bissau,..,,,,,
3357,GNQ,2001,,Equatorial Guinea,..,,,,,
3358,GRC,2001,,Greece,"56,7",,,,,
3359,GRD,2001,,Grenada,..,,,,,
3360,GRL,2001,,Greenland,..,,,,,
3361,GTM,2001,,Guatemala,"47,8",,,,,
3362,GUF,2001,,French Guiana,..,,,,,
3363,GUM,2001,,Guam,..,,,,,
3364,GUY,2001,,Guyana,..,,,,,
3365,HKG,2001,,Hong Kong,..,,,,,
3366,HND,2001,,Honduras,"48,8",,,,,
3367,HRV,2001,,Croatia,"60,8",,,,,
3368,HTI,2001,,Haiti,"39,1",,,,,
3369,HUN,2001,,Hungary,"53,1",,,,,
3370,IDN,2001,,Indonesia,"47,9",,,,,
3371,IMN,2001,,Isle of Man,..,,,,,
3372,IND,2001,,India,"35,1",,,,,
3373,IRL,2001,,Ireland,"54,4",,,,,
3374,IRN,2001,,Iran,"41,9",,,,,
3375,IRQ,2001,,Iraq,"25,3",,,,,
3376,ISL,2001,,Iceland,"64,5",,,,,
3377,ISR,2001,,Israel,"53,9",,,,,
3378,ITA,2001,,Italy,"65,3",,,,,
3379,JAM,2001,,Jamaica,"51,1",,,,,
3380,JOR,2001,,Jordan,"40,0",,,,,
3381,JPN,2001,,Japan,"60,2",,,,,
3382,KAZ,2001,,Kazakhstan,"35,2",,,,,
3383,KEN,2001,,Kenya,"47,6",,,,,
3384,KGZ,2001,,Kyrgyzstan,"47,1",,,,,
3385,KHM,2001,,Cambodia,"52,5",,,,,
3386,KIR,2001,,Kiribati,..,,,,,
3387,KNA,2001,,Saint Kitts and Nevis,..,,,,,
3388,KOR,2001,,South Korea,"52,6",,,,,
3389,KWT,2001,,Kuwait,"37,0",,,,,
3390,LAO,2001,,Laos,..,,,,,
3391,LBN,2001,,Lebanon,"46,4",,,,,
3392,LBR,2001,,Liberia,..,,,,,
3393,LBY,2001,,Libyan Arab Jamahiriya,"34,9",,,,,
3394,LCA,2001,,Saint Lucia,..,,,,,
3395,LIE,2001,,Liechtenstein,..,,,,,
3396,LKA,2001,,Sri Lanka,"49,5",,,,,
3397,LSO,2001,,Lesotho,..,,,,,
3398,LTU,2001,,Lithuania,"62,2",,,,,
3399,LUX,2001,,Luxembourg,"68,8",,,,,
3400,LVA,2001,,Latvia,"64,4",,,,,
3401,MAC,2001,,Macao,..,,,,,
3402,MAR,2001,,Morocco,"43,6",,,,,
3403,MCO,2001,,Monaco,..,,,,,
3404,MDA,2001,,Moldova,"43,0",,,,,
3405,MDG,2001,,Madagascar,..,,,,,
3406,MDV,2001,,Maldives,..,,,,,
3407,MEX,2001,,Mexico,"44,1",99394288.0,7613.17693215721,3.81138602250463,682375.46,530799.987792969
3408,MHL,2001,,Marshall Islands,..,,,,,
3409,MKD,2001,,Macedonia,"44,3",,,,,
3410,MLI,2001,,Mali,..,,,,,
3411,MLT,2001,,Malta,"46,9",,,,,
3412,MMR,2001,,Myanmar,"52,0",,,,,
3413,MNE,2001,,Montenegro,..,,,,,
3414,MNG,2001,,Mongolia,"42,2",,,,,
3415,MNP,2001,,Northern Mariana Islands,..,,,,,
3416,MOZ,2001,,Mozambique,"47,0",,,,,
3417,MRT,2001,,Mauritania,..,,,,,
3418,MSR,2001,,Montserrat,..,,,,,
3419,MTQ,2001,,Martinique,..,,,,,
3420,MUS,2001,,Mauritius,..,,,,,
3421,MWI,2001,,Malawi,..,,,,,
3422,MYS,2001,,Malaysia,"59,8",,,,,
3423,MYT,2001,,Mayotte,..,,,,,
3424,NAM,2001,,Namibia,"49,3",,,,,
3425,NCL,2001,,New Caledonia,..,,,,,
3426,NER,2001,,Niger,..,,,,,
3427,NFK,2001,,Norfolk Island,..,,,,,
3428,NGA,2001,,Nigeria,"37,4",,,,,
3429,NIC,2001,,Nicaragua,"55,8",,,,,
3430,NIU,2001,,Niue,..,,,,,
3431,NLD,2001,,Netherlands,"64,0",,,,,
3432,NOR,2001,,Norway,"68,0",,,,,
3433,NPL,2001,,Nepal,"51,3",,,,,
3434,NRU,2001,,Nauru,..,,,,,
3435,NZL,2001,,New Zealand,"61,4",,,,,
3436,OMN,2001,,Oman,"43,1",,,,,
3437,PAK,2001,,Pakistan,"36,8",,,,,
3438,PAN,2001,,Panama,"54,4",,,,,
3439,PCN,2001,,Pitcairn,..,,,,,
3440,PER,2001,,Peru,"48,5",,,,,
3441,PHL,2001,,Philippines,"50,6",,,,,
3442,PLW,2001,,Palau,..,,,,,
3443,PNG,2001,,Papua New Guinea,..,,,,,
3444,POL,2001,,Poland,"62,6",,,,,
3445,PRI,2001,,Puerto Rico,..,,,,,
3446,PRK,2001,,North Korea,..,,,,,
3447,PRT,2001,,Portugal,"52,1",,,,,
3448,PRY,2001,,Paraguay,"49,3",,,,,
3449,PSE,2001,,Occupied Palestinian Territory,..,,,,,
3450,PYF,2001,,French Polynesia,..,,,,,
3451,QAT,2001,,Qatar,"46,0",,,,,
3452,REU,2001,,Reunion,..,,,,,
3453,ROU,2001,,Romania,"41,4",,,,,
3454,RUS,2001,,Russia,"48,7",,,,,
3455,RWA,2001,,Rwanda,..,,,,,
3456,SAU,2001,,Saudi Arabia,"51,0",,,,,
3457,SDN,2001,,Sudan,"43,4",,,,,
3458,SEN,2001,,Senegal,"46,6",,,,,
3459,SGP,2001,,Singapore,"53,6",,,,,
3460,SHN,2001,,Saint Helena,..,,,,,
3461,SJM,2001,,Svalbard and Jan Mayen Islands,..,,,,,
3462,SLB,2001,,Solomon Islands,..,,,,,
3463,SLE,2001,,Sierra Leone,..,,,,,
3464,SLV,2001,,El Salvador,"50,8",,,,,
3465,SMR,2001,,San Marino,..,,,,,
3466,SOM,2001,,Somalia,..,,,,,
3467,SPM,2001,,Saint Pierre and Miquelon,..,,,,,
3468,SRB,2001,,Serbia,"45,6",,,,,
3469,STP,2001,,Sao Tome and Principe,..,,,,,
3470,SUR,2001,,Suriname,..,,,,,
3471,SVK,2001,,Slovakia,"60,5",,,,,
3472,SVN,2001,,Slovenia,"56,8",,,,,
3473,SWE,2001,,Sweden,"66,5",,,,,
3474,SWZ,2001,,Swaziland,..,,,,,
3475,SYC,2001,,Seychelles,..,,,,,
3476,SYR,2001,,Syria,"41,0",,,,,
3477,TCA,2001,,Turks and Caicos Islands,..,,,,,
3478,TCD,2001,,Chad,..,,,,,
3479,TGO,2001,,Togo,"46,4",,,,,
3480,THA,2001,,Thailand,"54,7",,,,,
3481,TJK,2001,,Tajikistan,"36,1",,,,,
3482,TKL,2001,,Tokelau,..,,,,,
3483,TKM,2001,,Turkmenistan,"30,4",,,,,
3484,TLS,2001,,Timor-Leste,..,,,,,
3485,TON,2001,,Tonga,..,,,,,
3486,TTO,2001,,Trinidad and Tobago,"43,8",,,,,
3487,TUN,2001,,Tunisia,"43,7",,,,,
3488,TUR,2001,,Turkey,"41,6",,,,,
3489,TUV,2001,,Tuvalu,..,,,,,
3490,TWN,2001,,Taiwan,"56,4",,,,,
3491,TZA,2001,,Tanzania,"52,8",,,,,
3492,UGA,2001,,Uganda,..,,,,,
3493,UKR,2001,,Ukraine,"47,5",,,,,
3494,URY,2001,,Uruguay,"58,6",,,,,
3495,USA,2001,,United States of America,"54,5",,,,,
3496,UZB,2001,,Uzbekistan,"29,2",,,,,
3497,VAT,2001,,Holy See,..,,,,,
3498,VCT,2001,,Saint Vincent and the Grenadines,..,,,,,
3499,VEN,2001,,Venezuela,"53,3",,,,,
3500,VGB,2001,,British Virgin Islands,..,,,,,
3501,VIR,2001,,United States Virgin Islands,..,,,,,
3502,VNM,2001,,Viet Nam,"48,5",,,,,
3503,VUT,2001,,Vanuatu,..,,,,,
3504,WLF,2001,,Wallis and Futuna Islands,..,,,,,
3505,WSM,2001,,Samoa,..,,,,,
3506,YEM,2001,,Yemen,"32,9",,,,,
3507,ZAF,2001,,South Africa,"36,2",,,,,
3508,ZMB,2001,,Zambia,"53,2",,,,,
3509,ZWE,2001,,Zimbabwe,"49,3",,,,,
3510,ABW,2002,,Aruba,..,,,,,
3511,AFG,2002,,Afghanistan,..,,,,,
3512,AGO,2002,,Angola,"43,7",,,,,
3513,AIA,2002,,Anguilla,..,,,,,
3514,ALB,2002,,Albania,"61,4",,,,,
3515,AND,2002,,Andorra,..,,,,,
3516,ANT,2002,,Netherlands Antilles,..,,,,,
3517,ARE,2002,,United Arab Emirates,"48,9",,,,,
3518,ARG,2002,,Argentina,"53,0",,,,,
3519,ARM,2002,,Armenia,"46,2",,,,,
3520,ASM,2002,,American Samoa,..,,,,,
3521,ATG,2002,,Antigua and Barbuda,..,,,,,
3522,AUS,2002,,Australia,"56,9",,,,,
3523,AUT,2002,,Austria,"67,7",,,,,
3524,AZE,2002,,Azerbaijan,"37,3",,,,,
3525,BDI,2002,,Burundi,..,,,,,
3526,BEL,2002,,Belgium,"59,3",,,,,
3527,BEN,2002,,Benin,"50,4",,,,,
3528,BFA,2002,,Burkina Faso,..,,,,,
3529,BGD,2002,,Bangladesh,"39,0",,,,,
3530,BGR,2002,,Bulgaria,"55,4",,,,,
3531,BHR,2002,,Bahrain,..,,,,,
3532,BHS,2002,,Bahamas,..,,,,,
3533,BIH,2002,,Bosnia and Herzegovina,"38,9",,,,,
3534,BLR,2002,,Belarus,"50,0",,,,,
3535,BLZ,2002,,Belize,..,,,,,
3536,BMU,2002,,Bermuda,..,,,,,
3537,BOL,2002,,Bolivia,"54,6",,,,,
3538,BRA,2002,,Brazil,"57,0",,,,,
3539,BRB,2002,,Barbados,..,,,,,
3540,BRN,2002,,Brunei Darussalam,"62,8",,,,,
3541,BTN,2002,,Bhutan,..,,,,,
3542,BWA,2002,,Botswana,"49,4",,,,,
3543,CAF,2002,,Central African Republic,..,,,,,
3544,CAN,2002,,Canada,"56,0",31360079.0,24255.3385818322,16.720301488588,3477060.18,657760.009765625
3545,CHE,2002,,Switzerland,"77,1",,,,,
3546,CHL,2002,,Chile,"55,1",,,,,
3547,CHN,2002,,China,"43,0",,,,,
3548,CIV,2002,,Cote d'Ivoire,"51,6",,,,,
3549,CMR,2002,,Cameroon,"43,3",,,,,
3550,COD,2002,,Dem. Rep. Congo,"46,3",,,,,
3551,COG,2002,,Congo,"49,0",,,,,
3552,COK,2002,,Cook Islands,..,,,,,
3553,COL,2002,,Colombia,"59,2",,,,,
3554,COM,2002,,Comoros,..,,,,,
3555,CPV,2002,,Cape Verde,..,,,,,
3556,CRI,2002,,Costa Rica,"68,4",,,,,
3557,CUB,2002,,Cuba,"53,3",,,,,
3558,CYM,2002,,Cayman Islands,..,,,,,
3559,CYP,2002,,Cyprus,"56,6",,,,,
3560,CZE,2002,,Czech Republic,"60,9",,,,,
3561,DEU,2002,,Germany,"66,9",,,,,
3562,DJI,2002,,Djibouti,..,,,,,
3563,DMA,2002,,Dominica,..,,,,,
3564,DNK,2002,,Denmark,"61,4",,,,,
3565,DOM,2002,,Dominican Republic,"51,8",,,,,
3566,DZA,2002,,Algeria,"47,5",,,,,
3567,ECU,2002,,Ecuador,"56,2",,,,,
3568,EGY,2002,,Egypt,"52,2",,,,,
3569,ERI,2002,,Eritrea,"35,7",,,,,
3570,ESH,2002,,Western Sahara,..,,,,,
3571,ESP,2002,,Spain,"56,0",,,,,
3572,EST,2002,,Estonia,"56,3",,,,,
3573,ETH,2002,,Ethiopia,"51,9",,,,,
3574,FIN,2002,,Finland,"61,8",,,,,
3575,FJI,2002,,Fiji,..,,,,,
3576,FLK,2002,,Falkland Islands,..,,,,,
3577,FRA,2002,,France,"66,7",,,,,
3578,FRO,2002,,Faeroe Islands,..,,,,,
3579,FSM,2002,,Micronesia,..,,,,,
3580,GAB,2002,,Gabon,"56,3",,,,,
3581,GBR,2002,,United Kingdom,"62,0",,,,,
3582,GEO,2002,,Georgia,"55,9",,,,,
3583,GHA,2002,,Ghana,"42,6",,,,,
3584,GIB,2002,,Gibraltar,..,,,,,
3585,GIN,2002,,Guinea,..,,,,,
3586,GLP,2002,,Guadeloupe,..,,,,,
3587,GMB,2002,,Gambia,..,,,,,
3588,GNB,2002,,Guinea-Bissau,..,,,,,
3589,GNQ,2002,,Equatorial Guinea,..,,,,,
3590,GRC,2002,,Greece,"56,9",,,,,
3591,GRD,2002,,Grenada,..,,,,,
3592,GRL,2002,,Greenland,..,,,,,
3593,GTM,2002,,Guatemala,"47,7",,,,,
3594,GUF,2002,,French Guiana,..,,,,,
3595,GUM,2002,,Guam,..,,,,,
3596,GUY,2002,,Guyana,..,,,,,
3597,HKG,2002,,Hong Kong,..,,,,,
3598,HND,2002,,Honduras,"48,6",,,,,
3599,HRV,2002,,Croatia,"60,3",,,,,
3600,HTI,2002,,Haiti,"38,8",,,,,
3601,HUN,2002,,Hungary,"53,4",,,,,
3602,IDN,2002,,Indonesia,"48,4",,,,,
3603,IMN,2002,,Isle of Man,..,,,,,
3604,IND,2002,,India,"35,0",,,,,
3605,IRL,2002,,Ireland,"55,2",,,,,
3606,IRN,2002,,Iran,"42,4",,,,,
3607,IRQ,2002,,Iraq,"25,6",,,,,
3608,ISL,2002,,Iceland,"64,2",,,,,
3609,ISR,2002,,Israel,"53,8",,,,,
3610,ITA,2002,,Italy,"67,5",,,,,
3611,JAM,2002,,Jamaica,"52,3",,,,,
3612,JOR,2002,,Jordan,"40,1",,,,,
3613,JPN,2002,,Japan,"62,1",,,,,
3614,KAZ,2002,,Kazakhstan,"33,0",,,,,
3615,KEN,2002,,Kenya,"48,8",,,,,
3616,KGZ,2002,,Kyrgyzstan,"46,3",,,,,
3617,KHM,2002,,Cambodia,"52,6",,,,,
3618,KIR,2002,,Kiribati,..,,,,,
3619,KNA,2002,,Saint Kitts and Nevis,..,,,,,
3620,KOR,2002,,South Korea,"53,3",,,,,
3621,KWT,2002,,Kuwait,"36,9",,,,,
3622,LAO,2002,,Laos,..,,,,,
3623,LBN,2002,,Lebanon,"46,7",,,,,
3624,LBR,2002,,Liberia,..,,,,,
3625,LBY,2002,,Libyan Arab Jamahiriya,"35,4",,,,,
3626,LCA,2002,,Saint Lucia,..,,,,,
3627,LIE,2002,,Liechtenstein,..,,,,,
3628,LKA,2002,,Sri Lanka,"49,6",,,,,
3629,LSO,2002,,Lesotho,..,,,,,
3630,LTU,2002,,Lithuania,"62,7",,,,,
3631,LUX,2002,,Luxembourg,"68,0",,,,,
3632,LVA,2002,,Latvia,"65,2",,,,,
3633,MAC,2002,,Macao,..,,,,,
3634,MAR,2002,,Morocco,"44,2",,,,,
3635,MCO,2002,,Monaco,..,,,,,
3636,MDA,2002,,Moldova,"43,3",,,,,
3637,MDG,2002,,Madagascar,..,,,,,
3638,MDV,2002,,Maldives,..,,,,,
3639,MEX,2002,,Mexico,"44,8",100917081.0,7650.89884967419,3.82492236373741,680937.42,539090.026855469
3640,MHL,2002,,Marshall Islands,..,,,,,
3641,MKD,2002,,Macedonia,"45,0",,,,,
3642,MLI,2002,,Mali,..,,,,,
3643,MLT,2002,,Malta,"47,3",,,,,
3644,MMR,2002,,Myanmar,"52,7",,,,,
3645,MNE,2002,,Montenegro,..,,,,,
3646,MNG,2002,,Mongolia,"42,3",,,,,
3647,MNP,2002,,Northern Mariana Islands,..,,,,,
3648,MOZ,2002,,Mozambique,"47,8",,,,,
3649,MRT,2002,,Mauritania,..,,,,,
3650,MSR,2002,,Montserrat,..,,,,,
3651,MTQ,2002,,Martinique,..,,,,,
3652,MUS,2002,,Mauritius,..,,,,,
3653,MWI,2002,,Malawi,..,,,,,
3654,MYS,2002,,Malaysia,"60,0",,,,,
3655,MYT,2002,,Mayotte,..,,,,,
3656,NAM,2002,,Namibia,"50,5",,,,,
3657,NCL,2002,,New Caledonia,..,,,,,
3658,NER,2002,,Niger,..,,,,,
3659,NFK,2002,,Norfolk Island,..,,,,,
3660,NGA,2002,,Nigeria,"37,2",,,,,
3661,NIC,2002,,Nicaragua,"56,5",,,,,
3662,NIU,2002,,Niue,..,,,,,
3663,NLD,2002,,Netherlands,"64,2",,,,,
3664,NOR,2002,,Norway,"69,1",,,,,
3665,NPL,2002,,Nepal,"53,6",,,,,
3666,NRU,2002,,Nauru,..,,,,,
3667,NZL,2002,,New Zealand,"61,9",,,,,
3668,OMN,2002,,Oman,"43,6",,,,,
3669,PAK,2002,,Pakistan,"38,4",,,,,
3670,PAN,2002,,Panama,"56,3",,,,,
3671,PCN,2002,,Pitcairn,..,,,,,
3672,PER,2002,,Peru,"49,5",,,,,
3673,PHL,2002,,Philippines,"50,9",,,,,
3674,PLW,2002,,Palau,..,,,,,
3675,PNG,2002,,Papua New Guinea,..,,,,,
3676,POL,2002,,Poland,"63,4",,,,,
3677,PRI,2002,,Puerto Rico,..,,,,,
3678,PRK,2002,,North Korea,..,,,,,
3679,PRT,2002,,Portugal,"51,8",,,,,
3680,PRY,2002,,Paraguay,"49,6",,,,,
3681,PSE,2002,,Occupied Palestinian Territory,..,,,,,
3682,PYF,2002,,French Polynesia,..,,,,,
3683,QAT,2002,,Qatar,"45,8",,,,,
3684,REU,2002,,Reunion,..,,,,,
3685,ROU,2002,,Romania,"42,4",,,,,
3686,RUS,2002,,Russia,"48,5",,,,,
3687,RWA,2002,,Rwanda,..,,,,,
3688,SAU,2002,,Saudi Arabia,"50,7",,,,,
3689,SDN,2002,,Sudan,"43,3",,,,,
3690,SEN,2002,,Senegal,"46,9",,,,,
3691,SGP,2002,,Singapore,"54,4",,,,,
3692,SHN,2002,,Saint Helena,..,,,,,
3693,SJM,2002,,Svalbard and Jan Mayen Islands,..,,,,,
3694,SLB,2002,,Solomon Islands,..,,,,,
3695,SLE,2002,,Sierra Leone,..,,,,,
3696,SLV,2002,,El Salvador,"51,2",,,,,
3697,SMR,2002,,San Marino,..,,,,,
3698,SOM,2002,,Somalia,..,,,,,
3699,SPM,2002,,Saint Pierre and Miquelon,..,,,,,
3700,SRB,2002,,Serbia,"45,3",,,,,
3701,STP,2002,,Sao Tome and Principe,..,,,,,
3702,SUR,2002,,Suriname,..,,,,,
3703,SVK,2002,,Slovakia,"61,8",,,,,
3704,SVN,2002,,Slovenia,"58,2",,,,,
3705,SWE,2002,,Sweden,"66,1",,,,,
3706,SWZ,2002,,Swaziland,..,,,,,
3707,SYC,2002,,Seychelles,..,,,,,
3708,SYR,2002,,Syria,"40,9",,,,,
3709,TCA,2002,,Turks and Caicos Islands,..,,,,,
3710,TCD,2002,,Chad,..,,,,,
3711,TGO,2002,,Togo,"48,1",,,,,
3712,THA,2002,,Thailand,"53,1",,,,,
3713,TJK,2002,,Tajikistan,"36,7",,,,,
3714,TKL,2002,,Tokelau,..,,,,,
3715,TKM,2002,,Turkmenistan,"30,6",,,,,
3716,TLS,2002,,Timor-Leste,..,,,,,
3717,TON,2002,,Tonga,..,,,,,
3718,TTO,2002,,Trinidad and Tobago,"43,7",,,,,
3719,TUN,2002,,Tunisia,"43,9",,,,,
3720,TUR,2002,,Turkey,"41,9",,,,,
3721,TUV,2002,,Tuvalu,..,,,,,
3722,TWN,2002,,Taiwan,"56,7",,,,,
3723,TZA,2002,,Tanzania,"53,4",,,,,
3724,UGA,2002,,Uganda,..,,,,,
3725,UKR,2002,,Ukraine,"47,2",,,,,
3726,URY,2002,,Uruguay,"59,4",,,,,
3727,USA,2002,,United States of America,"54,8",,,,,
3728,UZB,2002,,Uzbekistan,"29,4",,,,,
3729,VAT,2002,,Holy See,..,,,,,
3730,VCT,2002,,Saint Vincent and the Grenadines,..,,,,,
3731,VEN,2002,,Venezuela,"53,3",,,,,
3732,VGB,2002,,British Virgin Islands,..,,,,,
3733,VIR,2002,,United States Virgin Islands,..,,,,,
3734,VNM,2002,,Viet Nam,"49,9",,,,,
3735,VUT,2002,,Vanuatu,..,,,,,
3736,WLF,2002,,Wallis and Futuna Islands,..,,,,,
3737,WSM,2002,,Samoa,..,,,,,
3738,YEM,2002,,Yemen,"33,7",,,,,
3739,ZAF,2002,,South Africa,"36,2",,,,,
3740,ZMB,2002,,Zambia,"53,3",,,,,
3741,ZWE,2002,,Zimbabwe,"49,7",,,,,
3742,ABW,2003,,Aruba,..,,,,,
3743,AFG,2003,,Afghanistan,..,,,,,
3744,AGO,2003,,Angola,"44,1",,,,,
3745,AIA,2003,,Anguilla,..,,,,,
3746,ALB,2003,,Albania,"62,7",,,,,
3747,AND,2003,,Andorra,..,,,,,
3748,ANT,2003,,Netherlands Antilles,..,,,,,
3749,ARE,2003,,United Arab Emirates,"49,6",,,,,
3750,ARG,2003,,Argentina,"53,5",,,,,
3751,ARM,2003,,Armenia,"46,6",,,,,
3752,ASM,2003,,American Samoa,..,,,,,
3753,ATG,2003,,Antigua and Barbuda,..,,,,,
3754,AUS,2003,,Australia,"57,2",,,,,
3755,AUT,2003,,Austria,"67,0",,,,,
3756,AZE,2003,,Azerbaijan,"37,7",,,,,
3757,BDI,2003,,Burundi,..,,,,,
3758,BEL,2003,,Belgium,"61,4",,,,,
3759,BEN,2003,,Benin,"50,9",,,,,
3760,BFA,2003,,Burkina Faso,..,,,,,
3761,BGD,2003,,Bangladesh,"37,5",,,,,
3762,BGR,2003,,Bulgaria,"52,6",,,,,
3763,BHR,2003,,Bahrain,..,,,,,
3764,BHS,2003,,Bahamas,..,,,,,
3765,BIH,2003,,Bosnia and Herzegovina,"38,9",,,,,
3766,BLR,2003,,Belarus,"50,3",,,,,
3767,BLZ,2003,,Belize,..,,,,,
3768,BMU,2003,,Bermuda,..,,,,,
3769,BOL,2003,,Bolivia,"54,6",,,,,
3770,BRA,2003,,Brazil,"56,5",,,,,
3771,BRB,2003,,Barbados,..,,,,,
3772,BRN,2003,,Brunei Darussalam,"62,2",,,,,
3773,BTN,2003,,Bhutan,..,,,,,
3774,BWA,2003,,Botswana,"49,7",,,,,
3775,CAF,2003,,Central African Republic,..,,,,,
3776,CAN,2003,,Canada,"56,1",31644028.0,28300.4630963791,17.2083016115187,3476580.42,679150.024414063
3777,CHE,2003,,Switzerland,"77,1",,,,,
3778,CHL,2003,,Chile,"56,2",,,,,
3779,CHN,2003,,China,"42,5",,,,,
3780,CIV,2003,,Cote d'Ivoire,"52,3",,,,,
3781,CMR,2003,,Cameroon,"43,6",,,,,
3782,COD,2003,,Dem. Rep. Congo,"46,3",,,,,
3783,COG,2003,,Congo,"46,6",,,,,
3784,COK,2003,,Cook Islands,..,,,,,
3785,COL,2003,,Colombia,"59,7",,,,,
3786,COM,2003,,Comoros,..,,,,,
3787,CPV,2003,,Cape Verde,..,,,,,
3788,CRI,2003,,Costa Rica,"68,5",,,,,
3789,CUB,2003,,Cuba,"53,3",,,,,
3790,CYM,2003,,Cayman Islands,..,,,,,
3791,CYP,2003,,Cyprus,"56,7",,,,,
3792,CZE,2003,,Czech Republic,"61,2",,,,,
3793,DEU,2003,,Germany,"66,3",,,,,
3794,DJI,2003,,Djibouti,..,,,,,
3795,DMA,2003,,Dominica,..,,,,,
3796,DNK,2003,,Denmark,"60,6",,,,,
3797,DOM,2003,,Dominican Republic,"54,3",,,,,
3798,DZA,2003,,Algeria,"47,6",,,,,
3799,ECU,2003,,Ecuador,"57,7",,,,,
3800,EGY,2003,,Egypt,"53,3",,,,,
3801,ERI,2003,,Eritrea,"36,0",,,,,
3802,ESH,2003,,Western Sahara,..,,,,,
3803,ESP,2003,,Spain,"56,6",,,,,
3804,EST,2003,,Estonia,"55,6",,,,,
3805,ETH,2003,,Ethiopia,"52,3",,,,,
3806,FIN,2003,,Finland,"60,7",,,,,
3807,FJI,2003,,Fiji,..,,,,,
3808,FLK,2003,,Falkland Islands,..,,,,,
3809,FRA,2003,,France,"66,5",,,,,
3810,FRO,2003,,Faeroe Islands,..,,,,,
3811,FSM,2003,,Micronesia,..,,,,,
3812,GAB,2003,,Gabon,"56,5",,,,,
3813,GBR,2003,,United Kingdom,"67,2",,,,,
3814,GEO,2003,,Georgia,"56,1",,,,,
3815,GHA,2003,,Ghana,"44,6",,,,,
3816,GIB,2003,,Gibraltar,..,,,,,
3817,GIN,2003,,Guinea,..,,,,,
3818,GLP,2003,,Guadeloupe,..,,,,,
3819,GMB,2003,,Gambia,..,,,,,
3820,GNB,2003,,Guinea-Bissau,..,,,,,
3821,GNQ,2003,,Equatorial Guinea,..,,,,,
3822,GRC,2003,,Greece,"57,5",,,,,
3823,GRD,2003,,Grenada,..,,,,,
3824,GRL,2003,,Greenland,..,,,,,
3825,GTM,2003,,Guatemala,"48,1",,,,,
3826,GUF,2003,,French Guiana,..,,,,,
3827,GUM,2003,,Guam,..,,,,,
3828,GUY,2003,,Guyana,..,,,,,
3829,HKG,2003,,Hong Kong,..,,,,,
3830,HND,2003,,Honduras,"49,5",,,,,
3831,HRV,2003,,Croatia,"60,1",,,,,
