,country,code,year,hdi,epi,gni_per_capita,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission
4519,,PST,2013,,,43698.118703008,46229908282673.0,10.5580379362116,10024250.34,13830800.0395298
4520,,PST,2014,,,43832.4095943134,47144535617382.8,10.2770825518019,10036731.542,13636020.1218128
4521,,PST,2015,,,42595.4151005509,44582794068882.9,10.1035879762272,10049212.744,13489590.0563002
4522,,PST,2016,,,41796.4482783664,45590496966553.4,9.96082718132203,10061358.057,13344660.2089405
4523,,PST,2017,,,42197.8652531666,47532321468162.7,9.8364179144173,10059915.984,13311549.7695208
4524,,PST,2018,,,45144.1917279074,50380112486266.0,9.86721926797772,10061410.6,13414799.8688221
4525,,PST,2019,,,46734.8244639271,50879345159852.0,9.52330040005923,10063077.2,13060959.9804878
4526,,PST,2020,,,45041.7229218339,49697795866801.5,,10064890.9,
4527,,PST,2021,,,49294.4441008697,54972726099855.8,,,
4528,,PRE,2000,,,413.406232713457,277351255127.518,0.47351808014806,5903417.64,1144779.98548746
4529,,PRE,2001,,,433.507322014511,263775431025.931,0.490050189218156,5873261.276,1154740.01818895
4530,,PRE,2002,,,454.043769408914,303506180055.58,0.452899880139865,5843104.912,1159839.99297023
4531,,PRE,2003,,,470.594766519268,330227363406.052,0.441863925749091,5812948.548,1193700.00973344
4532,,PRE,2004,,,580.973282220465,411840638398.689,0.447847942639339,5782792.184,1233649.9890089
4533,,PRE,2005,,,671.568879427044,514432131914.127,0.440300895837749,5752635.82,1272089.9951458
4534,,PRE,2006,,,812.515138126023,650084871326.492,0.421397967296263,5722479.456,1257610.00695825
4535,,PRE,2007,,,966.322540479706,786945971737.01,0.395093398307455,5692323.092,1283009.9979043
4536,,PRE,2008,,,1178.94925241318,982481958591.044,0.422307540113411,5662166.728,1335300.01649261
4537,,PRE,2009,,,1253.60212170655,898164960621.458,0.418842526708401,5632010.364,1343019.99735832
4538,,PRE,2010,,,1319.19061890178,1056176303112.52,0.459294202443499,5601854.0,1419600.01757741
4539,,PRE,2011,,,1374.71327220929,1230569458143.06,0.467601424054863,5566366.88,1460310.00235677
4540,,PRE,2012,,,1540.27291780859,1337673254910.57,0.48097482187676,5530879.76,1492140.02150297
4541,,PRE,2013,,,1675.88045204261,1467375681719.59,0.503783313691913,5495392.64,1544179.99514937
4542,,PRE,2014,,,1773.96332553158,1557713673496.39,0.501195365735393,5459905.52,1576749.99710917
4543,,PRE,2015,,,1662.21695391072,1329631009971.27,0.492059822877247,5424418.4,1615019.99637485
4544,,PRE,2016,,,1491.40588331672,1214400696595.3,0.499834555297641,5387374.479,1682380.02204895
4545,,PRE,2017,,,1361.62173239851,1294040887942.85,0.495271509750366,5351162.0,1698810.00310183
4546,,PRE,2018,,,1345.51094625045,1347872735928.96,0.498020767485672,5315324.18,1737379.9957037
4547,,PRE,2019,,,1404.07811040082,1393743142143.99,0.511611839900818,5278468.2,1787710.00683308
4548,,PRE,2020,,,1329.71705318659,1310062949470.89,,5242008.6,
4549,,PRE,2021,,,1368.66813961627,1427046273331.91,,,
4550,,SST,2000,,,,129623132968.964,4.26735578693185,1026807.54,216580.000400543
4551,,SST,2001,,,,130166520061.809,4.37457048146079,1024761.966,225950.002014637
4552,,SST,2002,,,4185.62638834962,139211432928.847,4.51846431885737,1022716.392,232440.001308918
4553,,SST,2003,,,4647.91664355866,166302249347.489,4.81916152267477,1020670.818,243240.000341087
4554,,SST,2004,,,5510.05346984991,200085239203.582,4.89697310020624,1018625.244,251939.996551722
4555,,SST,2005,,,6465.43755354741,238334596300.495,5.08960058276809,1016579.67,264030.002813786
4556,,SST,2006,,,7646.85693880975,277322686880.902,5.39468664663125,1022000.096,283860.001988709
4557,,SST,2007,,,8841.93609482371,332280849951.039,5.58171691575282,1020155.522,294039.999926463
4558,,SST,2008,,,10042.6839905499,400297221730.001,5.57586698106456,1018310.948,307959.998004139
4559,,SST,2009,,,9866.98725116398,342906471261.259,5.6093950552696,1016466.374,307789.999082684
4560,,SST,2010,,,10305.6131157735,393966899518.563,5.59023262329932,1014621.8,326150.001205504
4561,,SST,2011,,,11030.937295753,474621923870.952,5.76844773711318,1012330.04,346959.996562451
4562,,SST,2012,,,12183.5124872506,495846765605.491,5.86757504945004,1010038.28,345770.003251731
4563,,SST,2013,,,13084.2252814415,515643263034.158,5.89452615238792,1007746.52,344699.999786914
4564,,SST,2014,,,13246.3391021393,532631759655.713,5.95008294286971,1005454.76,350789.994627238
4565,,SST,2015,,,12460.9445318554,455047021121.134,5.79135711561464,1003163.0,349049.999669194
4566,,SST,2016,,,11501.9842144563,446925210644.465,5.7230676940695,1000715.7,350310.003194958
4567,,SST,2017,,,10992.8809546922,482789606323.108,5.65074846759862,998487.8,355119.999233633
4568,,SST,2018,,,11622.9647334053,529991321740.281,5.57030779840589,996029.7,353370.002163574
4569,,SST,2019,,,12187.6837722267,521527918170.426,5.53430337121873,993573.7,354550.001589581
4570,,SST,2020,,,11139.8385016452,453728268085.958,,991118.7,
4571,,SST,2021,,,11665.1096232184,538706065410.038,,,
4572,,SAS,2000,,,440.043674207922,630242113893.441,0.762971318413699,857850.281,2108389.97715712
4573,,SAS,2001,,,449.10960936294,645678596725.49,0.763372613014589,859523.525,2137739.94415998
4574,,SAS,2002,,,455.295101789355,677426543265.108,0.77377774148687,861196.769,2169890.02352953
4575,,SAS,2003,,,506.68929091516,791026659992.612,0.781250573044382,862870.013,2224239.98713494
4576,,SAS,2004,,,591.005021457336,917083384278.021,0.826471545844442,864543.257,2331589.98733759
4577,,SAS,2005,,,678.356728473916,1050602379488.52,0.850418646755022,866216.501,2422330.03741503
4578,,SAS,2006,,,751.35313768028,1196088133181.89,0.895154694548415,867889.745,2543750.05674363
4579,,SAS,2007,,,859.359884569535,1504161366105.49,0.96917476565917,869562.989,2709560.03689766
4580,,SAS,2008,,,937.158346315542,1527613147687.66,1.01007349910617,871236.233,2825550.01991987
4581,,SAS,2009,,,1039.82900354552,1683172517764.44,1.08618141987173,872909.476,2986130.04744053
4582,,SAS,2010,,,1132.60308336318,2062468879446.42,1.13084483261447,874582.72,3105539.99090195
4583,,SAS,2011,,,1260.51324308331,2277344294977.84,1.17784771512591,876984.756,3238429.87918854
4584,,SAS,2012,,,1371.72977150465,2302398552628.73,1.2551558095181,879386.792,3398800.09448529
4585,,SAS,2013,,,1417.83440046726,2362709657679.32,1.27514452312299,881788.828,3478690.09113312
4586,,SAS,2014,,,1460.97802858948,2587788944338.2,1.36684688454054,884190.864,3682339.95318413
4587,,SAS,2015,,,1505.72899426982,2704835562385.54,1.36886518769167,886592.9,3730910.03870964
4588,,SAS,2016,,,1594.29126267841,3010758114572.05,1.38635377728037,888601.5,3803610.0769043
4589,,SAS,2017,,,1737.6368272679,3433881936826.05,1.45256768779859,891070.5,3978499.94027615
4590,,SAS,2018,,,1928.16657550113,3534209018062.62,1.50434047205151,893309.3,4129759.90736485
4591,,SAS,2019,,,2012.08892610671,3653950915835.84,1.49553194920693,895548.1,4156440.1217699
4592,,SAS,2020,,,1856.25278551825,3487013484521.62,,897786.9,
4593,,SAS,2021,,,2076.15606807919,4088770638066.94,,,
4594,,TSA,2000,,,440.043674207922,630242113893.441,0.762971318413699,857850.281,2108389.97715712
4595,,TSA,2001,,,449.10960936294,645678596725.49,0.763372613014589,859523.525,2137739.94415998
4596,,TSA,2002,,,455.295101789355,677426543265.107,0.77377774148687,861196.769,2169890.02352953
4597,,TSA,2003,,,506.68929091516,791026659992.612,0.781250573044382,862870.013,2224239.98713494
4598,,TSA,2004,,,591.005021457336,917083384278.021,0.826471545844442,864543.257,2331589.98733759
4599,,TSA,2005,,,678.356728473916,1050602379488.52,0.850418646755022,866216.501,2422330.03741503
4600,,TSA,2006,,,751.35313768028,1196088133181.89,0.895154694548415,867889.745,2543750.05674363
4601,,TSA,2007,,,859.359884569535,1504161366105.49,0.96917476565917,869562.989,2709560.03689766
4602,,TSA,2008,,,937.158346315542,1527613147687.66,1.01007349910617,871236.233,2825550.01991987
4603,,TSA,2009,,,1039.82900354552,1683172517764.44,1.08618141987173,872909.476,2986130.04744053
4604,,TSA,2010,,,1132.60308336318,2062468879446.42,1.13084483261447,874582.72,3105539.99090195
4605,,TSA,2011,,,1260.51324308331,2277344294977.84,1.17784771512591,876984.756,3238429.87918854
4606,,TSA,2012,,,1371.72977150465,2302398552628.73,1.2551558095181,879386.792,3398800.09448529
4607,,TSA,2013,,,1417.83440046726,2362709657679.32,1.27514452312299,881788.828,3478690.09113312
4608,,TSA,2014,,,1460.97802858948,2587788944338.2,1.36684688454054,884190.864,3682339.95318413
4609,,TSA,2015,,,1505.72899426982,2704835562385.54,1.36886518769167,886592.9,3730910.03870964
4610,,TSA,2016,,,1594.29126267841,3010758114572.05,1.38635377728037,888601.5,3803610.0769043
4611,,TSA,2017,,,1737.6368272679,3433881936826.05,1.45256768779859,891070.5,3978499.94027615
4612,,TSA,2018,,,1928.16657550113,3534209018062.62,1.50434047205151,893309.3,4129759.90736485
4613,,TSA,2019,,,2012.08892610671,3653950915835.84,1.49553194920693,895548.1,4156440.1217699
4614,,TSA,2020,,,1856.25278551825,3487013484521.62,,897786.9,
4615,,TSA,2021,,,2076.15606807919,4088770638066.94,,,
4616,,SSF,2000,,,573.303609833712,423073118654.166,0.741434360027683,7012356.98,1515389.99599963
4617,,SSF,2001,,,566.550516456525,404717162159.67,0.787347552784767,6977792.902,1557540.00205547
4618,,SSF,2002,,,575.535118148471,440947653087.491,0.7713368166262,6943228.824,1593789.98152912
4619,,SSF,2003,,,630.208931876217,555991988040.399,0.794416027946412,6908664.746,1667500.00181794
4620,,SSF,2004,,,767.015077982341,690876760118.672,0.815206752344179,6874100.668,1716289.98274356
4621,,SSF,2005,,,940.373513598811,820839172442.689,0.800204781183304,6839536.59,1766230.01355678
4622,,SSF,2006,,,1091.38388288689,970372429700.246,0.779485104074516,6804972.512,1760769.99802142
4623,,SSF,2007,,,1224.25570519755,1124243746699.81,0.77626548820623,6770408.434,1817819.99544054
4624,,SSF,2008,,,1373.51588029246,1274492232140.27,0.805447476633983,6735844.356,1890890.02616704
4625,,SSF,2009,,,1414.69979030817,1225844307449.07,0.757881584570684,6701280.278,1864590.00431746
4626,,SSF,2010,,,1483.28504493436,1457130895525.77,0.790102335091989,6666716.2,1963590.01514316
4627,,SSF,2011,,,1577.88620206388,1644294423147.65,0.766950897804156,6627570.26,1986760.03304124
4628,,SSF,2012,,,1713.08412843688,1708393537908.02,0.776237763386272,6588424.32,2010270.00960708
4629,,SSF,2013,,,1797.34625912086,1815689758476.67,0.794401474323587,6549278.38,2061389.96553421
4630,,SSF,2014,,,1855.74978768698,1896265961946.09,0.804253591613031,6510132.44,2109329.98579741
4631,,SSF,2015,,,1749.08108404259,1691480725472.67,0.765778851006816,6470986.5,2118020.00015974
4632,,SSF,2016,,,1583.76804763011,1573266684260.32,0.757164203831932,6430836.879,2167420.02287507
4633,,SSF,2017,,,1500.0690627888,1704866745240.78,0.744676344532293,6391509.3,2191950.02768934
4634,,SSF,2018,,,1513.98455068474,1773600147394.1,0.733941129377319,6352213.38,2220470.02701461
4635,,SSF,2019,,,1562.43356266792,1795736152604.65,0.734493260160254,6311896.3,2261020.00176907
4636,,SSF,2020,,,1490.71354973953,1712284150354.68,,6271975.7,
4637,,SSF,2021,,,1556.43308741514,1920898889336.07,,,
4638,,SSA,2000,,,572.487595412177,422454051842.366,0.741091883570244,7012019.98,1515009.9960044
4639,,SSA,2001,,,565.751494116552,404090405357.752,0.786975947870727,6977455.902,1557130.00205904
4640,,SSA,2002,,,574.789416870432,440244960603.382,0.77093345675863,6942891.824,1593349.9815315
4641,,SSA,2003,,,629.423722448047,555282222460.332,0.79403865564756,6908327.746,1667060.00182033
4642,,SSA,2004,,,766.070235753919,690032927090.195,0.814787756007691,6873763.668,1715809.98275429
4643,,SSA,2005,,,939.266640762597,819915814165.621,0.799795733925254,6839199.59,1765750.01356751
4644,,SSA,2006,,,1090.14531308443,969351975189.001,0.779073879327331,6804635.512,1760279.99801189
4645,,SSA,2007,,,1223.0913250172,1123207550233.86,0.775853119139807,6770071.434,1817309.99545008
4646,,SSA,2008,,,1372.48984522055,1273524944109.75,0.805027130628423,6735507.356,1890370.02618611
4647,,SSA,2009,,,1413.80059324998,1224997034152.48,0.757433069544821,6700943.278,1864030.00431508
4648,,SSA,2010,,,1482.39623395115,1456161201499.26,0.789682795132988,6666379.2,1963030.01514077
4649,,SSA,2011,,,1576.96999431611,1643228942695.0,0.76657162436002,6627233.26,1986230.03306985
4650,,SSA,2012,,,1712.15669141508,1707334519819.69,0.77584878341577,6588087.32,2009720.00959516
4651,,SSA,2013,,,1796.33267305489,1814361666954.65,0.794036508874308,6548941.38,2060849.96551275
4652,,SSA,2014,,,1854.68401887444,1894878380554.39,0.803849558451695,6509795.44,2108729.98577356
4653,,SSA,2015,,,1747.93220918067,1690064724150.74,0.76534413013006,6470649.5,2117370.00018358
4654,,SSA,2016,,,1582.61330357023,1571776455941.59,0.756673582208938,6430499.879,2166700.02284646
4655,,SSA,2017,,,1498.88364983469,1703293312159.99,0.74419821598109,6391172.3,2191220.02767026
4656,,SSA,2018,,,1512.72729350743,1771963835384.26,0.733475159278156,6351876.38,2219730.02700508
4657,,SSA,2019,,,1561.14149652933,1794051779114.45,0.734013261446282,6311559.3,2260240.00179768
4658,,SSA,2020,,,1489.64018743035,1711022951830.57,,6271638.7,
4659,,SSA,2021,,,1555.34179948256,1919444431152.21,,,
4660,,TSS,2000,,,573.303609833712,423073118654.166,0.741434360027683,7012356.98,1515389.99599963
4661,,TSS,2001,,,566.550516456525,404717162159.67,0.787347552784767,6977792.902,1557540.00205547
4662,,TSS,2002,,,575.535118148471,440947653087.491,0.771336816626201,6943228.824,1593789.98152912
4663,,TSS,2003,,,630.208931876217,555991988040.399,0.794416027946412,6908664.746,1667500.00181794
4664,,TSS,2004,,,767.015077982341,690876760118.672,0.815206752344179,6874100.668,1716289.98274356
4665,,TSS,2005,,,940.373513598811,820839172442.689,0.800204781183304,6839536.59,1766230.01355678
4666,,TSS,2006,,,1091.38388288689,970372429700.246,0.779485104074516,6804972.512,1760769.99802142
4667,,TSS,2007,,,1224.25570519755,1124243746699.81,0.77626548820623,6770408.434,1817819.99544054
4668,,TSS,2008,,,1373.51588029246,1274492232140.27,0.805447476633983,6735844.356,1890890.02616704
4669,,TSS,2009,,,1414.69979030817,1225844307449.07,0.757881584570684,6701280.278,1864590.00431746
4670,,TSS,2010,,,1483.28504493436,1457130895525.77,0.790102335091989,6666716.2,1963590.01514316
4671,,TSS,2011,,,1577.88620206388,1644294423147.65,0.766950897804156,6627570.26,1986760.03304124
4672,,TSS,2012,,,1713.08412843688,1708393537908.02,0.776237763386272,6588424.32,2010270.00960708
4673,,TSS,2013,,,1797.34625912086,1815689758476.67,0.794401474323587,6549278.38,2061389.96553421
4674,,TSS,2014,,,1855.74978768698,1896265961946.09,0.804253591613031,6510132.44,2109329.98579741
4675,,TSS,2015,,,1749.08108404259,1691480725472.67,0.765778851006816,6470986.5,2118020.00015974
4676,,TSS,2016,,,1583.76804763012,1573266684260.32,0.757164203831932,6430836.879,2167420.02287507
4677,,TSS,2017,,,1500.0690627888,1704866745240.78,0.744676344532293,6391509.3,2191950.02768934
4678,,TSS,2018,,,1513.98455068474,1773600147394.09,0.733941129377319,6352213.38,2220470.02701461
4679,,TSS,2019,,,1562.43356266792,1795736152604.65,0.734493260160254,6311896.3,2261020.00176907
4680,,TSS,2020,,,1490.71354973953,1712284150354.68,,6271975.7,
4681,,TSS,2021,,,1556.43308741514,1920898889336.07,,,
4682,,UMC,2000,,,1897.35575652361,4246882391518.85,3.360516242768,20194116.998,10703340.1656039
4683,,UMC,2001,,,1896.20555061804,4267639350314.26,3.43668288504561,20171925.103,10974029.9384631
4684,,UMC,2002,,,1927.55799569225,4297954474319.23,3.55962746291054,20149733.206,11374109.7595282
4685,,UMC,2003,,,2093.82206558593,4811817332427.06,3.8707946799983,20127541.311,12236130.0313361
4686,,UMC,2004,,,2445.81405471374,5767481154258.84,4.22018046042021,20105349.415,13227750.18223
4687,,UMC,2005,,,2875.27187730955,6930925818089.84,4.53985686228837,20083157.52,14122329.6701349
4688,,UMC,2006,,,3380.85809647046,8234042643341.19,4.84107496529907,20094549.624,14964380.2376576
4689,,UMC,2007,,,4040.24101572045,10201008096217.9,5.10711256580894,20072811.728,15743109.847961
4690,,UMC,2008,,,4811.81000196795,12443466295323.4,5.22109502749666,20051073.833,16166689.7551008
4691,,UMC,2009,,,5175.62251795677,11983177781359.5,5.30511958458853,20029335.936,16452070.1408424
4692,,UMC,2010,,,5849.3278952088,14604336836124.7,5.70744793874498,20007598.041,17646839.7454955
4693,,UMC,2011,,,6584.95767690971,17647554043085.6,6.08355462388735,20000936.495,18703570.5082603
4694,,UMC,2012,,,7561.51480870935,18914789047353.0,6.18773344255855,19994274.947,19162169.9504294
4695,,UMC,2013,,,8302.61186018702,20306635471472.2,6.34104591709757,19987613.4,19698650.1056589
4696,,UMC,2014,,,8640.25564988325,20939604263512.1,6.28777536068812,19980951.854,19757900.291536
4697,,UMC,2015,,,8432.21617456315,19663539084053.0,6.15797258696132,19974290.307,19615679.7864176
4698,,UMC,2016,,,8229.45890263794,19549824626203.8,6.11282919932902,19969342.522,19652440.0267489
4699,,UMC,2017,,,8411.93580460325,21644841419480.9,6.19502640350703,19957889.073,20054729.6190746
4700,,UMC,2018,,,9079.36883226322,23304501933943.9,6.3414862242204,19955737.962,20584049.8345476
4701,,UMC,2019,,,9623.76794149482,23681744716187.8,6.40867526252093,19951300.5,20931299.9263387
4702,,UMC,2020,,,9386.55347355044,22851374975033.8,,19947625.3,
4703,,UMC,2021,,,10358.1133038518,27104087422750.6,,,
4704,,WLD,2000,,,5494.79299693466,33839629115495.6,3.81578807455953,40556022.3,32826230.1910818
4705,,WLD,2001,,,5470.21980949589,33623959264594.4,3.82982188806873,40510303.3,33236189.7635162
4706,,WLD,2002,,,5424.93540953506,34917961156965.6,3.83083481124684,40464584.1,33636279.9568623
4707,,WLD,2003,,,5819.245472552,39152319062519.4,3.95740055830109,40418865.2,34880429.7915883
4708,,WLD,2004,,,6631.75165686592,44123983335730.9,4.08516245196244,40373146.0,36283360.0766026
4709,,WLD,2005,,,7344.58726034539,47784439290852.3,4.18375102507342,40327427.0,37420199.50011
4710,,WLD,2006,,,7830.15339186578,51780233749936.7,4.26574321147095,40293287.6,38480920.0014398
4711,,WLD,2007,,,8343.55358387636,58349496193546.3,4.37188828794566,40259147.7,39740160.0186024
4712,,WLD,2008,,,8942.02155035432,64120766496411.3,4.35141529969183,40225008.7,40059019.8317543
4713,,WLD,2009,,,8977.70556880035,60804066950819.5,4.25058662733389,40190869.1,39704600.0023335
4714,,WLD,2010,,,9413.1552304037,66605767965978.8,4.45410567200078,40156729.7,41731099.5937511
4715,,WLD,2011,,,9880.77621907763,73857648457527.1,4.53972593137246,40123639.2,42964110.5527095
4716,,WLD,2012,,,10462.0104011431,75501151302966.0,4.54569260266879,40090560.5,43529010.1838186
4717,,WLD,2013,,,10829.5040432766,77607185263724.0,4.581344238302,40057482.0,44210200.1603767
4718,,WLD,2014,,,10944.315159798,79733153025706.7,4.5368896630102,40024403.3,44467460.3547156
4719,,WLD,2015,,,10585.2627431425,75187841840596.7,4.45589913252508,39991324.6,44369439.9539828
4720,,WLD,2016,,,10329.2198817802,76461546747208.8,4.40721393182914,39958245.9,44496840.3719701
4721,,WLD,2017,,,10407.2090819158,81400670239258.9,4.42251792768941,,45206539.3810757
4722,,WLD,2018,,,11094.0515472189,86456888252044.3,4.47537870437426,,46132799.6415328
4723,,WLD,2019,,,11496.2094502297,87645255635476.5,4.43567311234666,,46287620.0335007
4724,,WLD,2020,,,11037.6539955163,85105603606117.1,,,
4725,,WLD,2021,,,12023.2004618168,96513077364367.9,,,
4726,,AFG,2011,,,550.0,18190410820.6235,0.305307954864333,12084.4,29409.9998474121
4727,,AFG,2012,,,650.0,20203572959.5023,0.265209508578463,12084.4,28799.9992370605
4728,,AFG,2013,,,680.0,20564485419.1684,0.189910278046671,12084.4,27020.0004577637
4729,,AFG,2017,,,540.0,18896352021.94,0.134106112096442,12084.4,26530.0006866455
4730,,AFG,2019,,,530.0,18904490262.913,0.160976451493467,12084.4,28639.9993896484
4731,,AFG,2021,,,390.0,14786861638.4535,,,
4732,,ALB,2011,,,4410.0,12890764531.3284,1.66942319005525,7834.935,9329.99992370605
4733,,ALB,2012,,,4360.0,12319830437.3467,1.50324046003101,7849.17,8880.00011444092
4734,,ALB,2013,,,4540.0,12776220507.0162,1.53363003912154,7863.405,8930.00030517578
4735,,ALB,2017,,,4290.0,13019689336.6919,1.78878607422544,7889.025,9659.99984741211
4736,,ALB,2019,,,5230.0,15401830754.0773,1.69224831964856,7889.0,9010.00022888184
4737,,ALB,2021,,,6110.0,18255787479.1846,,,
4738,,DZA,2011,,,4610.0,200013052199.2,3.30537210161235,19256.0,215750.0
4739,,DZA,2012,,,5220.0,209058991952.125,3.62125480164594,19332.0,235429.992675781
4740,,DZA,2013,,,5540.0,209755003250.664,3.6583608983826,19408.0,240070.007324219
4741,,DZA,2017,,,3970.0,170097014589.134,3.84913201847066,19430.0,268899.993896484
4742,,DZA,2019,,,4050.0,171767403748.19,4.01003452306043,19390.0,282010.009765625
4743,,DZA,2021,,,3660.0,163044443983.759,,,
4744,,ASM,2011,,,,570000000.0,,174.0,
4745,,ASM,2012,,,,640000000.0,,173.7,
4746,,ASM,2013,,,,638000000.0,,173.4,
4747,,ASM,2014,,,,643000000.0,,173.1,
4748,,ASM,2015,,,,673000000.0,,172.8,
4749,,ASM,2016,,,,671000000.0,,172.5,
4750,,ASM,2017,,,,612000000.0,,172.2,
4751,,ASM,2018,,,,639000000.0,,171.9,
4752,,ASM,2019,,,,647000000.0,,171.6,
4753,,ASM,2020,,,,716000000.0,,171.3,
4754,,ASM,2021,,,,709000000.0,,,
4755,,AND,2011,,,,3629203786.19154,6.94375571494811,160.0,600.000023841858
4756,,AND,2012,,,,3188808942.56713,6.90014517816094,160.0,600.000023841858
4757,,AND,2013,,,,3193704343.20627,6.72579748723029,160.0,589.999973773956
4758,,AND,2014,,,,3271808157.30038,6.42269737011002,160.0,569.999992847443
4759,,AND,2015,,,,2789870187.50693,6.55088783775969,160.0,579.999983310699
4760,,AND,2016,,,,2896679211.86628,6.47918388210514,160.0,589.999973773956
4761,,AND,2017,,,,3000180750.11297,6.36537235813897,160.0,589.999973773956
4762,,AND,2018,,,,3218316013.22626,6.53220121227978,160.0,620.000004768372
4763,,AND,2019,,,46530.0,3155065487.51819,6.54938894201171,160.0,629.999995231628
4764,,AND,2020,,,,2891022272.98687,,160.0,
4765,,AND,2021,,,,3330281523.53915,,,
4766,,AGO,2011,,,3360.0,109436566876.419,0.98396024649186,716029.38,79150.0015258789
4767,,AGO,2012,,,4060.0,124998210652.243,0.947662542550856,710478.76,77400.0015258789
4768,,AGO,2013,,,4650.0,133401582620.494,1.03109331939749,704928.14,81089.9963378906
4769,,AGO,2017,,,1980.0,68972769395.6274,0.802750790270912,682725.7,81010.0021362305
4770,,AGO,2019,,,2040.0,69309110145.7687,0.77920257513549,671624.4,79680.0003051758
4771,,AGO,2021,,,1710.0,67404287260.3199,,,
4772,,ATG,2011,,,12730.0,1137637037.03704,6.22629133804923,87.14,1090.0000333786
4773,,ATG,2012,,,13180.0,1199948148.14815,7.98412286514897,86.48,1259.99999046326
4774,,ATG,2013,,,13040.0,1181448148.14815,5.31091448080621,85.82,1049.99995231628
4775,,ATG,2015,,,13370.0,1336692592.59259,5.44801602758189,84.5,1090.0000333786
4776,,ATG,2017,,,15000.0,1467977777.77778,5.48732975559433,83.2,1149.99997615814
4777,,ATG,2019,,,17310.0,1687533333.33333,5.64499474501464,81.8,1220.00002861023
4778,,ATG,2021,,,15780.0,1471125925.92593,,,
4779,,ARG,2011,,,10710.0,530163281574.658,4.2809893532601,299906.0,350250.0
4780,,ARG,2012,,,11890.0,545982375701.128,4.26422378235981,297672.0,355299.987792969
4781,,ARG,2013,,,12870.0,552025140252.246,4.34211506853729,295438.0,364480.010986328
4782,,ARG,2017,,,13140.0,643628665302.155,4.07130836193664,288990.0,377209.991455078
4783,,ARG,2019,,,11220.0,447754609218.678,3.74065029063396,286810.0,369049.987792969
4784,,ARG,2021,,,9960.0,487227339102.67,,,
4785,,ARM,2011,,,3470.0,10142111334.4961,1.68659629072429,3303.52,8199.99980926514
4786,,ARM,2012,,,3840.0,10619320048.5857,1.96265391657267,3301.44,9199.99980926514
4787,,ARM,2013,,,4110.0,11121465767.4067,1.89564638956912,3299.36,9140.00034332275
4788,,ARM,2017,,,4070.0,11527458565.7334,1.88293999717351,3291.0,9250.0
4789,,ARM,2019,,,4880.0,13619291361.2814,2.1874763175712,3286.8,9960.00003814697
4790,,ARM,2021,,,4850.0,13861409968.835,,,
4791,,ABW,2011,,,23400.0,2637988826.81564,,4.2,
4792,,ABW,2012,,,24440.0,2615083798.88268,,4.2,
4793,,ABW,2013,,,25500.0,2727932960.89385,,4.2,
4794,,ABW,2014,,,25790.0,2791061452.51397,,4.2,
4795,,ABW,2015,,,26180.0,2963128491.62011,,4.2,
4796,,ABW,2016,,,26650.0,2983798882.68156,,4.2,
4797,,ABW,2017,,,27720.0,3092178770.94972,,4.2,
4798,,ABW,2018,,,29030.0,3202234636.87151,,4.2,
4799,,ABW,2019,,,30000.0,3368970253.05286,,4.2,
4800,,ABW,2020,,,24590.0,2610038937.56355,,4.2,
4801,,ABW,2021,,,29390.0,3126019399.06492,,,
4802,,AUS,2011,,,50400.0,1398405797101.45,17.2954158367427,1302557.8,668340.026855469
4803,,AUS,2012,,,60270.0,1546892142709.84,17.0220422280855,1309654.6,667440.002441406
4804,,AUS,2013,,,66050.0,1576380424746.08,16.4423157091219,1316751.4,580880.004882813
4805,,AUS,2017,,,51490.0,1326516328531.56,15.8232417405578,1340174.0,623270.01953125
4806,,AUS,2019,,,54900.0,1392227864397.08,15.2536183403361,1340051.0,585979.98046875
4807,,AUS,2021,,,57170.0,1552667363236.06,,,
4808,,AUT,2011,,,50700.0,431685217367.511,8.13547438124649,38667.98,81529.9987792969
4809,,AUT,2012,,,50100.0,409401816050.531,7.72361448670012,38703.96,78330.0018310547
4810,,AUT,2013,,,50720.0,430190979705.962,7.75369957604068,38739.94,78870.002746582
4811,,AUT,2017,,,45040.0,417261151844.977,7.4861615826868,38883.8,78650.0015258789
4812,,AUT,2019,,,51020.0,444621176100.548,7.2939842524557,38955.6,76919.9981689453
4813,,AUT,2021,,,52760.0,480368403893.364,,,
4814,,AZE,2011,,,5570.0,65951627200.2026,2.97391876434174,10415.731,44840.0001525879
4815,,AZE,2012,,,6480.0,69683935845.2139,3.2391028675313,10506.515,48049.9992370605
4816,,AZE,2013,,,7450.0,74164435946.4627,3.28561690260393,10597.3,49259.9983215332
4817,,AZE,2017,,,4110.0,40865558912.3867,3.24334199859821,10971.848,50240.0016784668
4818,,AZE,2019,,,4510.0,48174235294.1176,3.54239782750878,11202.4,54799.9992370605
4819,,AZE,2021,,,4900.0,54622176470.5882,,,
4820,,BHS,2011,,,26540.0,10070450000.0,6.79984107221273,5098.6,2869.99988555908
4821,,BHS,2012,,,27200.0,10720500000.0,9.29170983773869,5098.6,3839.99991416931
4822,,BHS,2013,,,26280.0,10562800000.0,7.28639943674197,5098.6,3119.99988555908
4823,,BHS,2017,,,29260.0,12357600000.0,5.43832408474249,5098.6,2500.0
4824,,BHS,2019,,,31210.0,13192800000.0,7.02002416017844,5098.6,3160.00008583069
4825,,BHS,2021,,,26490.0,11208600000.0,,,
